dataset,registry_name,family,source_format,source_path,split,sample_rank,window_index,series_index,window_start,input_len,pred_len,n_channels,pooling,scale,mode_5,mode_10,acf_timescale,acf_first_min,ami2,trev,high_fluctuation,stretch_high,transition_matrix,periodicity,embedding_dist,ami_timescale,whiten_timescale,outlier_timing_pos,outlier_timing_neg,centroid_freq,stretch_decreasing,entropy_pairs,rs_range,dfa,low_freq_power,forecast_error
exchange_rate,exchange_rate,Benchmark,csv,dataset/exchange_rate/exchange_rate.csv,train,1,1447,0,1447,96,96,8,mean,train_split_standard,0.132672989,-0.158138687,12.596367981,28.875000000,0.686442139,0.002217674,0.832894737,31.250000000,0.100081786,19.125000000,0.816026357,15.125000000,0.148116837,-0.014322917,-0.033854167,0.907559746,6.625000000,1.657253977,0.782142857,0.492857143,0.098174770,0.373933942
exchange_rate,exchange_rate,Benchmark,csv,dataset/exchange_rate/exchange_rate.csv,train,2,4208,0,4208,96,96,8,mean,train_split_standard,-0.089703975,0.144238628,10.364555333,27.500000000,0.646552654,0.008497307,0.785526316,28.250000000,0.114166667,14.875000000,0.735663571,14.500000000,0.081717070,0.480468750,-0.122395833,0.913622303,6.625000000,1.552075347,0.660714286,0.635714286,0.098174770,0.387089739
exchange_rate,exchange_rate,Benchmark,csv,dataset/exchange_rate/exchange_rate.csv,train,3,261,0,261,96,96,8,mean,train_split_standard,-0.116926124,-0.188045735,15.280589134,36.500000000,0.761053400,-0.017438790,0.771052632,36.625000000,0.102141204,12.625000000,0.885813486,24.250000000,0.059599214,-0.407552083,0.464843750,0.929550977,6.625000000,1.433520090,0.735714286,0.596428571,0.073631078,0.303753931
exchange_rate,exchange_rate,Benchmark,csv,dataset/exchange_rate/exchange_rate.csv,train,4,1676,0,1676,96,96,8,mean,train_split_standard,-0.216806112,-0.242846900,14.694272192,43.250000000,0.795583369,-0.018180189,0.828947368,36.625000000,0.103460648,12.500000000,0.879293702,23.125000000,0.054227082,-0.511718750,0.296875000,0.924284558,6.000000000,1.561664206,0.746428571,0.692857143,0.079767001,0.311539496
exchange_rate,exchange_rate,Benchmark,csv,dataset/exchange_rate/exchange_rate.csv,train,5,2533,0,2533,96,96,8,mean,train_split_standard,-0.194031088,-0.194058704,7.375772445,18.500000000,0.446626120,0.019308314,0.909210526,24.000000000,0.046249412,8.875000000,0.470969929,11.500000000,0.119828089,-0.169270833,0.341145833,0.804008596,6.000000000,1.736783345,0.578571429,0.614285714,0.263844696,0.541588752
illness,illness,Benchmark,csv,dataset/illness/national_illness.csv,train,1,237,0,237,36,36,7,mean,train_split_standard,-0.775361225,-0.921307865,6.225060757,18.571428571,0.747609120,0.070971325,0.763265306,10.857142857,0.111111111,3.142857143,0.464572314,9.000000000,0.495238095,0.742063492,-0.186507937,0.902250931,9.142857143,1.419525231,0.520408163,0.571428571,0.196349541,0.390867534
illness,illness,Benchmark,csv,dataset/illness/national_illness.csv,train,2,509,0,509,36,36,7,mean,train_split_standard,-0.328311446,-0.409845842,6.520506736,19.142857143,0.720618314,0.080852899,0.689795918,14.142857143,0.079365079,5.428571429,0.546927167,9.571428571,0.318181818,0.492063492,-0.551587302,0.885884782,6.428571429,1.560667839,0.571428571,0.571428571,0.196349541,0.471186668
illness,illness,Benchmark,csv,dataset/illness/national_illness.csv,train,3,415,0,415,36,36,7,mean,train_split_standard,-0.440870633,-0.378257953,4.110553109,11.857142857,0.624285015,0.124597630,0.873469388,16.000000000,0.057716229,0.000000000,0.554374721,5.428571429,0.804081633,0.126984127,-0.494047619,0.797082377,12.000000000,1.606578079,0.540816327,0.551020408,0.266474377,0.597752818
illness,illness,Benchmark,csv,dataset/illness/national_illness.csv,train,4,4,0,4,36,36,7,mean,train_split_standard,-0.151550402,-0.325308379,5.504145714,17.714285714,0.769564568,-0.007280479,0.800000000,16.000000000,0.108888889,0.000000000,0.629820946,7.714285714,0.377159349,-0.204365079,0.736111111,0.879053946,9.857142857,1.500148584,0.551020408,0.561224490,0.182324574,0.463962407
illness,illness,Benchmark,csv,dataset/illness/national_illness.csv,train,5,252,0,252,36,36,7,mean,train_split_standard,-0.085341838,-0.111345569,4.950185021,20.142857143,0.651853620,0.065596356,0.726530612,15.857142857,0.102222222,0.000000000,0.496500866,7.142857143,0.378365286,0.535714286,-0.686507937,0.874669085,7.142857143,1.573724786,0.510204082,0.520408163,0.210374508,0.531455995
traffic,traffic,Benchmark,csv,dataset/traffic/traffic.csv,train,1,1164,0,1164,96,96,862,mean,train_split_standard,-0.438980704,-0.521560711,3.523182407,11.546403712,0.393089438,-0.032528621,0.845695445,14.475638051,0.020844179,23.112529002,0.302395333,4.823665893,0.490108509,-0.263776102,0.282398009,0.836975986,11.832946636,1.654567981,0.524295658,0.287504143,0.277611372,0.731456753
traffic,traffic,Benchmark,csv,dataset/traffic/traffic.csv,train,2,9752,0,9752,96,96,862,mean,train_split_standard,-0.311504130,-0.535606602,3.648149957,11.786542923,0.384320649,-0.085075555,0.833923556,14.948955916,0.017846872,23.119489559,0.317379421,5.298143852,0.540587622,-0.419500435,0.323949874,0.822131847,12.301624130,1.628261550,0.591448459,0.341398740,0.284957396,0.677949744
traffic,traffic,Benchmark,csv,dataset/traffic/traffic.csv,train,3,1333,0,1333,96,96,862,mean,train_split_standard,-0.577055191,-0.770573327,4.118536265,11.537122970,0.412807045,-0.082488800,0.739650751,15.878190255,0.040860498,23.078886311,0.289561637,7.631090487,0.294008457,-0.379447022,0.476864608,0.841891522,11.321345708,1.622826516,0.291581041,0.703016241,0.264001297,0.684233278
traffic,traffic,Benchmark,csv,dataset/traffic/traffic.csv,train,4,5565,0,5565,96,96,862,mean,train_split_standard,-0.119490086,-0.286505453,3.520232576,11.911832947,0.371936361,-0.014188290,0.844706313,14.897911833,0.019235856,22.251740139,0.294345691,4.849187935,0.484839720,0.037594258,0.040953693,0.817856230,11.917633411,1.654157834,0.431819688,0.371362280,0.285071288,0.729490849
traffic,traffic,Benchmark,csv,dataset/traffic/traffic.csv,train,5,5038,0,5038,96,96,862,mean,train_split_standard,-0.095140426,-0.266155150,3.595230697,11.902552204,0.392715615,-0.023765862,0.845158139,15.091647332,0.017454711,23.190255220,0.319973564,4.844547564,0.518620024,-0.307684406,0.053769093,0.847389652,11.477958237,1.643073826,0.452568777,0.321942327,0.270379240,0.707387958
weather,weather,Benchmark,csv,dataset/weather/weather.csv,train,1,21916,0,21916,96,96,21,mean,train_split_standard,0.137760549,0.152633734,18.443110416,46.190476190,0.809228156,-0.014529200,0.623057644,46.095238095,0.071241472,1.571428571,2.041369183,26.238095238,0.606162052,-0.211805556,0.237103175,0.845642259,19.333333333,1.323083906,0.507482993,0.642176871,0.081812309,0.225385207
weather,weather,Benchmark,csv,dataset/weather/weather.csv,train,2,18330,0,18330,96,96,21,mean,train_split_standard,0.235008395,0.181194143,17.336124912,47.666666667,0.771191230,0.014471528,0.589974937,43.952380952,0.087509747,3.047619048,1.803608045,23.285714286,0.685810718,0.004216270,0.009424603,0.817168805,19.285714286,1.300108232,0.653061224,0.585034014,0.116874727,0.254465504
weather,weather,Benchmark,csv,dataset/weather/weather.csv,train,3,15632,0,15632,96,96,21,mean,train_split_standard,-0.270427145,-0.403215203,13.701057437,42.761904762,0.823156065,0.039506424,0.477192982,31.047619048,0.110032254,9.523809524,1.513854635,17.619047619,0.154386450,-0.104662698,0.265128968,0.904836495,14.714285714,1.296175688,0.753741497,0.687074830,0.107524749,0.321241319
weather,weather,Benchmark,csv,dataset/weather/weather.csv,train,4,16458,0,16458,96,96,21,mean,train_split_standard,0.070407638,0.098502785,16.306994768,39.666666667,0.706323115,-0.012538111,0.632080201,44.380952381,0.074941520,5.619047619,1.581533754,19.142857143,0.647851028,-0.280505952,-0.097966270,0.833831849,18.238095238,1.341335743,0.620408163,0.628571429,0.084149803,0.262700531
weather,weather,Benchmark,csv,dataset/weather/weather.csv,train,5,15745,0,15745,96,96,21,mean,train_split_standard,-0.363336616,-0.419508673,19.754337940,46.333333333,0.813988482,-0.004412744,0.617543860,44.809523810,0.088450292,3.190476190,1.860891352,26.238095238,0.587260345,-0.201140873,0.243055556,0.836682105,19.857142857,1.312924329,0.576870748,0.525170068,0.077137320,0.214790877
anonymous_public_load_power_data_per_unit,anonymous_public_load_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_load_power_data_per_unit/*.rds,train,1,65669003,181,253201,96,96,1,mean,train_split_standard,-0.659307272,-0.414604547,6.714529471,17.000000000,0.394650651,0.132070285,0.715789474,24.000000000,0.020833333,27.000000000,0.248247395,9.000000000,0.090909091,-0.395833333,-0.187500000,0.858276297,7.000000000,1.742185312,0.828571429,0.600000000,0.147262156,0.568656874
anonymous_public_load_power_data_per_unit,anonymous_public_load_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_load_power_data_per_unit/*.rds,train,2,87202127,237,349435,96,96,1,mean,train_split_standard,0.267830321,-0.087461475,5.196089811,14.000000000,0.285674665,-0.063278830,0.494736842,15.000000000,0.034013605,6.000000000,0.188404377,12.000000000,0.076923077,-0.854166667,-0.343750000,0.797502270,4.000000000,1.787313082,0.828571429,0.657142857,0.147262156,0.693007284
anonymous_public_load_power_data_per_unit,anonymous_public_load_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_load_power_data_per_unit/*.rds,train,3,96780739,264,69329,96,96,1,mean,train_split_standard,0.535969183,0.113536066,1.424015527,4.000000000,0.160303809,1.455788051,0.673684211,17.000000000,0.035502959,10.000000000,0.030786319,3.000000000,0.142857143,0.041666667,-0.395833333,0.470156921,8.000000000,1.934478066,0.828571429,0.742857143,0.687223393,1.023453515
anonymous_public_load_power_data_per_unit,anonymous_public_load_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_load_power_data_per_unit/*.rds,train,4,21275141,65,173658,96,96,1,mean,train_split_standard,-0.357628533,-0.118144541,6.098504139,18.000000000,0.466105743,-0.245068937,0.926315789,18.000000000,0.036458333,0.000000000,0.294728997,10.000000000,0.181818182,0.562500000,0.031250000,0.827939818,5.000000000,1.689285732,0.800000000,0.657142857,0.147262156,0.653924025
anonymous_public_load_power_data_per_unit,anonymous_public_load_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_load_power_data_per_unit/*.rds,train,5,20333021,62,77602,96,96,1,mean,train_split_standard,-1.195925433,-1.003020897,13.291501746,28.000000000,0.672531424,0.009842723,0.831578947,19.000000000,0.074074074,28.000000000,0.587913530,9.000000000,0.074074074,0.625000000,-0.687500000,0.890752178,5.000000000,1.630009903,0.742857143,0.800000000,0.049087385,0.457799262
anonymous_public_pv_power_data_per_unit,anonymous_public_pv_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_pv_power_data_per_unit/*.rds,train,1,8434310,24,384199,96,96,1,mean,train_split_standard,0.018911096,-0.165654157,6.374579538,85.000000000,0.366347738,0.032411454,0.115789474,10.000000000,0.260416667,0.000000000,0.411249514,40.000000000,0.727272727,0.916666667,-0.114583333,0.929683343,3.000000000,0.415554592,0.171428571,0.828571429,0.147262156,0.272462692
anonymous_public_pv_power_data_per_unit,anonymous_public_pv_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_pv_power_data_per_unit/*.rds,train,2,55071613,151,284064,96,96,1,mean,train_split_standard,-0.946998161,-1.167926382,16.268688246,11.000000000,0.613595318,-0.065307669,0.694736842,21.000000000,0.166666667,5.000000000,0.353993105,2.000000000,0.025641026,-0.937500000,0.750000000,0.802955170,18.000000000,1.587295340,0.771428571,0.714285714,0.049087385,0.461282223
anonymous_public_pv_power_data_per_unit,anonymous_public_pv_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_pv_power_data_per_unit/*.rds,train,3,16177150,50,66517,96,96,1,mean,train_split_standard,0.100240810,-0.120164049,3.945809580,9.000000000,0.323952966,-0.080648437,0.810526316,34.000000000,0.011834320,15.000000000,0.219415478,6.000000000,0.285714286,-0.520833333,0.791666667,0.818313524,11.000000000,1.696368990,0.457142857,0.800000000,0.294524311,0.711051630
anonymous_public_pv_power_data_per_unit,anonymous_public_pv_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_pv_power_data_per_unit/*.rds,train,4,1468471,5,124631,96,96,1,mean,train_split_standard,0.080407264,-0.154817858,5.777165639,32.000000000,0.722855205,0.084914196,0.557894737,44.000000000,0.074074074,0.000000000,0.363447900,13.000000000,0.064516129,0.458333333,-0.927083333,0.882646230,7.000000000,1.443149007,0.200000000,0.600000000,0.147262156,0.413588323
anonymous_public_pv_power_data_per_unit,anonymous_public_pv_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_pv_power_data_per_unit/*.rds,train,5,40332331,113,95025,96,96,1,mean,train_split_standard,-0.681371926,-0.836272653,7.021111477,24.000000000,0.410986087,0.016626548,0.642105263,13.000000000,0.046296296,26.000000000,0.297398378,16.000000000,0.133333333,0.562500000,-0.562500000,0.859898470,6.000000000,1.509803619,0.828571429,0.600000000,0.147262156,0.558941038
australian_electricity_demand_dataset,australian_electricity_demand_dataset,Monash,tsf,dataset/Monash_Dataset/australian_electricity_demand_dataset/australian_electricity_demand_dataset.tsf,train,1,38910,0,38910,96,96,1,mean,train_split_standard,0.823185306,0.978649647,7.404203490,21.000000000,0.724087060,0.009960198,0.694736842,30.000000000,0.047619048,23.000000000,1.155741284,10.000000000,0.583333333,0.104166667,-0.447916667,0.979500758,18.000000000,1.453323715,0.600000000,0.742857143,0.147262156,0.358512997
australian_electricity_demand_dataset,australian_electricity_demand_dataset,Monash,tsf,dataset/Monash_Dataset/australian_electricity_demand_dataset/australian_electricity_demand_dataset.tsf,train,2,685227,4,38823,96,96,1,mean,train_split_standard,0.614776418,0.788013535,4.461603257,12.000000000,0.530524910,0.000445457,0.926315789,14.000000000,0.041420118,24.000000000,0.471836060,6.000000000,0.714285714,-0.052083333,0.239583333,0.912805590,16.000000000,1.635179084,0.342857143,0.485714286,0.245436926,0.562147571
australian_electricity_demand_dataset,australian_electricity_demand_dataset,Monash,tsf,dataset/Monash_Dataset/australian_electricity_demand_dataset/australian_electricity_demand_dataset.tsf,train,3,329238,2,6590,96,96,1,mean,train_split_standard,-0.052534900,0.143712642,6.480137074,23.000000000,0.655106606,0.021776063,0.810526316,33.000000000,0.005208333,24.000000000,0.904699929,10.000000000,0.454545455,-0.479166667,-0.020833333,0.953085273,11.000000000,1.576949379,0.628571429,0.657142857,0.147262156,0.460295119
australian_electricity_demand_dataset,australian_electricity_demand_dataset,Monash,tsf,dataset/Monash_Dataset/australian_electricity_demand_dataset/australian_electricity_demand_dataset.tsf,train,4,551221,3,66174,96,96,1,mean,train_split_standard,0.358527444,0.537551746,5.943763958,16.000000000,0.606780040,0.000874497,0.800000000,35.000000000,0.010000000,24.000000000,0.918722919,8.000000000,0.555555556,-0.458333333,0.072916667,0.962834278,11.000000000,1.646038552,0.657142857,0.514285714,0.147262156,0.462077194
australian_electricity_demand_dataset,australian_electricity_demand_dataset,Monash,tsf,dataset/Monash_Dataset/australian_electricity_demand_dataset/australian_electricity_demand_dataset.tsf,train,5,173662,1,12338,96,96,1,mean,train_split_standard,-0.541289848,-0.714542095,13.556891887,30.000000000,0.791218143,0.003894405,0.831578947,35.000000000,0.111111111,0.000000000,1.286917432,26.000000000,0.240000000,0.593750000,-0.708333333,0.981699282,9.000000000,1.541626612,0.828571429,0.714285714,0.049087385,0.309314699
bitcoin_dataset_without_missing_values,bitcoin_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/bitcoin_dataset_without_missing_values/bitcoin_dataset_without_missing_values.tsf,train,1,30987,11,381,96,96,1,mean,train_split_standard,,,0.000000000,0.000000000,,,,,,0.000000000,,,,,,,,,,,,
bitcoin_dataset_without_missing_values,bitcoin_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/bitcoin_dataset_without_missing_values/bitcoin_dataset_without_missing_values.tsf,train,2,43948,15,1682,96,96,1,mean,train_split_standard,,,0.000000000,0.000000000,,,,,,0.000000000,,,,,,,,,,,,
bitcoin_dataset_without_missing_values,bitcoin_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/bitcoin_dataset_without_missing_values/bitcoin_dataset_without_missing_values.tsf,train,3,40888,14,1633,96,96,1,mean,train_split_standard,,,0.000000000,0.000000000,,,,,,0.000000000,,,,,,,,,,,,
bitcoin_dataset_without_missing_values,bitcoin_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/bitcoin_dataset_without_missing_values/bitcoin_dataset_without_missing_values.tsf,train,4,29113,10,1130,96,96,1,mean,train_split_standard,,,0.000000000,0.000000000,,,,,,0.000000000,,,,,,,,,,,,
bitcoin_dataset_without_missing_values,bitcoin_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/bitcoin_dataset_without_missing_values/bitcoin_dataset_without_missing_values.tsf,train,5,10938,3,2289,96,96,1,mean,train_split_standard,0.309502290,0.056273144,4.353197536,71.000000000,0.216278365,0.405166632,0.052631579,88.000000000,0.074074074,21.000000000,0.147065650,7.000000000,0.041666667,0.531250000,-0.916666667,0.845612140,2.000000000,0.376489813,0.371428571,0.171428571,0.245436926,0.551772612
elecdemand_dataset,elecdemand_dataset,Monash,tsf,dataset/Monash_Dataset/elecdemand_dataset/elecdemand_dataset.tsf,train,1,6986,0,6986,96,96,1,mean,train_split_standard,0.448363302,0.618909722,6.611818893,19.000000000,0.690588671,0.008454711,0.757894737,30.000000000,0.024691358,27.000000000,1.166286100,9.000000000,0.600000000,0.010416667,-0.260416667,0.969471787,11.000000000,1.597029215,0.685714286,0.514285714,0.147262156,0.416102165
elecdemand_dataset,elecdemand_dataset,Monash,tsf,dataset/Monash_Dataset/elecdemand_dataset/elecdemand_dataset.tsf,train,2,5432,0,5432,96,96,1,mean,train_split_standard,0.785083122,0.589258158,6.302344159,17.000000000,0.647458704,0.007083489,0.778947368,37.000000000,0.046296296,23.000000000,1.135287570,14.000000000,0.400000000,-0.427083333,0.239583333,0.925648826,10.000000000,1.556430820,0.228571429,0.657142857,0.147262156,0.423212972
elecdemand_dataset,elecdemand_dataset,Monash,tsf,dataset/Monash_Dataset/elecdemand_dataset/elecdemand_dataset.tsf,train,3,9917,0,9917,96,96,1,mean,train_split_standard,-0.566121913,-0.752511226,5.887391032,17.000000000,0.663023833,0.017759452,0.863157895,16.000000000,0.012345679,26.000000000,0.771302000,8.000000000,0.500000000,0.458333333,-0.312500000,0.969726687,11.000000000,1.487692964,0.800000000,0.457142857,0.147262156,0.462489187
elecdemand_dataset,elecdemand_dataset,Monash,tsf,dataset/Monash_Dataset/elecdemand_dataset/elecdemand_dataset.tsf,train,4,9573,0,9573,96,96,1,mean,train_split_standard,0.314285287,0.112204312,5.094663654,15.000000000,0.695888032,0.017254703,0.915789474,15.000000000,0.046831956,0.000000000,0.893043763,7.000000000,0.750000000,0.395833333,-0.145833333,0.952706445,11.000000000,1.573913659,0.228571429,0.600000000,0.245436926,0.452650118
elecdemand_dataset,elecdemand_dataset,Monash,tsf,dataset/Monash_Dataset/elecdemand_dataset/elecdemand_dataset.tsf,train,5,7155,0,7155,96,96,1,mean,train_split_standard,0.032697091,-0.156935715,6.122168498,14.000000000,0.676268203,0.012870885,0.831578947,37.000000000,0.036458333,20.000000000,0.938470337,10.000000000,0.454545455,-0.375000000,0.114583333,0.961525484,15.000000000,1.592598641,0.657142857,0.171428571,0.147262156,0.446208237
electricity_hourly_dataset,electricity_hourly_dataset,Monash,tsf,dataset/Monash_Dataset/electricity_hourly_dataset/electricity_hourly_dataset.tsf,train,1,1490981,81,15080,96,96,1,mean,train_split_standard,0.158050804,-0.009202901,12.151610429,39.000000000,0.766866602,0.006420668,0.505263158,28.000000000,0.062500000,0.000000000,0.659498660,17.000000000,0.150000000,0.635416667,0.093750000,0.945219718,8.000000000,1.543581756,0.714285714,0.828571429,0.098174770,0.334249904
electricity_hourly_dataset,electricity_hourly_dataset,Monash,tsf,dataset/Monash_Dataset/electricity_hourly_dataset/electricity_hourly_dataset.tsf,train,2,2380248,130,11518,96,96,1,mean,train_split_standard,-0.418680078,-0.603625038,3.744667254,12.000000000,0.367511688,-0.104548069,0.652631579,11.000000000,0.046831956,23.000000000,0.233884191,7.000000000,0.250000000,-0.437500000,0.520833333,0.855904074,10.000000000,1.523767753,0.257142857,0.542857143,0.245436926,0.646755403
electricity_hourly_dataset,electricity_hourly_dataset,Monash,tsf,dataset/Monash_Dataset/electricity_hourly_dataset/electricity_hourly_dataset.tsf,train,3,706720,38,14322,96,96,1,mean,train_split_standard,-1.044278558,-0.839203867,2.501987214,7.000000000,0.239279395,0.068679880,0.947368421,9.000000000,0.003780718,11.000000000,0.296337469,3.000000000,0.750000000,-0.260416667,0.229166667,0.824008615,8.000000000,1.853619162,0.257142857,0.171428571,0.490873852,0.882363505
electricity_hourly_dataset,electricity_hourly_dataset,Monash,tsf,dataset/Monash_Dataset/electricity_hourly_dataset/electricity_hourly_dataset.tsf,train,4,1949842,107,195,96,96,1,mean,train_split_standard,0.877733824,0.387835876,0.632051255,96.000000000,0.000000000,-9.901095381,0.010526316,1.000000000,0.322917821,0.000000000,0.057080753,40.000000000,1.000000000,-0.979166667,0.020833333,0.192979755,1.000000000,0.058406265,0.171428571,0.171428571,1.570796327,0.338667005
electricity_hourly_dataset,electricity_hourly_dataset,Monash,tsf,dataset/Monash_Dataset/electricity_hourly_dataset/electricity_hourly_dataset.tsf,train,5,5755902,315,16287,96,96,1,mean,train_split_standard,0.941948970,0.815986359,3.802207464,11.000000000,0.372071123,0.112015059,0.631578947,15.000000000,0.025185185,23.000000000,0.362722466,5.000000000,0.833333333,0.020833333,0.031250000,0.904722392,11.000000000,1.747441693,0.400000000,0.285714286,0.294524311,0.666240928
kdd_cup_2018_dataset_without_missing_values,kdd_cup_2018_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/kdd_cup_2018_dataset_without_missing_values/kdd_cup_2018_dataset_without_missing_values.tsf,train,1,1083395,145,5030,96,96,1,mean,train_split_standard,,,0.000000000,0.000000000,,,,,,0.000000000,,,,,,,,,,,,
kdd_cup_2018_dataset_without_missing_values,kdd_cup_2018_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/kdd_cup_2018_dataset_without_missing_values/kdd_cup_2018_dataset_without_missing_values.tsf,train,2,1375493,184,7085,96,96,1,mean,train_split_standard,-0.117792655,-0.329158966,4.027842881,11.000000000,0.301525325,0.017519136,0.336842105,13.000000000,0.067061144,20.000000000,0.266123207,5.000000000,0.571428571,-0.687500000,0.114583333,0.886904503,5.000000000,0.922647519,0.200000000,0.828571429,0.294524311,0.655705580
kdd_cup_2018_dataset_without_missing_values,kdd_cup_2018_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/kdd_cup_2018_dataset_without_missing_values/kdd_cup_2018_dataset_without_missing_values.tsf,train,3,60701,8,1205,96,96,1,mean,train_split_standard,-0.984142157,-1.137341960,8.415722148,33.000000000,0.642987732,0.018197292,0.863157895,22.000000000,0.074074074,24.000000000,0.420663797,21.000000000,0.074074074,-0.666666667,0.145833333,0.896210229,9.000000000,1.613615520,0.628571429,0.800000000,0.098174770,0.492629149
