group_id,group_rank,dataset_id,dataset_name,frequency,dataset_dir,arrow_path,sample_rank,candidate_index,row_index,variate_index,item_id,variate_name,series_length_original,series_length_used,downsampled,sampled_with_replacement,pc1,pc2,pc1_explained_ratio,pc2_explained_ratio
group_003,1,current_velocity/5T,current_velocity,5T,TIME/current_velocity/5T,TIME/current_velocity/5T/data-00000-of-00001.arrow,4,4,0,4,NSW_SYD100_Sentinel-or-Monitor-Workhorse-ADCP-102.5_220718To221017,PRES_REL,26486,26486,False,False,-0.415715120,3.038326913,0.366515448,0.205845243
group_003,1,current_velocity/5T,current_velocity,5T,TIME/current_velocity/5T,TIME/current_velocity/5T/data-00000-of-00001.arrow,5,1,0,1,NSW_SYD100_Sentinel-or-Monitor-Workhorse-ADCP-102.5_220718To221017,VCUR,26486,26486,False,False,-1.286259370,0.881224530,0.366515448,0.205845243
group_003,2,ECDC_COVID/D,ECDC_COVID,D,TIME/ECDC_COVID/D,TIME/ECDC_COVID/D/data-00000-of-00001.arrow,1,0,0,0,Austria,target,1186,1186,False,False,-1.710600056,2.258809404,0.366515448,0.205845243
group_003,2,ECDC_COVID/D,ECDC_COVID,D,TIME/ECDC_COVID/D,TIME/ECDC_COVID/D/data-00000-of-00001.arrow,2,7,7,0,Slovakia,target,1112,1112,False,False,-1.917748975,2.741976028,0.366515448,0.205845243
group_003,2,ECDC_COVID/D,ECDC_COVID,D,TIME/ECDC_COVID/D,TIME/ECDC_COVID/D/data-00000-of-00001.arrow,3,4,4,0,Estonia,target,1211,1211,False,False,-1.911898465,2.058564610,0.366515448,0.205845243
group_003,2,ECDC_COVID/D,ECDC_COVID,D,TIME/ECDC_COVID/D,TIME/ECDC_COVID/D/data-00000-of-00001.arrow,4,8,8,0,Slovenia,target,1117,1117,False,False,-1.974195092,2.827976898,0.366515448,0.205845243
group_003,2,ECDC_COVID/D,ECDC_COVID,D,TIME/ECDC_COVID/D,TIME/ECDC_COVID/D/data-00000-of-00001.arrow,5,3,3,0,Czechia,target,1229,1229,False,False,-1.860108257,2.279219082,0.366515448,0.205845243
group_003,3,Global_Influenza/W,Global_Influenza,W,TIME/Global_Influenza/W,TIME/Global_Influenza/W/data-00000-of-00001.arrow,1,28,7,0,Republic_of_Korea,SPEC_PROCESSED_NB,210,210,False,False,1.742006514,-3.341329122,0.366515448,0.205845243
group_003,3,Global_Influenza/W,Global_Influenza,W,TIME/Global_Influenza/W,TIME/Global_Influenza/W/data-00000-of-00001.arrow,2,35,8,3,Russian_Federation,INF_NEGATIVE,210,210,False,False,0.755647115,-0.300794671,0.366515448,0.205845243
group_003,3,Global_Influenza/W,Global_Influenza,W,TIME/Global_Influenza/W,TIME/Global_Influenza/W/data-00000-of-00001.arrow,3,2,0,2,Australia,INF_ALL,210,210,False,False,1.512803795,1.173833996,0.366515448,0.205845243
group_003,3,Global_Influenza/W,Global_Influenza,W,TIME/Global_Influenza/W,TIME/Global_Influenza/W/data-00000-of-00001.arrow,4,42,10,2,Spain,INF_ALL,210,210,False,False,1.735200683,-0.668190803,0.366515448,0.205845243
group_003,3,Global_Influenza/W,Global_Influenza,W,TIME/Global_Influenza/W,TIME/Global_Influenza/W/data-00000-of-00001.arrow,5,40,10,0,Spain,SPEC_PROCESSED_NB,210,210,False,False,-0.039836492,-0.136257901,0.366515448,0.205845243
group_003,4,Coastal_T_S/20T,Coastal_T_S,20T,TIME/Coastal_T_S/20T,TIME/Coastal_T_S/20T/data-00000-of-00001.arrow,1,2,0,2,SAMUSG,PRES_REL,8198,8198,False,True,1.486665800,1.618340963,0.366515448,0.205845243
group_003,4,Coastal_T_S/20T,Coastal_T_S,20T,TIME/Coastal_T_S/20T,TIME/Coastal_T_S/20T/data-00000-of-00001.arrow,2,2,0,2,SAMUSG,PRES_REL,8198,8198,False,True,1.486665800,1.618340963,0.366515448,0.205845243
group_003,4,Coastal_T_S/20T,Coastal_T_S,20T,TIME/Coastal_T_S/20T,TIME/Coastal_T_S/20T/data-00000-of-00001.arrow,3,1,0,1,SAMUSG,PSAL,8198,8198,False,True,-1.248149931,-0.780016381,0.366515448,0.205845243
group_003,4,Coastal_T_S/20T,Coastal_T_S,20T,TIME/Coastal_T_S/20T,TIME/Coastal_T_S/20T/data-00000-of-00001.arrow,4,0,0,0,SAMUSG,TEMP,8198,8198,False,True,-8.166101447,-4.869635985,0.366515448,0.205845243
group_003,4,Coastal_T_S/20T,Coastal_T_S,20T,TIME/Coastal_T_S/20T,TIME/Coastal_T_S/20T/data-00000-of-00001.arrow,5,2,0,2,SAMUSG,PRES_REL,8198,8198,False,True,1.486665800,1.618340963,0.366515448,0.205845243
group_003,5,SG_PM25/H,SG_PM25,H,TIME/SG_PM25/H,TIME/SG_PM25/H/data-00000-of-00001.arrow,1,2,0,2,item0,north,38688,38688,False,False,2.991709667,-1.486914598,0.366515448,0.205845243
group_003,5,SG_PM25/H,SG_PM25,H,TIME/SG_PM25/H,TIME/SG_PM25/H/data-00000-of-00001.arrow,2,0,0,0,item0,central,38688,38688,False,False,3.056780423,-1.908755229,0.366515448,0.205845243
group_003,5,SG_PM25/H,SG_PM25,H,TIME/SG_PM25/H,TIME/SG_PM25/H/data-00000-of-00001.arrow,3,3,0,3,item0,south,38688,38688,False,False,4.118616476,-2.141475262,0.366515448,0.205845243
group_003,5,SG_PM25/H,SG_PM25,H,TIME/SG_PM25/H,TIME/SG_PM25/H/data-00000-of-00001.arrow,4,4,0,4,item0,west,38688,38688,False,False,3.229643185,-2.532679717,0.366515448,0.205845243
group_003,5,SG_PM25/H,SG_PM25,H,TIME/SG_PM25/H,TIME/SG_PM25/H/data-00000-of-00001.arrow,5,1,0,1,item0,east,38688,38688,False,False,3.171570635,-2.084973031,0.366515448,0.205845243
group_004,1,Job_Claims/W,Job_Claims,W,TIME/Job_Claims/W,TIME/Job_Claims/W/data-00000-of-00001.arrow,1,0,0,0,item0,4-WeekMovingAverageofContinuedClaims(InsuredUnemployment),196,196,False,True,6.886749805,-0.456455311,0.335075332,0.183119832
group_004,1,Job_Claims/W,Job_Claims,W,TIME/Job_Claims/W,TIME/Job_Claims/W/data-00000-of-00001.arrow,2,1,0,1,item0,4-WeekMovingAverageofInitialClaims,196,196,False,True,1.470318212,1.514204681,0.335075332,0.183119832
group_004,1,Job_Claims/W,Job_Claims,W,TIME/Job_Claims/W,TIME/Job_Claims/W/data-00000-of-00001.arrow,3,1,0,1,item0,4-WeekMovingAverageofInitialClaims,196,196,False,True,1.470318212,1.514204681,0.335075332,0.183119832
group_004,1,Job_Claims/W,Job_Claims,W,TIME/Job_Claims/W,TIME/Job_Claims/W/data-00000-of-00001.arrow,4,1,0,1,item0,4-WeekMovingAverageofInitialClaims,196,196,False,True,1.470318212,1.514204681,0.335075332,0.183119832
group_004,1,Job_Claims/W,Job_Claims,W,TIME/Job_Claims/W,TIME/Job_Claims/W/data-00000-of-00001.arrow,5,1,0,1,item0,4-WeekMovingAverageofInitialClaims,196,196,False,True,1.470318212,1.514204681,0.335075332,0.183119832
group_004,2,azure2019_D/5T,azure2019_D,5T,TIME/azure2019_D/5T,TIME/azure2019_D/5T/data-00000-of-00001.arrow,1,2441,813,2,item_685,avg_cpu,8633,8633,False,False,2.719913295,-1.750535202,0.335075332,0.183119832
group_004,2,azure2019_D/5T,azure2019_D,5T,TIME/azure2019_D/5T,TIME/azure2019_D/5T/data-00000-of-00001.arrow,2,1248,416,0,item_1793,min_cpu,8635,8635,False,False,-2.122302766,-1.641913714,0.335075332,0.183119832
group_004,2,azure2019_D/5T,azure2019_D,5T,TIME/azure2019_D/5T,TIME/azure2019_D/5T/data-00000-of-00001.arrow,3,1915,638,1,item_39,max_cpu,8638,8638,False,False,-2.860881147,0.736132927,0.335075332,0.183119832
group_004,2,azure2019_D/5T,azure2019_D,5T,TIME/azure2019_D/5T,TIME/azure2019_D/5T/data-00000-of-00001.arrow,4,431,143,2,item_1275,avg_cpu,8637,8637,False,False,-1.122072784,-0.806074927,0.335075332,0.183119832
group_004,2,azure2019_D/5T,azure2019_D,5T,TIME/azure2019_D/5T,TIME/azure2019_D/5T/data-00000-of-00001.arrow,5,16,5,1,item_1007,max_cpu,8632,8632,False,False,-3.272544897,0.639521158,0.335075332,0.183119832
group_004,3,current_velocity/15T,current_velocity,15T,TIME/current_velocity/15T,TIME/current_velocity/15T/data-00000-of-00001.arrow,1,16,2,4,WA_WATR10_Aquadopp-Profiler-85_220921To221029,PRES_REL,3710,3710,False,False,0.864654232,-1.509062516,0.335075332,0.183119832
group_004,3,current_velocity/15T,current_velocity,15T,TIME/current_velocity/15T,TIME/current_velocity/15T/data-00000-of-00001.arrow,2,22,3,4,WA_WATR10_Aquadopp-Profiler-85_230226To230423,PRES_REL,5369,5369,False,False,1.607190368,-1.198243342,0.335075332,0.183119832
group_004,3,current_velocity/15T,current_velocity,15T,TIME/current_velocity/15T,TIME/current_velocity/15T/data-00000-of-00001.arrow,3,15,2,3,WA_WATR10_Aquadopp-Profiler-85_220921To221029,TEMP,3710,3710,False,False,5.858816496,-4.050830766,0.335075332,0.183119832
group_004,3,current_velocity/15T,current_velocity,15T,TIME/current_velocity/15T,TIME/current_velocity/15T/data-00000-of-00001.arrow,4,0,0,0,NRS_NRSMAI-ADCP_Sentinel-or-Monitor-Workhorse-ADCP-90_200704To210107,UCUR,17953,17953,False,False,-0.117953890,-1.096829258,0.335075332,0.183119832
group_004,3,current_velocity/15T,current_velocity,15T,TIME/current_velocity/15T,TIME/current_velocity/15T/data-00000-of-00001.arrow,5,20,3,2,WA_WATR10_Aquadopp-Profiler-85_230226To230423,WCUR,5369,5369,False,False,-4.192560047,0.161831454,0.335075332,0.183119832
group_004,4,Australia_Solar/H,Australia_Solar,H,TIME/Australia_Solar/H,TIME/Australia_Solar/H/data-00000-of-00001.arrow,1,0,0,0,item0,solar_63726,35064,35064,False,True,0.623921401,2.898207630,0.335075332,0.183119832
group_004,4,Australia_Solar/H,Australia_Solar,H,TIME/Australia_Solar/H,TIME/Australia_Solar/H/data-00000-of-00001.arrow,2,1,0,1,item0,solar_51616,35064,35064,False,True,0.619528095,2.630225358,0.335075332,0.183119832
group_004,4,Australia_Solar/H,Australia_Solar,H,TIME/Australia_Solar/H,TIME/Australia_Solar/H/data-00000-of-00001.arrow,3,1,0,1,item0,solar_51616,35064,35064,False,True,0.619528095,2.630225358,0.335075332,0.183119832
group_004,4,Australia_Solar/H,Australia_Solar,H,TIME/Australia_Solar/H,TIME/Australia_Solar/H/data-00000-of-00001.arrow,4,0,0,0,item0,solar_63726,35064,35064,False,True,0.623921401,2.898207630,0.335075332,0.183119832
group_004,4,Australia_Solar/H,Australia_Solar,H,TIME/Australia_Solar/H,TIME/Australia_Solar/H/data-00000-of-00001.arrow,5,1,0,1,item0,solar_51616,35064,35064,False,True,0.619528095,2.630225358,0.335075332,0.183119832
group_004,5,MetroPT-3/5T,MetroPT-3,5T,TIME/MetroPT-3/5T,TIME/MetroPT-3/5T/data-00000-of-00001.arrow,1,2,0,2,item0,H1,17809,17809,False,False,-2.145505256,-3.718647151,0.335075332,0.183119832
group_004,5,MetroPT-3/5T,MetroPT-3,5T,TIME/MetroPT-3/5T,TIME/MetroPT-3/5T/data-00000-of-00001.arrow,2,3,0,3,item0,DV_pressure,17809,17809,False,False,-2.045905286,-1.980372187,0.335075332,0.183119832
group_004,5,MetroPT-3/5T,MetroPT-3,5T,TIME/MetroPT-3/5T,TIME/MetroPT-3/5T/data-00000-of-00001.arrow,3,1,0,1,item0,TP3,17809,17809,False,False,-1.623685491,-2.667347978,0.335075332,0.183119832
group_004,5,MetroPT-3/5T,MetroPT-3,5T,TIME/MetroPT-3/5T,TIME/MetroPT-3/5T/data-00000-of-00001.arrow,4,5,0,5,item0,Motor_current,17809,17809,False,False,-3.805929615,0.045872205,0.335075332,0.183119832
group_004,5,MetroPT-3/5T,MetroPT-3,5T,TIME/MetroPT-3/5T,TIME/MetroPT-3/5T/data-00000-of-00001.arrow,5,0,0,0,item0,TP2,17809,17809,False,False,-3.615682949,-0.450955452,0.335075332,0.183119832
group_005,1,Coastal_T_S/15T,Coastal_T_S,15T,TIME/Coastal_T_S/15T,TIME/Coastal_T_S/15T/data-00000-of-00001.arrow,1,14,4,2,WATR20,PRES_REL,16686,16686,False,False,0.875655467,-1.531212324,0.360542135,0.137536367
group_005,1,Coastal_T_S/15T,Coastal_T_S,15T,TIME/Coastal_T_S/15T,TIME/Coastal_T_S/15T/data-00000-of-00001.arrow,2,13,4,1,WATR20,PSAL,16686,16686,False,False,1.344489889,-1.495060952,0.360542135,0.137536367
group_005,1,Coastal_T_S/15T,Coastal_T_S,15T,TIME/Coastal_T_S/15T,TIME/Coastal_T_S/15T/data-00000-of-00001.arrow,3,0,0,0,NRSMAI,TEMP,21971,21971,False,False,-1.462076285,0.981968515,0.360542135,0.137536367
