group_id,group_rank,dataset_id,dataset_name,frequency,dataset_dir,arrow_path,sample_rank,candidate_index,row_index,variate_index,item_id,variate_name,series_length_original,series_length_used,downsampled,sampled_with_replacement,mode_5,mode_10,acf_timescale,acf_first_min,ami2,trev,high_fluctuation,stretch_high,transition_matrix,periodicity,embedding_dist,ami_timescale,whiten_timescale,outlier_timing_pos,outlier_timing_neg,centroid_freq,stretch_decreasing,entropy_pairs,rs_range,dfa,low_freq_power,forecast_error
group_002,2,ECDC_COVID/W,ECDC_COVID,W,TIME/ECDC_COVID/W,TIME/ECDC_COVID/W/data-00000-of-00001.arrow,2,14,14,0,Slovenia,target,160,160,False,False,-0.558797878,-0.499787788,-0.330392375,-0.208249051,0.666346730,-0.225178891,-0.503641077,-0.336745296,-0.467847895,-0.203837393,0.895881750,-0.519251893,0.803485584,-1.249149445,1.441480037,0.436331613,-0.120568008,-0.449761030,1.284898051,-0.303407713,0.298923395,-0.252389485
group_002,2,ECDC_COVID/W,ECDC_COVID,W,TIME/ECDC_COVID/W,TIME/ECDC_COVID/W/data-00000-of-00001.arrow,3,8,8,0,Liechtenstein,target,163,163,False,False,0.208692159,-0.070716317,-0.337236820,-0.222920381,-1.125762849,0.379376748,0.241291106,-0.342922254,-0.721111903,-0.182059893,-0.731664276,-0.692335857,0.205978981,-1.283843998,0.635531993,-0.535574492,-0.999709730,1.391043267,1.284898051,-0.303407713,0.507869412,0.884342896
group_002,2,ECDC_COVID/W,ECDC_COVID,W,TIME/ECDC_COVID/W,TIME/ECDC_COVID/W/data-00000-of-00001.arrow,4,2,2,0,Bulgaria,target,188,188,False,False,-0.257979773,-0.333543351,-0.327990176,-0.201961338,0.417323744,-0.307685250,-1.147438037,-0.335622213,0.255763559,-0.334502388,1.502120030,0.778877840,-0.163798690,-1.233087504,1.537044851,0.579656194,0.507390365,-0.885542528,-0.969906258,0.388614456,-0.327914655,-0.323171194
group_002,2,ECDC_COVID/W,ECDC_COVID,W,TIME/ECDC_COVID/W,TIME/ECDC_COVID/W/data-00000-of-00001.arrow,5,13,13,0,Slovakia,target,160,160,False,False,-0.709566390,-0.618850279,-0.331277132,-0.212440859,0.559267445,-0.316075809,-0.301353459,-0.337868380,-0.902014767,-0.225614892,2.165611624,-0.432709911,1.580244168,-0.904803974,0.310397226,0.558151038,0.884165389,-0.669375820,1.196225971,0.185078524,0.298923395,-0.340255027
group_002,3,Uncertainty_1M/M,Uncertainty_1M,M,TIME/Uncertainty_1M/M,TIME/Uncertainty_1M/M/data-00000-of-00001.arrow,1,1,0,1,item0,LMN_FinUnc_1M,780,780,False,True,0.391006936,-0.032519920,-0.322838579,-0.124412879,0.674183118,-0.301172079,0.453413439,-0.309229755,-0.990981977,1.734360038,0.542827237,0.432709911,0.444981622,0.207357186,0.635305072,0.536737025,0.632982040,-0.589620007,0.232152936,-0.061762926,-0.275678151,-0.388337724
group_002,3,Uncertainty_1M/M,Uncertainty_1M,M,TIME/Uncertainty_1M/M,TIME/Uncertainty_1M/M/data-00000-of-00001.arrow,2,1,0,1,item0,LMN_FinUnc_1M,780,780,False,True,0.391006936,-0.032519920,-0.322838579,-0.124412879,0.674183118,-0.301172079,0.453413439,-0.309229755,-0.990981977,1.734360038,0.542827237,0.432709911,0.444981622,0.207357186,0.635305072,0.536737025,0.632982040,-0.589620007,0.232152936,-0.061762926,-0.275678151,-0.388337724
group_002,3,Uncertainty_1M/M,Uncertainty_1M,M,TIME/Uncertainty_1M/M,TIME/Uncertainty_1M/M/data-00000-of-00001.arrow,3,0,0,0,item0,JLN_MacroUnc_1M,780,780,False,True,-0.549525981,0.532253457,-0.320084243,-0.162139156,-0.354072204,-0.192373067,0.075918701,-0.322706755,-0.900538009,1.669027540,-0.322759032,1.384671715,-0.078240376,0.739836178,0.618492246,0.603404107,0.005023667,-0.294937881,-0.220640662,-0.893228862,-0.275678151,-0.479745142
group_002,3,Uncertainty_1M/M,Uncertainty_1M,M,TIME/Uncertainty_1M/M,TIME/Uncertainty_1M/M/data-00000-of-00001.arrow,4,0,0,0,item0,JLN_MacroUnc_1M,780,780,False,True,-0.549525981,0.532253457,-0.320084243,-0.162139156,-0.354072204,-0.192373067,0.075918701,-0.322706755,-0.900538009,1.669027540,-0.322759032,1.384671715,-0.078240376,0.739836178,0.618492246,0.603404107,0.005023667,-0.294937881,-0.220640662,-0.893228862,-0.275678151,-0.479745142
group_002,3,Uncertainty_1M/M,Uncertainty_1M,M,TIME/Uncertainty_1M/M,TIME/Uncertainty_1M/M/data-00000-of-00001.arrow,5,1,0,1,item0,LMN_FinUnc_1M,780,780,False,True,0.391006936,-0.032519920,-0.322838579,-0.124412879,0.674183118,-0.301172079,0.453413439,-0.309229755,-0.990981977,1.734360038,0.542827237,0.432709911,0.444981622,0.207357186,0.635305072,0.536737025,0.632982040,-0.589620007,0.232152936,-0.061762926,-0.275678151,-0.388337724
group_002,4,Water_Quality_Darwin/15T,Water_Quality_Darwin,15T,TIME/Water_Quality_Darwin/15T,TIME/Water_Quality_Darwin/15T/data-00000-of-00001.arrow,1,19,3,1,item_3,DOX2,15334,15334,False,False,1.939756853,0.911538619,0.612716905,-0.176810486,0.814934784,-0.311681664,-1.105952364,0.230411770,-0.209415233,0.776150072,0.141082722,1.730839644,-0.737317377,-1.941362577,0.764899565,0.703469393,1.888898786,-0.922074849,-1.091513681,-1.695593490,-0.732747563,-1.159006515
group_002,4,Water_Quality_Darwin/15T,Water_Quality_Darwin,15T,TIME/Water_Quality_Darwin/15T,TIME/Water_Quality_Darwin/15T/data-00000-of-00001.arrow,2,20,3,2,item_3,PSAL,15334,15334,False,False,1.752455859,2.402733613,4.549056001,-0.210344955,-0.171534538,-0.330835519,-2.326502605,4.002848569,1.883889329,-0.269169890,-0.090172619,0.519251893,-0.736672784,1.057353014,-1.712769659,0.730751732,1.888898786,-1.434327166,-0.949638354,1.430718429,-0.742541907,-1.338328291
group_002,4,Water_Quality_Darwin/15T,Water_Quality_Darwin,15T,TIME/Water_Quality_Darwin/15T,TIME/Water_Quality_Darwin/15T/data-00000-of-00001.arrow,3,34,5,4,item_5,TURB,10823,10823,False,False,-0.502129328,-0.909802294,-0.006672515,-0.206153146,-0.538064676,-0.286176022,-0.622008468,-0.236229341,-0.934020658,-0.269169890,-0.909068017,0.692335857,-0.719570463,0.051042948,0.029428517,0.483420340,1.260940413,-0.651728790,-1.162451345,1.430718429,-0.706629311,-0.574742094
group_002,4,Water_Quality_Darwin/15T,Water_Quality_Darwin,15T,TIME/Water_Quality_Darwin/15T,TIME/Water_Quality_Darwin/15T/data-00000-of-00001.arrow,4,31,5,1,item_5,DOX2,10823,10823,False,False,0.705369249,1.275069320,1.357388472,4.895277903,2.328919010,-0.317515638,-2.759775287,2.591132863,0.255763559,-1.314489853,2.348484769,1.730839644,-0.742664579,-1.271918748,1.223174831,0.758085113,1.763307111,-1.465550378,-1.304326672,-2.281776975,-0.739277126,-1.650147401
group_002,4,Water_Quality_Darwin/15T,Water_Quality_Darwin,15T,TIME/Water_Quality_Darwin/15T,TIME/Water_Quality_Darwin/15T/data-00000-of-00001.arrow,5,28,4,4,item_4,TURB,18759,18759,False,False,0.741016589,-0.282509151,-0.076975000,-0.212440859,-1.560509384,-0.499059183,-0.777910835,-0.038005139,-0.900262075,-0.290947390,-1.387055189,0.432709911,-0.681556998,-0.513338637,0.612494157,0.434515049,0.130615342,-0.744994080,0.894740901,0.649140449,-0.706629311,-0.486746044
group_002,5,Global_Price/Q,Global_Price,Q,TIME/Global_Price/Q,TIME/Global_Price/Q/data-00000-of-00001.arrow,1,44,0,44,item0,GlobalpriceofSoftSawnwood_AverageofSoftwoods_,142,142,False,False,1.475184971,1.900551499,-0.331267940,-0.231303998,-0.359475106,-0.699062818,1.008904644,-0.333937588,1.883889329,-0.552277380,-0.934571293,-0.432709911,-0.632785005,1.377464083,-1.827323892,-1.412945363,-1.250893079,1.538607508,1.089364747,-0.738661476,0.298923395,0.705857019
group_002,5,Global_Price/Q,Global_Price,Q,TIME/Global_Price/Q,TIME/Global_Price/Q/data-00000-of-00001.arrow,2,32,0,32,item0,GlobalpriceofNaturalGas_USHenryHubGas,142,142,False,False,-0.824402620,-0.877060203,-0.326387880,-0.250167136,-0.944606171,-1.077611540,0.780793074,-0.338991463,-0.343386725,-1.096714861,-0.948828031,-1.125045768,-0.232192528,-0.368512951,-1.116212428,-1.299933697,-0.748526381,0.928371561,1.180310470,0.639120219,-0.118968638,1.102678255
group_002,5,Global_Price/Q,Global_Price,Q,TIME/Global_Price/Q,TIME/Global_Price/Q/data-00000-of-00001.arrow,3,2,0,2,item0,GlobalpriceofAgr.RawMaterialIndex,142,142,False,False,0.795844070,1.405245498,-0.325080267,-0.212440859,-0.081949990,-0.102129941,0.454919402,-0.340676088,0.052247838,-0.378057386,-0.353279623,0.432709911,-0.384498133,0.183633632,-0.672922165,0.070980532,-0.246159682,0.243837672,1.180310470,1.140131744,-0.118968638,0.175952383
group_002,5,Global_Price/Q,Global_Price,Q,TIME/Global_Price/Q,TIME/Global_Price/Q/data-00000-of-00001.arrow,4,17,0,17,item0,GlobalpriceofEnergyindex,142,142,False,False,-1.371814312,-1.181093864,-0.317986318,-0.201961338,0.422781692,-0.829384049,0.031283629,-0.340114546,0.255763559,-0.378057386,-0.401593342,-0.951961804,-0.485603130,0.422399722,-1.023860290,0.082588352,-1.125301404,-0.506609671,-0.911441151,0.889625982,-0.327914655,0.092495402
group_002,5,Global_Price/Q,Global_Price,Q,TIME/Global_Price/Q,TIME/Global_Price/Q/data-00000-of-00001.arrow,5,20,0,20,item0,GlobalpriceofFoodandbeverageindex,142,142,False,False,-1.515400833,-1.215583819,-0.310596903,-0.187290008,0.935987103,-0.355985743,0.031283629,-0.318775963,1.883889329,-0.356279887,1.185637454,0.778877840,-0.519880892,1.332695441,-1.023860290,0.277109570,-0.874118055,0.180304499,1.089364747,-0.112397069,-0.327914655,-0.711493573
group_003,1,current_velocity/5T,current_velocity,5T,TIME/current_velocity/5T,TIME/current_velocity/5T/data-00000-of-00001.arrow,1,3,0,3,NSW_SYD100_Sentinel-or-Monitor-Workhorse-ADCP-102.5_220718To221017,TEMP,26486,26486,False,False,1.857458292,2.059419142,4.042787814,0.983198448,1.417521062,0.266369155,-2.015263541,3.417762316,1.158080513,4.301216540,-0.067292798,1.172426344,-0.677335217,0.980654812,-0.656815218,0.795241841,-0.384373747,-1.300527932,-0.162107269,-0.754496215,-1.083601117,-1.259317114
group_003,1,current_velocity/5T,current_velocity,5T,TIME/current_velocity/5T,TIME/current_velocity/5T/data-00000-of-00001.arrow,2,0,0,0,NSW_SYD100_Sentinel-or-Monitor-Workhorse-ADCP-102.5_220718To221017,UCUR,26486,26486,False,False,2.300396988,0.747660843,-0.214218722,-0.233759917,-0.802623655,-0.007671802,0.886357510,-0.321709314,-0.758981250,0.937983523,-0.512974569,1.172426344,-0.674285324,-1.002970239,1.098557717,0.049877168,-0.656103260,0.575216904,1.402067526,0.775700368,-0.956389447,0.146324935
