group_id,group_rank,dataset_id,dataset_name,frequency,dataset_dir,arrow_path,sample_rank,candidate_index,row_index,variate_index,item_id,variate_name,series_length_original,series_length_used,downsampled,sampled_with_replacement,mode_5,mode_10,acf_timescale,acf_first_min,ami2,trev,high_fluctuation,stretch_high,transition_matrix,periodicity,embedding_dist,ami_timescale,whiten_timescale,outlier_timing_pos,outlier_timing_neg,centroid_freq,stretch_decreasing,entropy_pairs,rs_range,dfa,low_freq_power,forecast_error
group_001,3,current_velocity/20T,current_velocity,20T,TIME/current_velocity/20T,TIME/current_velocity/20T/data-00000-of-00001.arrow,1,52,8,4,SA_SAM5CB_Sentinel-or-Monitor-Workhorse-ADCP-91.86_210915To220129,PRES_REL,9787,9787,False,False,-0.704195694,-0.434148600,9.735149313,21.000000000,0.714219470,0.000053600,0.824954016,59.000000000,0.000626278,35.000000000,1.216381786,12.000000000,0.714285714,-0.037958516,0.018698273,0.993459430,22.000000000,1.457539970,0.300000000,0.200000000,0.087820400,0.272026221
group_001,3,current_velocity/20T,current_velocity,20T,TIME/current_velocity/20T,TIME/current_velocity/20T/data-00000-of-00001.arrow,2,91,15,1,SA_SAM8SG_Sentinel-or-Monitor-Workhorse-ADCP-41.6955_221216To230206,VCUR,3749,3749,False,False,0.062175713,-0.713845590,12.551501653,29.000000000,0.693586757,-0.000644834,0.876200640,228.000000000,0.003536466,72.000000000,0.834825755,18.000000000,0.050000000,-0.252600694,-0.023739664,0.972751978,16.000000000,1.541990926,0.306122449,0.224489796,0.087436905,0.293528526
group_001,3,current_velocity/20T,current_velocity,20T,TIME/current_velocity/20T,TIME/current_velocity/20T/data-00000-of-00001.arrow,3,139,23,1,SA_VBM100_Sentinel-or-Monitor-Workhorse-ADCP-95.19_220731To221029,VCUR,6475,6475,False,False,0.829495055,0.503570046,120.320629874,319.000000000,0.837859653,-0.000096341,0.733549583,732.000000000,0.007777778,482.000000000,0.878381365,40.000000000,0.004694836,0.444787645,-0.107027027,0.991171671,10.000000000,1.355068854,0.693877551,0.591836735,0.009203885,0.143854713
group_001,3,current_velocity/20T,current_velocity,20T,TIME/current_velocity/20T,TIME/current_velocity/20T/data-00000-of-00001.arrow,4,86,14,2,SA_SAM5CB_Sentinel-or-Monitor-Workhorse-ADCP-92_201124To210504,WCUR,11603,11603,False,False,1.125398920,0.500324939,1.469315712,4.000000000,0.030602230,-0.078328576,0.894156180,51.000000000,0.002090542,31.000000000,0.127632034,3.000000000,0.005917160,0.368094458,-0.267603206,0.496924939,6.000000000,2.097751631,0.200000000,0.120000000,0.649640864,0.949693703
group_001,3,current_velocity/20T,current_velocity,20T,TIME/current_velocity/20T,TIME/current_velocity/20T/data-00000-of-00001.arrow,5,148,24,4,SA_VBM100_Sentinel-or-Monitor-Workhorse-ADCP-95.7607_221210To230306,PRES_REL,6211,6211,False,False,0.087907200,-0.174209469,12.204300923,26.000000000,0.800834206,0.000361228,0.794202899,59.000000000,0.004139186,72.000000000,1.568772016,17.000000000,0.666666667,0.299951699,-0.087264531,0.995216520,24.000000000,1.390996687,0.244897959,0.142857143,0.087436905,0.223344268
group_001,4,Vehicle_Sales/M,Vehicle_Sales,M,TIME/Vehicle_Sales/M,TIME/Vehicle_Sales/M/data-00000-of-00001.arrow,1,0,0,0,item0,LWVS_AutosandLightTrucks,596,596,False,False,0.143740345,0.448611424,26.198981412,50.000000000,0.495081001,-0.099799824,0.868907563,115.000000000,0.039351852,134.000000000,0.242972102,40.000000000,0.021276596,0.234899329,-0.706375839,0.892930152,8.000000000,1.608450093,0.872340426,0.702127660,0.036815539,0.460445943
group_001,4,Vehicle_Sales/M,Vehicle_Sales,M,TIME/Vehicle_Sales/M,TIME/Vehicle_Sales/M/data-00000-of-00001.arrow,2,6,0,6,item0,MVRS_DomesticandForeignAutos,596,596,False,False,0.327854731,0.044399560,66.913715902,65.000000000,0.804312192,-0.035508837,0.771428571,183.000000000,0.166666667,113.000000000,0.410819439,1.000000000,0.004608295,-0.642617450,0.848993289,0.958312477,7.000000000,1.568225826,0.127659574,0.872340426,0.012271846,0.262485315
group_001,4,Vehicle_Sales/M,Vehicle_Sales,M,TIME/Vehicle_Sales/M,TIME/Vehicle_Sales/M/data-00000-of-00001.arrow,3,4,0,4,item0,MVRS_ForeignLightWeightTrucks,596,596,False,False,-0.812242478,-1.015294539,81.734759987,128.000000000,0.918866678,-0.001906022,0.618487395,152.000000000,0.166666667,163.000000000,0.666640401,40.000000000,0.004347826,0.802013423,-0.471476510,0.982501094,10.000000000,1.373194922,0.127659574,0.829787234,0.012271846,0.156652044
group_001,4,Vehicle_Sales/M,Vehicle_Sales,M,TIME/Vehicle_Sales/M,TIME/Vehicle_Sales/M/data-00000-of-00001.arrow,4,9,0,9,item0,TotalVehicleSales,596,596,False,False,0.132388428,0.427771756,26.276595517,50.000000000,0.539283581,-0.092004067,0.863865546,115.000000000,0.039351852,134.000000000,0.253773520,40.000000000,0.021276596,0.243288591,-0.703020134,0.898600494,8.000000000,1.608450093,0.872340426,0.702127660,0.036815539,0.449097116
group_001,4,Vehicle_Sales/M,Vehicle_Sales,M,TIME/Vehicle_Sales/M,TIME/Vehicle_Sales/M/data-00000-of-00001.arrow,5,2,0,2,item0,MVRS_DomesticLightWeightTrucks,596,596,False,False,0.170221346,-0.867290276,81.797127482,171.000000000,0.961224171,-0.004021648,0.682352941,130.000000000,0.166666667,140.000000000,0.634920700,12.000000000,0.004166667,0.778523490,-0.752516779,0.975585708,9.000000000,1.474544272,0.148936170,0.127659574,0.012271846,0.193531068
group_001,5,current_velocity/10T,current_velocity,10T,TIME/current_velocity/10T,TIME/current_velocity/10T/data-00000-of-00001.arrow,1,43,7,1,QLD_NWSLYN_Sentinel-or-Monitor-Workhorse-ADCP-157_221101To221223,VCUR,7481,7481,False,False,-0.116579989,0.238613502,13.916367082,41.000000000,0.472431410,0.005670981,0.875000000,70.000000000,0.000249310,73.000000000,0.250533096,21.000000000,0.043478261,0.222831172,0.270819409,0.935747463,17.000000000,1.615401253,0.367346939,0.265306122,0.084368943,0.411958395
group_001,5,current_velocity/10T,current_velocity,10T,TIME/current_velocity/10T,TIME/current_velocity/10T/data-00000-of-00001.arrow,2,56,9,2,WA_WATR50_Signature55-489_210211To210407,WCUR,7885,7885,False,False,0.159595740,-0.490706008,0.851958239,3.000000000,0.009748443,0.081611332,0.947615424,29.000000000,0.000301350,19.000000000,0.116309323,2.000000000,0.038461538,-0.129740013,-0.191883323,0.377703039,8.000000000,2.173591981,0.460000000,0.320000000,1.054611792,1.043516782
group_001,5,current_velocity/10T,current_velocity,10T,TIME/current_velocity/10T,TIME/current_velocity/10T/data-00000-of-00001.arrow,3,40,6,4,QLD_NWSBAR_Quartermaster-Workhorse-ADCP-164.5_201007To210307,PRES_REL,21807,21807,False,False,-0.071411210,-0.443907437,14.954215646,38.000000000,0.467032121,-0.003545734,0.916949463,113.000000000,0.000296310,73.000000000,0.500276138,20.000000000,0.045454545,0.341495850,-0.076993626,0.939384406,11.000000000,1.693426541,0.320000000,0.240000000,0.084368943,0.363120233
group_001,5,current_velocity/10T,current_velocity,10T,TIME/current_velocity/10T,TIME/current_velocity/10T/data-00000-of-00001.arrow,4,2,0,2,NRS_NRSDAR_Sentinel-or-Monitor-Workhorse-ADCP-17.5_221106To230525,WCUR,28905,28905,False,False,0.940375555,-0.881989449,0.840797654,20.000000000,0.013094017,0.018571306,0.935026294,30.000000000,0.000276500,30.000000000,0.108544555,17.000000000,0.052631579,0.316173672,-0.132468431,0.397058702,7.000000000,2.173886338,0.200000000,0.260000000,1.041572955,1.014868912
group_001,5,current_velocity/10T,current_velocity,10T,TIME/current_velocity/10T,TIME/current_velocity/10T/data-00000-of-00001.arrow,5,59,9,5,WA_WATR50_Signature55-489_210211To210407,ABSIC1,7885,7885,False,False,0.269686116,0.919442374,15.192274725,19.000000000,0.053924551,-0.123439094,0.566463724,220.000000000,0.018273472,69.000000000,0.102637074,18.000000000,0.003030303,-0.444261256,0.208243500,0.657250179,6.000000000,1.880149340,0.440000000,0.800000000,0.117349530,0.758041659
group_002,1,Commodity_Production/M,Commodity_Production,M,TIME/Commodity_Production/M,TIME/Commodity_Production/M/data-00000-of-00001.arrow,1,9,9,0,CrudeCottonseedOilProductionforUnitedStates_m,target,472,472,False,False,-1.128717214,-1.323579258,2.109318807,6.000000000,0.347565005,0.366415421,0.955414013,10.000000000,0.036525678,11.000000000,0.295213175,2.000000000,0.750000000,0.029661017,-0.091101695,0.865065327,10.000000000,1.851592561,0.130434783,0.673913043,0.527689391,0.973099579
group_002,1,Commodity_Production/M,Commodity_Production,M,TIME/Commodity_Production/M,TIME/Commodity_Production/M/data-00000-of-00001.arrow,2,13,13,0,FineWritingPaperProductionforUnitedStates_m,target,192,192,False,False,-0.034170400,-0.271637898,31.085851061,11.000000000,0.520492200,0.027085802,0.890052356,72.000000000,0.111111111,11.000000000,0.557098564,10.000000000,0.018518519,0.468750000,-0.562500000,0.920206806,7.000000000,1.733343313,0.166666667,0.785714286,0.024543693,0.446974093
group_002,1,Commodity_Production/M,Commodity_Production,M,TIME/Commodity_Production/M,TIME/Commodity_Production/M/data-00000-of-00001.arrow,3,12,12,0,EvaporatedMilk_CaseGoods_ProductionforUnitedStates_m,target,456,456,False,False,-0.200890051,-0.952947511,4.587263833,6.000000000,0.408684269,0.020498800,0.907692308,23.000000000,0.062500000,11.000000000,0.550362835,5.000000000,0.029411765,0.486842105,-0.592105263,0.963780923,8.000000000,1.630972734,0.195652174,0.413043478,0.012271846,0.614808772
group_002,1,Commodity_Production/M,Commodity_Production,M,TIME/Commodity_Production/M,TIME/Commodity_Production/M/data-00000-of-00001.arrow,4,23,23,0,Shortening(LardCompoundsandOtherLardSubstitutes)ProductionforUnitedStates_m,target,162,162,False,False,-0.097323533,-0.354124946,3.182955270,4.000000000,0.131614880,0.138882829,0.962732919,12.000000000,0.120000000,11.000000000,0.152881698,3.000000000,0.035714286,0.817901235,-0.271604938,0.621050747,4.000000000,2.046734100,0.150000000,0.700000000,0.368155389,0.851692133
group_002,1,Commodity_Production/M,Commodity_Production,M,TIME/Commodity_Production/M,TIME/Commodity_Production/M/data-00000-of-00001.arrow,5,19,19,0,LubricantsProductionforUnitedStates_m,target,479,479,False,False,-0.481012752,-0.277608939,74.454830623,16.000000000,0.913293415,0.002770211,0.832635983,164.000000000,0.166666667,107.000000000,0.632672887,5.000000000,0.005586592,0.755741127,-0.734864301,0.970368418,5.000000000,1.462657001,0.847826087,0.869565217,0.012271846,0.213897081
group_002,2,ECDC_COVID/W,ECDC_COVID,W,TIME/ECDC_COVID/W,TIME/ECDC_COVID/W/data-00000-of-00001.arrow,1,11,11,0,Netherlands,target,196,196,False,False,-0.661971980,-0.910276216,5.220096189,23.000000000,0.474054844,0.138973693,0.774358974,34.000000000,0.018518519,52.000000000,0.275000240,14.000000000,0.250000000,-0.627551020,0.244897959,0.905196648,17.000000000,1.542258065,0.571428571,0.214285714,0.147262156,0.570100508
group_002,2,ECDC_COVID/W,ECDC_COVID,W,TIME/ECDC_COVID/W,TIME/ECDC_COVID/W/data-00000-of-00001.arrow,2,14,14,0,Slovenia,target,160,160,False,False,-0.518643008,-0.692117491,10.238607587,28.000000000,0.678943444,0.007716490,0.578616352,32.000000000,0.032921811,51.000000000,0.879205208,14.000000000,0.250000000,-0.443750000,0.362500000,0.973065544,14.000000000,1.412904519,0.850000000,0.525000000,0.122718463,0.346065256
group_002,2,ECDC_COVID/W,ECDC_COVID,W,TIME/ECDC_COVID/W,TIME/ECDC_COVID/W/data-00000-of-00001.arrow,3,8,8,0,Liechtenstein,target,163,163,False,False,-0.240395914,-0.478483257,5.915494182,21.000000000,0.335895484,0.057215525,0.740740741,21.000000000,0.018518519,52.000000000,0.361532410,12.000000000,0.153846154,-0.460122699,0.055214724,0.894168956,7.000000000,1.800351995,0.850000000,0.525000000,0.147262156,0.587242581
group_002,2,ECDC_COVID/W,ECDC_COVID,W,TIME/ECDC_COVID/W,TIME/ECDC_COVID/W/data-00000-of-00001.arrow,4,2,2,0,Bulgaria,target,188,188,False,False,-0.409583920,-0.609344560,11.755893481,31.000000000,0.631275138,0.000961140,0.438502674,34.000000000,0.074074074,45.000000000,1.072031132,29.000000000,0.094339623,-0.436170213,0.398936170,0.984700227,19.000000000,1.321182416,0.214285714,0.666666667,0.049087385,0.331047699
group_002,2,ECDC_COVID/W,ECDC_COVID,W,TIME/ECDC_COVID/W,TIME/ECDC_COVID/W/data-00000-of-00001.arrow,5,13,13,0,Slovakia,target,160,160,False,False,-0.573302871,-0.751398580,9.679774612,26.000000000,0.658446187,0.000274148,0.622641509,30.000000000,0.008230453,50.000000000,1.283067590,15.000000000,0.375000000,-0.281250000,-0.068750000,0.982954500,22.000000000,1.366680596,0.825000000,0.625000000,0.122718463,0.327423070
group_002,3,Uncertainty_1M/M,Uncertainty_1M,M,TIME/Uncertainty_1M/M,TIME/Uncertainty_1M/M/data-00000-of-00001.arrow,1,1,0,1,item0,LMN_FinUnc_1M,780,780,False,True,-0.174299217,-0.459465311,15.009764052,68.000000000,0.680443495,0.001494417,0.786906290,81.000000000,0.003170828,140.000000000,0.766909325,25.000000000,0.192307692,0.243589744,0.055128205,0.981216171,20.000000000,1.383467382,0.553191489,0.574468085,0.055223308,0.317221499
group_002,3,Uncertainty_1M/M,Uncertainty_1M,M,TIME/Uncertainty_1M/M,TIME/Uncertainty_1M/M/data-00000-of-00001.arrow,2,1,0,1,item0,LMN_FinUnc_1M,780,780,False,True,-0.174299217,-0.459465311,15.009764052,68.000000000,0.680443495,0.001494417,0.786906290,81.000000000,0.003170828,140.000000000,0.766909325,25.000000000,0.192307692,0.243589744,0.055128205,0.981216171,20.000000000,1.383467382,0.553191489,0.574468085,0.055223308,0.317221499
group_002,3,Uncertainty_1M/M,Uncertainty_1M,M,TIME/Uncertainty_1M/M,TIME/Uncertainty_1M/M/data-00000-of-00001.arrow,3,0,0,0,item0,JLN_MacroUnc_1M,780,780,False,True,-0.515281560,-0.178265241,16.749467763,50.000000000,0.483613517,0.010402523,0.704749679,57.000000000,0.008314437,137.000000000,0.491592708,36.000000000,0.108108108,0.494871795,0.048717949,0.986628016,15.000000000,1.445491274,0.425531915,0.404255319,0.055223308,0.297827843
group_002,3,Uncertainty_1M/M,Uncertainty_1M,M,TIME/Uncertainty_1M/M,TIME/Uncertainty_1M/M/data-00000-of-00001.arrow,4,0,0,0,item0,JLN_MacroUnc_1M,780,780,False,True,-0.515281560,-0.178265241,16.749467763,50.000000000,0.483613517,0.010402523,0.704749679,57.000000000,0.008314437,137.000000000,0.491592708,36.000000000,0.108108108,0.494871795,0.048717949,0.986628016,15.000000000,1.445491274,0.425531915,0.404255319,0.055223308,0.297827843
group_002,3,Uncertainty_1M/M,Uncertainty_1M,M,TIME/Uncertainty_1M/M,TIME/Uncertainty_1M/M/data-00000-of-00001.arrow,5,1,0,1,item0,LMN_FinUnc_1M,780,780,False,True,-0.174299217,-0.459465311,15.009764052,68.000000000,0.680443495,0.001494417,0.786906290,81.000000000,0.003170828,140.000000000,0.766909325,25.000000000,0.192307692,0.243589744,0.055128205,0.981216171,20.000000000,1.383467382,0.553191489,0.574468085,0.055223308,0.317221499
group_002,4,Water_Quality_Darwin/15T,Water_Quality_Darwin,15T,TIME/Water_Quality_Darwin/15T,TIME/Water_Quality_Darwin/15T/data-00000-of-00001.arrow,1,19,3,1,item_3,DOX2,15334,15334,False,False,0.387187113,0.010580443,605.928747176,43.000000000,0.707386363,0.000633927,0.447531468,1042.000000000,0.047619048,96.000000000,0.639126637,40.000000000,0.002046036,-0.770412156,0.104538933,0.994751033,30.000000000,1.313493192,0.180000000,0.240000000,0.001533981,0.153710860
group_002,4,Water_Quality_Darwin/15T,Water_Quality_Darwin,15T,TIME/Water_Quality_Darwin/15T,TIME/Water_Quality_Darwin/15T/data-00000-of-00001.arrow,2,20,3,2,item_3,PSAL,15334,15334,False,False,0.319282704,0.753044861,3092.213671233,27.000000000,0.518555115,-0.000934328,0.181895259,7760.000000000,0.166666667,48.000000000,0.565571359,26.000000000,0.002149767,0.644711100,-0.840126516,0.996965736,30.000000000,1.205675720,0.220000000,0.880000000,0.000383495,0.115664662
group_002,4,Water_Quality_Darwin/15T,Water_Quality_Darwin,15T,TIME/Water_Quality_Darwin/15T,TIME/Water_Quality_Darwin/15T/data-00000-of-00001.arrow,3,34,5,4,item_5,TURB,10823,10823,False,False,-0.498098300,-0.896263282,214.707732189,29.000000000,0.448393437,0.002722245,0.552855295,211.000000000,0.006410256,48.000000000,0.305105686,28.000000000,0.004901961,0.169823524,-0.175875450,0.976888073,25.000000000,1.370394895,0.160000000,0.880000000,0.004601942,0.277672606
group_002,4,Water_Quality_Darwin/15T,Water_Quality_Darwin,15T,TIME/Water_Quality_Darwin/15T,TIME/Water_Quality_Darwin/15T/data-00000-of-00001.arrow,4,31,5,1,item_5,DOX2,10823,10823,False,False,-0.060329789,0.191581996,1076.280930792,2463.000000000,0.997195205,0.000156260,0.087599335,5246.000000000,0.074074074,0.000000000,1.341233965,40.000000000,0.001185536,-0.454495057,0.279266377,0.999184582,29.000000000,1.199103943,0.120000000,0.120000000,0.000766990,0.049506875
group_002,4,Water_Quality_Darwin/15T,Water_Quality_Darwin,15T,TIME/Water_Quality_Darwin/15T,TIME/Water_Quality_Darwin/15T/data-00000-of-00001.arrow,5,28,4,4,item_4,TURB,18759,18759,False,False,-0.047406144,-0.583934686,170.303018948,26.000000000,0.252675733,-0.014707931,0.518925259,564.000000000,0.008330129,47.000000000,0.153072532,25.000000000,0.011019284,-0.096513673,0.046431046,0.972918080,16.000000000,1.350764670,0.740000000,0.720000000,0.004601942,0.296342481
group_002,5,Global_Price/Q,Global_Price,Q,TIME/Global_Price/Q,TIME/Global_Price/Q/data-00000-of-00001.arrow,1,44,0,44,item0,GlobalpriceofSoftSawnwood_AverageofSoftwoods_,142,142,False,False,0.218760462,0.503008915,9.685580160,17.000000000,0.482579286,-0.031083573,0.907801418,37.000000000,0.166666667,35.000000000,0.296993871,15.000000000,0.018867925,0.795774648,-0.883802817,0.822946471,5.000000000,1.831410914,0.794871795,0.435897436,0.122718463,0.549373732
group_002,5,Global_Price/Q,Global_Price,Q,TIME/Global_Price/Q,TIME/Global_Price/Q/data-00000-of-00001.arrow,2,32,0,32,item0,GlobalpriceofNaturalGas_USHenryHubGas,142,142,False,False,-0.614935786,-0.879961029,12.767941732,8.000000000,0.370572732,-0.062077902,0.858156028,28.000000000,0.040000000,10.000000000,0.292459237,7.000000000,0.083333333,-0.028169014,-0.612676056,0.832120438,9.000000000,1.702970114,0.820512821,0.717948718,0.073631078,0.633566182
group_002,5,Global_Price/Q,Global_Price,Q,TIME/Global_Price/Q,TIME/Global_Price/Q/data-00000-of-00001.arrow,3,2,0,2,item0,GlobalpriceofAgr.RawMaterialIndex,142,142,False,False,-0.027528900,0.256396578,13.593861170,26.000000000,0.535703507,0.017791335,0.787234043,25.000000000,0.062500000,43.000000000,0.481885039,25.000000000,0.058823529,0.232394366,-0.443661972,0.943407377,13.000000000,1.558891285,0.820512821,0.820512821,0.073631078,0.436945350
group_002,5,Global_Price/Q,Global_Price,Q,TIME/Global_Price/Q,TIME/Global_Price/Q/data-00000-of-00001.arrow,4,17,0,17,item0,GlobalpriceofEnergyindex,142,142,False,False,-0.813395317,-1.031339069,18.074567352,31.000000000,0.632319906,-0.041753848,0.695035461,26.000000000,0.074074074,43.000000000,0.466517917,9.000000000,0.042553191,0.345070423,-0.577464789,0.944349667,6.000000000,1.400939172,0.230769231,0.769230769,0.049087385,0.419238516
group_002,5,Global_Price/Q,Global_Price,Q,TIME/Global_Price/Q,TIME/Global_Price/Q/data-00000-of-00001.arrow,5,20,0,20,item0,GlobalpriceofFoodandbeverageindex,142,142,False,False,-0.865451409,-1.048511582,22.741896681,38.000000000,0.730558357,-0.002993546,0.695035461,64.000000000,0.166666667,44.000000000,0.971367668,29.000000000,0.037037037,0.774647887,-0.577464789,0.960140349,8.000000000,1.545518996,0.794871795,0.564102564,0.049087385,0.248658428
group_003,1,current_velocity/5T,current_velocity,5T,TIME/current_velocity/5T,TIME/current_velocity/5T/data-00000-of-00001.arrow,1,3,0,3,NSW_SYD100_Sentinel-or-Monitor-Workhorse-ADCP-102.5_220718To221017,TEMP,26486,26486,False,False,0.473607468,0.735095620,2793.933782322,1318.000000000,1.193227873,-0.000066587,0.051614121,4689.000000000,0.074074074,1792.000000000,1.293473651,40.000000000,0.000266134,0.411085102,-0.400003776,0.999539858,31.000000000,1.149395932,0.400000000,0.260000000,0.000383495,0.038195944
group_003,1,current_velocity/5T,current_velocity,5T,TIME/current_velocity/5T,TIME/current_velocity/5T/data-00000-of-00001.arrow,2,0,0,0,NSW_SYD100_Sentinel-or-Monitor-Workhorse-ADCP-102.5_220718To221017,UCUR,26486,26486,False,False,0.661651863,0.043176221,99.393113396,100.000000000,0.343732125,-0.008528022,0.870077402,192.000000000,0.002929688,563.000000000,0.191303090,40.000000000,0.001228501,-0.282526618,0.187344257,0.939126018,9.000000000,1.641443452,0.760000000,0.660000000,0.008436894,0.366785615
group_003,1,current_velocity/5T,current_velocity,5T,TIME/current_velocity/5T,TIME/current_velocity/5T/data-00000-of-00001.arrow,3,5,0,5,NSW_SYD100_Sentinel-or-Monitor-Workhorse-ADCP-102.5_220718To221017,ABSIC1,26486,26486,False,False,-0.391572157,-0.729176492,80.391928712,145.000000000,0.528878772,0.004346847,0.804304323,493.000000000,0.009114583,211.000000000,0.273862046,40.000000000,0.000637349,-0.078985124,-0.617231745,0.940109005,9.000000000,1.648828374,0.380000000,0.320000000,0.016873789,0.366916161
group_003,1,current_velocity/5T,current_velocity,5T,TIME/current_velocity/5T,TIME/current_velocity/5T/data-00000-of-00001.arrow,4,4,0,4,NSW_SYD100_Sentinel-or-Monitor-Workhorse-ADCP-102.5_220718To221017,PRES_REL,26486,26486,False,False,-1.031936237,-0.774737127,29.916336460,76.000000000,1.079192187,-0.000019149,0.487785539,105.000000000,0.002108414,148.000000000,0.949486161,40.000000000,0.950000000,-0.010024164,0.076285585,0.999338993,57.000000000,1.238673056,0.380000000,0.300000000,0.042184472,0.087069714
