dataset,data_path,split,sample_rank,sample_index,seq_len,pred_len,n_channels,pooling,scale,mode_5,mode_10,acf_timescale,acf_first_min,ami2,trev,high_fluctuation,stretch_high,transition_matrix,periodicity,embedding_dist,ami_timescale,whiten_timescale,outlier_timing_pos,outlier_timing_neg,centroid_freq,stretch_decreasing,entropy_pairs,rs_range,dfa,low_freq_power,forecast_error
ETT-small,dataset/ETT-small/ETTh1.csv,val,11,2144,96,96,7,median,train_split_standard,0.190807131,0.297827417,3.597663740,11.000000000,0.312121419,0.079913153,0.915789474,12.000000000,0.011851852,23.000000000,0.179662581,5.000000000,0.142857143,0.395833333,0.125000000,0.784777230,7.000000000,1.805446096,0.600000000,0.600000000,0.245436926,0.735563397
ETT-small,dataset/ETT-small/ETTh1.csv,val,12,2646,96,96,7,median,train_split_standard,-0.025893005,-0.099541620,3.377340960,11.000000000,0.398582658,-0.017755393,0.884210526,13.000000000,0.025185185,23.000000000,0.224477786,5.000000000,0.142857143,0.416666667,0.020833333,0.792150974,7.000000000,1.798567952,0.657142857,0.600000000,0.294524311,0.758060418
ETT-small,dataset/ETT-small/ETTh1.csv,val,13,2497,96,96,7,median,train_split_standard,0.642428509,0.426502172,4.120250743,9.000000000,0.303577463,0.015300355,0.873684211,20.000000000,0.047407407,23.000000000,0.307607742,6.000000000,0.096774194,0.666666667,-0.416666667,0.896632083,7.000000000,1.818583873,0.285714286,0.800000000,0.245436926,0.666867805
ETT-small,dataset/ETT-small/ETTh1.csv,val,14,691,96,96,7,median,train_split_standard,0.845005849,0.701022954,4.317069532,12.000000000,0.492792801,-0.010584448,0.863157895,15.000000000,0.022222222,23.000000000,0.402472569,5.000000000,0.200000000,0.041666667,-0.062500000,0.879484105,9.000000000,1.670600750,0.600000000,0.457142857,0.245436926,0.563008051
ETT-small,dataset/ETT-small/ETTh1.csv,val,15,918,96,96,7,median,train_split_standard,0.733581369,0.934149745,5.961364768,11.000000000,0.506802530,0.009784141,0.684210526,32.000000000,0.074074074,18.000000000,0.269583601,7.000000000,0.037037037,-0.427083333,0.614583333,0.827693230,6.000000000,1.575831511,0.828571429,0.742857143,0.147262156,0.606068717
ETT-small,dataset/ETT-small/ETTh1.csv,val,16,2473,96,96,7,median,train_split_standard,0.560728238,0.211240399,3.346838797,9.000000000,0.319181355,0.022486711,0.863157895,17.000000000,0.047407407,23.000000000,0.155674269,5.000000000,0.100000000,0.208333333,0.000000000,0.808586643,7.000000000,1.817392173,0.714285714,0.800000000,0.245436926,0.765149261
ETT-small,dataset/ETT-small/ETTh1.csv,val,17,1233,96,96,7,median,train_split_standard,0.299402448,0.385568349,3.236497444,12.000000000,0.246625294,-0.064553373,0.905263158,14.000000000,0.012003693,23.000000000,0.178064188,5.000000000,0.200000000,-0.031250000,0.072916667,0.743061103,6.000000000,1.941350450,0.542857143,0.200000000,0.294524311,0.770016705
ETT-small,dataset/ETT-small/ETTh1.csv,val,18,286,96,96,7,median,train_split_standard,0.420798079,0.299663595,3.781908236,8.000000000,0.387550905,0.061595458,0.915789474,16.000000000,0.066666667,23.000000000,0.302304354,6.000000000,0.062500000,0.041666667,-0.177083333,0.892128160,8.000000000,1.823029516,0.800000000,0.600000000,0.294524311,0.679217015
ETT-small,dataset/ETT-small/ETTh1.csv,val,19,2405,96,96,7,median,train_split_standard,0.081181788,0.168793256,3.527296764,11.000000000,0.286671287,-0.063220417,0.894736842,18.000000000,0.013333333,23.000000000,0.156435097,4.000000000,0.166666667,-0.114583333,0.322916667,0.828951926,7.000000000,1.816717359,0.800000000,0.685714286,0.294524311,0.708903923
ETT-small,dataset/ETT-small/ETTh1.csv,val,20,1893,96,96,7,median,train_split_standard,0.645789183,-0.101918743,2.580275060,7.000000000,0.234966981,-0.018802513,0.915789474,12.000000000,0.013232514,17.000000000,0.217508774,4.000000000,0.250000000,-0.187500000,0.364583333,0.755330825,7.000000000,1.871967973,0.314285714,0.657142857,0.490873852,0.873239154
ETT-small,dataset/ETT-small/ETTh1.csv,val,21,820,96,96,7,median,train_split_standard,-0.198267760,-0.162458163,3.989562158,11.000000000,0.293258120,0.002023464,0.873684211,15.000000000,0.022222222,11.000000000,0.297873479,5.000000000,0.666666667,-0.020833333,0.125000000,0.890933665,7.000000000,1.598684014,0.400000000,0.257142857,0.245436926,0.605551727
ETT-small,dataset/ETT-small/ETTh1.csv,val,22,402,96,96,7,median,train_split_standard,0.270534667,0.206315592,3.663102207,12.000000000,0.256031194,0.124991899,0.905263158,12.000000000,0.017777778,23.000000000,0.235295907,5.000000000,0.142857143,0.427083333,-0.218750000,0.831209728,7.000000000,1.811456932,0.828571429,0.600000000,0.245436926,0.708386985
ETT-small,dataset/ETT-small/ETTh1.csv,val,23,172,96,96,7,median,train_split_standard,0.049819308,0.253658074,3.537785624,10.000000000,0.289195269,0.026873433,0.936842105,17.000000000,0.011834320,23.000000000,0.243666615,5.000000000,0.142857143,-0.270833333,0.322916667,0.747590591,5.000000000,1.952868099,0.628571429,0.685714286,0.294524311,0.764071553
ETT-small,dataset/ETT-small/ETTh1.csv,val,24,1600,96,96,7,median,train_split_standard,-0.831426453,-0.856423334,14.612017565,12.000000000,0.462111514,-0.009216114,0.747368421,23.000000000,0.111111111,22.000000000,0.533597324,5.000000000,0.037037037,-0.500000000,0.531250000,0.936317225,8.000000000,1.607899248,0.657142857,0.600000000,0.049087385,0.573228954
ETT-small,dataset/ETT-small/ETTh1.csv,val,25,1397,96,96,7,median,train_split_standard,0.308234397,0.068995654,7.196319156,12.000000000,0.495533419,-0.038016136,0.915789474,21.000000000,0.040000000,23.000000000,0.361370840,6.000000000,0.125000000,0.187500000,-0.562500000,0.883999036,8.000000000,1.711204328,0.714285714,0.600000000,0.147262156,0.551136542
ETT-small,dataset/ETT-small/ETTh1.csv,val,26,2558,96,96,7,median,train_split_standard,0.314785753,0.181544295,3.374937607,8.000000000,0.325680484,-0.022494149,0.905263158,18.000000000,0.020740741,23.000000000,0.331357200,4.000000000,0.666666667,0.229166667,-0.406250000,0.888217175,7.000000000,1.854735047,0.628571429,0.571428571,0.294524311,0.754187416
ETT-small,dataset/ETT-small/ETTh1.csv,val,27,1139,96,96,7,median,train_split_standard,0.087006594,0.018650163,3.917095636,12.000000000,0.299460663,0.048885720,0.894736842,16.000000000,0.017777778,23.000000000,0.262678110,5.000000000,0.142857143,0.312500000,-0.229166667,0.824982065,7.000000000,1.834358963,0.514285714,0.600000000,0.245436926,0.717283834
ETT-small,dataset/ETT-small/ETTh1.csv,val,28,2268,96,96,7,median,train_split_standard,0.697115864,0.962801690,3.575862500,11.000000000,0.358691519,-0.045387660,0.915789474,16.000000000,0.038518519,23.000000000,0.220447226,4.000000000,0.166666667,0.000000000,0.083333333,0.801572411,7.000000000,1.675421807,0.600000000,0.714285714,0.294524311,0.742478898
ETT-small,dataset/ETT-small/ETTh1.csv,val,29,1199,96,96,7,median,train_split_standard,0.112102495,0.173194514,4.185127788,11.000000000,0.400502926,0.029501485,0.926315789,17.000000000,0.030000000,23.000000000,0.237498067,7.000000000,0.111111111,-0.614583333,0.406250000,0.859341112,6.000000000,1.768770020,0.600000000,0.600000000,0.245436926,0.669142447
ETT-small,dataset/ETT-small/ETTh1.csv,val,30,1800,96,96,7,median,train_split_standard,-0.117072285,-0.008931731,2.874704366,9.000000000,0.197320038,0.004687899,0.926315789,11.000000000,0.003693444,23.000000000,0.199199459,4.000000000,0.200000000,0.000000000,0.052083333,0.741199894,6.000000000,1.924742688,0.400000000,0.400000000,0.343611696,0.863761120
ETT-small,dataset/ETT-small/ETTh1.csv,val,31,1609,96,96,7,median,train_split_standard,-0.661912822,-0.731004734,14.493443448,11.000000000,0.464094437,-0.022167934,0.663157895,25.000000000,0.074074074,15.000000000,0.497268692,5.000000000,0.037037037,-0.666666667,0.421875000,0.935516353,8.000000000,1.556430820,0.485714286,0.657142857,0.049087385,0.531705213
ETT-small,dataset/ETT-small/ETTh1.csv,val,32,1703,96,96,7,median,train_split_standard,-0.090431556,0.037708029,3.414707380,11.000000000,0.254867158,0.133085934,0.894736842,14.000000000,0.029629630,23.000000000,0.140596062,5.000000000,0.166666667,-0.354166667,0.083333333,0.761818917,7.000000000,1.870658504,0.514285714,0.200000000,0.294524311,0.792594210
ETT-small,dataset/ETT-small/ETTh1.csv,val,33,318,96,96,7,median,train_split_standard,0.014094745,-0.000588861,3.708288952,8.000000000,0.337857824,-0.026982604,0.947368421,13.000000000,0.025185185,11.000000000,0.223248186,5.000000000,0.166666667,0.114583333,-0.072916667,0.848713200,6.000000000,1.941737356,0.771428571,0.228571429,0.294524311,0.735593254
ETT-small,dataset/ETT-small/ETTh1.csv,val,34,555,96,96,7,median,train_split_standard,-0.353745228,-0.187746140,2.746252433,7.000000000,0.276108110,-0.004288000,0.957894737,15.000000000,0.013333333,22.000000000,0.131894036,4.000000000,0.250000000,0.229166667,-0.166666667,0.721571871,7.000000000,1.840906749,0.571428571,0.428571429,0.294524311,0.848394843
ETT-small,dataset/ETT-small/ETTh1.csv,val,35,2284,96,96,7,median,train_split_standard,0.587023909,0.586196895,4.437475188,13.000000000,0.403785938,-0.024728131,0.852631579,19.000000000,0.046831956,23.000000000,0.253276268,7.000000000,0.125000000,-0.072916667,0.406250000,0.861820004,7.000000000,1.668529969,0.228571429,0.800000000,0.245436926,0.644458702
ETT-small,dataset/ETT-small/ETTh1.csv,val,36,2756,96,96,7,median,train_split_standard,-0.476213071,-0.453151490,3.507946321,11.000000000,0.315905369,0.038840356,0.936842105,13.000000000,0.022222222,23.000000000,0.265536361,5.000000000,0.142857143,-0.052083333,0.177083333,0.775562382,6.000000000,1.778606915,0.657142857,0.285714286,0.294524311,0.746954557
ETT-small,dataset/ETT-small/ETTh1.csv,val,37,2420,96,96,7,median,train_split_standard,0.181339933,-0.369718495,3.379099292,9.000000000,0.277298602,-0.038594685,0.884210526,19.000000000,0.023668639,23.000000000,0.179310022,4.000000000,0.166666667,-0.343750000,0.375000000,0.851441854,7.000000000,1.817522222,0.714285714,0.600000000,0.294524311,0.762673965
ETT-small,dataset/ETT-small/ETTh1.csv,val,38,1504,96,96,7,median,train_split_standard,0.462522302,0.496199246,4.469427434,9.000000000,0.487338607,0.028897929,0.894736842,19.000000000,0.040000000,23.000000000,0.313927592,7.000000000,0.066666667,-0.395833333,0.375000000,0.880988110,8.000000000,1.701756008,0.828571429,0.485714286,0.245436926,0.606501027
ETT-small,dataset/ETT-small/ETTh1.csv,val,39,1283,96,96,7,median,train_split_standard,0.029188239,-0.006983147,3.854797045,9.000000000,0.401534571,-0.025271292,0.905263158,19.000000000,0.074074074,23.000000000,0.220547805,7.000000000,0.055555556,0.489583333,-0.645833333,0.843812083,6.000000000,1.769687522,0.457142857,0.657142857,0.245436926,0.719565947
ETT-small,dataset/ETT-small/ETTh1.csv,val,40,1371,96,96,7,median,train_split_standard,0.268628934,0.067396306,6.876664483,10.000000000,0.523970651,-0.018113027,0.884210526,35.000000000,0.040000000,23.000000000,0.259061607,6.000000000,0.066666667,0.416666667,-0.270833333,0.895915187,6.000000000,1.702961192,0.742857143,0.600000000,0.147262156,0.561638998
ETT-small,dataset/ETT-small/ETTh1.csv,val,41,1591,96,96,7,median,train_split_standard,-0.051462657,-0.221706047,7.829354276,12.000000000,0.512463308,-0.009737900,0.821052632,18.000000000,0.111111111,9.000000000,0.582866551,5.000000000,0.037037037,-0.322916667,0.645833333,0.952468297,8.000000000,1.554838724,0.628571429,0.657142857,0.098174770,0.546857176
ETT-small,dataset/ETT-small/ETTh1.csv,val,42,497,96,96,7,median,train_split_standard,-0.233699523,0.006033421,3.560564428,7.000000000,0.323112652,0.000326685,0.936842105,16.000000000,0.020576132,23.000000000,0.163908974,4.000000000,0.250000000,0.427083333,0.041666667,0.781003978,7.000000000,1.852055326,0.514285714,0.542857143,0.343611696,0.745165338
ETT-small,dataset/ETT-small/ETTh1.csv,val,43,1160,96,96,7,median,train_split_standard,-0.218800509,0.105006313,4.172957407,12.000000000,0.408880831,0.031735437,0.905263158,17.000000000,0.022038567,23.000000000,0.302765883,5.000000000,0.142857143,0.031250000,0.604166667,0.868205471,7.000000000,1.773340603,0.628571429,0.600000000,0.245436926,0.631472218
ETT-small,dataset/ETT-small/ETTh1.csv,val,44,2532,96,96,7,median,train_split_standard,-0.314849212,-0.157286741,3.694939694,10.000000000,0.392770700,0.027658700,0.884210526,20.000000000,0.040000000,23.000000000,0.381142125,7.000000000,0.166666667,0.458333333,-0.395833333,0.860872715,7.000000000,1.787833437,0.657142857,0.342857143,0.245436926,0.671509032
ETT-small,dataset/ETT-small/ETTh1.csv,val,45,2627,96,96,7,median,train_split_standard,0.001464434,-0.175808710,3.412372094,11.000000000,0.330437767,0.011189033,0.884210526,15.000000000,0.023084026,23.000000000,0.226350010,5.000000000,0.142857143,-0.489583333,0.229166667,0.779696391,7.000000000,1.824653295,0.314285714,0.600000000,0.245436926,0.682045733
ETT-small,dataset/ETT-small/ETTh1.csv,val,46,1597,96,96,7,median,train_split_standard,-0.636183714,-0.802100999,14.183041602,12.000000000,0.497586879,-0.007229764,0.778947368,23.000000000,0.111111111,23.000000000,0.549443721,5.000000000,0.037037037,-0.437500000,0.572916667,0.906651768,8.000000000,1.596024314,0.800000000,0.600000000,0.049087385,0.560555583
ETT-small,dataset/ETT-small/ETTh1.csv,val,47,1906,96,96,7,median,train_split_standard,0.457588837,0.242218942,2.548587158,7.000000000,0.185552590,-0.017608079,0.926315789,11.000000000,0.005917160,21.000000000,0.194139912,4.000000000,0.285714286,-0.031250000,0.125000000,0.755346882,7.000000000,1.885830694,0.314285714,0.571428571,0.490873852,0.875628015
ETT-small,dataset/ETT-small/ETTh1.csv,val,48,105,96,96,7,median,train_split_standard,-0.200820923,-0.187762138,4.090521543,12.000000000,0.300149992,-0.016995923,0.926315789,17.000000000,0.034013605,23.000000000,0.295523842,5.000000000,0.090909091,-0.145833333,0.250000000,0.834278546,6.000000000,1.814841919,0.571428571,0.600000000,0.245436926,0.692952328
ETT-small,dataset/ETT-small/ETTh1.csv,val,49,1859,96,96,7,median,train_split_standard,0.584648263,0.243544989,2.397083772,9.000000000,0.204576218,-0.005732485,0.894736842,16.000000000,0.013850416,11.000000000,0.182900823,3.000000000,0.250000000,-0.010416667,-0.125000000,0.780598056,6.000000000,1.934434118,0.514285714,0.371428571,0.490873852,0.906281575
ETT-small,dataset/ETT-small/ETTh1.csv,val,50,1684,96,96,7,median,train_split_standard,0.112705898,-0.080919244,3.910221169,11.000000000,0.348912886,0.114248199,0.736842105,20.000000000,0.023333333,23.000000000,0.154953755,6.000000000,0.142857143,-0.041666667,0.177083333,0.789295799,7.000000000,1.720518381,0.228571429,0.742857143,0.294524311,0.721285850
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,1,635,96,96,8,median,train_split_standard,-0.333456483,-0.205348449,7.022770698,14.500000000,0.461280844,-0.010070526,0.873684211,22.500000000,0.042916667,20.000000000,0.449976555,12.000000000,0.101010101,0.114583333,0.442708333,0.853272906,6.500000000,1.776777195,0.371428571,0.657142857,0.147262156,0.523351884
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,2,242,96,96,8,median,train_split_standard,0.103367886,0.243146781,10.946243206,23.000000000,0.662939907,-0.012210600,0.752631579,27.000000000,0.068287037,21.000000000,0.593208603,16.000000000,0.066964286,0.510416667,-0.364583333,0.910211087,5.000000000,1.621214160,0.814285714,0.657142857,0.073631078,0.445426330
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,3,468,96,96,8,median,train_split_standard,0.494441168,0.667215308,12.270382251,37.500000000,0.730324079,-0.017044159,0.768421053,46.000000000,0.123333333,0.000000000,0.570102385,16.000000000,0.041940789,0.046875000,0.807291667,0.946020767,5.000000000,1.617439008,0.785714286,0.700000000,0.098174770,0.333379233
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,4,524,96,96,8,median,train_split_standard,-0.575301691,-0.429290079,10.266360941,20.000000000,0.603216854,-0.021287772,0.831578947,24.000000000,0.074074074,0.000000000,0.415567532,16.000000000,0.052777778,-0.718750000,0.395833333,0.906919041,6.000000000,1.693473281,0.771428571,0.657142857,0.122718463,0.424201788
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,5,395,96,96,8,median,train_split_standard,0.223940468,0.068504999,10.631909679,20.500000000,0.559385519,0.005020341,0.784210526,26.500000000,0.051250000,0.000000000,0.561245355,17.000000000,0.054093567,0.505208333,-0.572916667,0.864840401,4.500000000,1.673158327,0.814285714,0.471428571,0.098174770,0.443694219
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,6,320,96,96,8,median,train_split_standard,-0.376219359,-0.452433902,15.020131799,40.500000000,0.742457167,0.001413319,0.689473684,29.500000000,0.120370370,23.000000000,0.943624663,13.000000000,0.090909091,0.859375000,-0.557291667,0.918072749,4.500000000,1.468341824,0.742857143,0.728571429,0.049087385,0.271652540
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,7,245,96,96,8,median,train_split_standard,0.442663854,0.405797402,11.152984086,22.000000000,0.661924665,-0.013529390,0.763157895,30.000000000,0.092592593,20.500000000,0.575419467,14.500000000,0.063894523,0.562500000,-0.411458333,0.905746891,5.000000000,1.675249261,0.800000000,0.657142857,0.073631078,0.443528518
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,8,607,96,96,8,median,train_split_standard,0.475243522,0.454245889,12.526098388,22.000000000,0.628626150,0.004756355,0.836842105,37.000000000,0.068287037,23.000000000,0.700174372,17.500000000,0.045454545,0.072916667,-0.708333333,0.907222049,5.500000000,1.701752853,0.657142857,0.685714286,0.073631078,0.361674144
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,9,164,96,96,8,median,train_split_standard,0.475153740,0.243835247,16.956398807,49.500000000,0.878651427,0.002104400,0.726315789,39.000000000,0.166666667,25.500000000,0.904501453,17.000000000,0.030303030,0.598958333,-0.739583333,0.945817670,5.000000000,1.454187695,0.800000000,0.600000000,0.049087385,0.270764958
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,10,241,96,96,8,median,train_split_standard,0.024348574,0.245321137,10.960960885,23.000000000,0.649897139,-0.012383187,0.747368421,26.000000000,0.068287037,21.000000000,0.632231027,16.000000000,0.066964286,0.375000000,-0.348958333,0.906113241,5.000000000,1.629799415,0.828571429,0.600000000,0.073631078,0.444528551
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,11,202,96,96,8,median,train_split_standard,-0.190267592,0.018686355,7.210896312,19.000000000,0.497585300,0.009208918,0.778947368,20.000000000,0.039283747,27.000000000,0.442058968,14.500000000,0.081168831,0.052083333,0.244791667,0.842745691,5.000000000,1.705034954,0.700000000,0.742857143,0.098174770,0.512833698
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,12,622,96,96,8,median,train_split_standard,0.260419464,0.108773096,6.715975446,14.500000000,0.481429590,0.020004867,0.868421053,26.000000000,0.055266204,16.500000000,0.552039691,11.500000000,0.075498575,0.229166667,-0.880208333,0.881458603,5.500000000,1.799236774,0.771428571,0.371428571,0.147262156,0.447236347
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,13,116,96,96,8,median,train_split_standard,-0.044399336,-0.174147061,13.218977246,28.000000000,0.787733693,0.005674605,0.757894737,30.500000000,0.100000000,21.500000000,0.858407067,14.500000000,0.100961538,0.781250000,-0.703125000,0.914585468,5.000000000,1.572921296,0.800000000,0.600000000,0.073631078,0.300957084
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,14,473,96,96,8,median,train_split_standard,0.584403668,0.572829638,13.719514843,36.500000000,0.742507076,-0.015374746,0.778947368,48.000000000,0.114583333,0.000000000,0.565621688,17.500000000,0.040625000,-0.057291667,0.718750000,0.944858285,5.000000000,1.670675177,0.771428571,0.828571429,0.049087385,0.330315326
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,15,521,96,96,8,median,train_split_standard,-0.615074743,-0.622912386,10.147492085,20.000000000,0.635764757,-0.019274945,0.847368421,25.000000000,0.074074074,0.000000000,0.431766677,17.000000000,0.040000000,-0.677083333,0.442708333,0.917978645,6.000000000,1.670400058,0.785714286,0.700000000,0.098174770,0.414951299
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,16,149,96,96,8,median,train_split_standard,-0.466059134,-0.062801334,20.031124716,53.000000000,0.862019319,0.002507090,0.715789474,42.000000000,0.166666667,24.000000000,0.974862185,20.500000000,0.030776515,0.671875000,-0.598958333,0.947858450,5.000000000,1.462589936,0.814285714,0.628571429,0.049087385,0.249837830
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,17,281,96,96,8,median,train_split_standard,0.372313560,0.405606601,11.415523506,22.000000000,0.616055255,-0.007212656,0.752631579,31.000000000,0.092592593,21.500000000,0.704610809,11.000000000,0.077027027,0.625000000,-0.572916667,0.917479921,5.000000000,1.599135998,0.771428571,0.600000000,0.073631078,0.370305748
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,18,305,96,96,8,median,train_split_standard,-0.216524682,0.021031608,10.376924135,21.000000000,0.649220517,0.002238476,0.757894737,24.000000000,0.074074074,23.000000000,0.679389323,11.000000000,0.054804805,0.843750000,-0.614583333,0.904731181,4.500000000,1.551806314,0.600000000,0.657142857,0.098174770,0.375296064
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,19,0,96,96,8,median,train_split_standard,0.554962899,0.599195963,14.876454542,34.000000000,0.667703669,-0.010561186,0.736842105,38.500000000,0.111111111,16.000000000,0.625173248,21.500000000,0.072258065,-0.229166667,0.708333333,0.935733029,5.000000000,1.561038569,0.828571429,0.742857143,0.073631078,0.415689997
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,20,438,96,96,8,median,train_split_standard,-0.438855278,-0.552626450,13.798838219,38.000000000,0.706415032,-0.010762983,0.757894737,34.000000000,0.077037037,23.000000000,0.585398218,16.500000000,0.050245098,0.479166667,-0.489583333,0.924948450,5.000000000,1.565525602,0.785714286,0.685714286,0.073631078,0.356438805
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,21,285,96,96,8,median,train_split_standard,0.372964209,0.597845825,10.447916743,13.000000000,0.608919167,-0.005137782,0.763157895,28.500000000,0.074074074,14.000000000,0.651610822,8.500000000,0.084126984,0.619791667,-0.567708333,0.904131496,5.000000000,1.651663269,0.500000000,0.600000000,0.073631078,0.380886287
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,22,313,96,96,8,median,train_split_standard,-0.203481242,-0.140914822,12.849454493,35.000000000,0.747103335,0.003314367,0.710526316,27.000000000,0.123333333,14.000000000,0.813835676,11.500000000,0.054112554,0.828125000,-0.598958333,0.904814321,4.500000000,1.544066729,0.771428571,0.828571429,0.073631078,0.321499194
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,23,221,96,96,8,median,train_split_standard,-0.043835658,-0.113956771,7.948627843,26.500000000,0.552058357,-0.005470661,0.763157895,24.500000000,0.062500000,20.000000000,0.479401636,14.500000000,0.052777778,0.572916667,-0.015625000,0.895696260,5.000000000,1.637578766,0.771428571,0.785714286,0.098174770,0.495425713
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,24,540,96,96,8,median,train_split_standard,0.026541333,0.000655362,5.569983362,13.500000000,0.489589959,-0.025491940,0.863157895,18.500000000,0.052188552,4.500000000,0.372462981,7.500000000,0.090909091,-0.526041667,0.057291667,0.850220475,5.000000000,1.689558140,0.614285714,0.671428571,0.196349541,0.545025872
exchange_rate,dataset/exchange_rate/exchange_rate.csv,val,25,130,96,96,8,median,train_split_standard,-0.556633278,-0.547940027,15.687548116,46.500000000,0.896825331,0.002424751,0.726315789,32.000000000,0.138888889,10.000000000,1.036648524,21.000000000,0.043518519,0.776041667,-0.335937500,0.943193418,5.000000000,1.473533523,0.771428571,0.600000000,0.049087385,0.248940497
