centroid_id,dataset,family,source_format,source_path,sample_count,mode_5,mode_10,acf_timescale,acf_first_min,ami2,trev,high_fluctuation,stretch_high,transition_matrix,periodicity,embedding_dist,ami_timescale,whiten_timescale,outlier_timing_pos,outlier_timing_neg,centroid_freq,stretch_decreasing,entropy_pairs,rs_range,dfa,low_freq_power,forecast_error
D11,TIME__epf_electricity_price__H,TIME,arrow,dataset/Time_Dataset/epf_electricity_price/H/data-00000-of-00001.arrow,5,-0.008669070,-0.489591688,-0.678646119,-0.744928205,-0.641927920,0.762423800,0.725853491,-0.709793788,-0.658624384,0.649609975,-0.625681136,-0.734552429,0.081173810,1.515850673,-0.519543566,0.481469174,0.464529901,0.157153812,0.400439034,-1.776514565,-0.183457332,0.404859846
D12,Monash__anonymous_public_load_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_load_power_data_per_unit/*.rds,5,-0.922959628,-0.754963141,-0.343241456,-0.598841332,-0.431757817,-0.044961277,0.009017292,-0.813502761,0.514685008,0.588838592,-0.772097459,-0.461507727,-1.238197186,0.278926094,-0.365272377,0.039442516,-0.712794576,0.393775593,1.006985141,-0.423277475,-0.398295785,0.351519488
D13,Monash__sunspot_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/sunspot_dataset_without_missing_values/sunspot_dataset_without_missing_values.tsf,5,-0.711745006,-0.900944157,-0.738374499,-0.540406583,-1.074268126,-0.312886857,-0.177983456,-0.668310198,-0.850494785,1.743494880,-0.827533494,-0.552522628,-1.188485457,0.035289435,1.010826628,-0.077394446,-1.105236068,0.431500469,1.492222027,-0.310507717,-0.210312139,0.560525355
D14,TIME__current_velocity__20T,TIME,arrow,dataset/Time_Dataset/current_velocity/20T/data-00000-of-00001.arrow,5,0.778441311,1.037458190,0.103354960,-0.048580776,0.138926727,-0.641370922,0.694686700,0.054195650,-0.076440616,-1.006410228,-0.029418457,-0.021602375,0.017589106,-0.696661726,0.155135767,0.302792883,-0.418463457,0.083474304,0.056729573,0.460085626,-0.349061973,-0.289513976
D15,TIME__SG_Carpark__15T,TIME,arrow,dataset/Time_Dataset/SG_Carpark/15T/data-00000-of-00001.arrow,5,1.182920383,-1.588528886,2.083496226,1.913852890,1.984868841,-0.155990471,-0.816902676,2.194057467,0.934073705,0.011510447,2.704120352,2.299277589,1.700295476,-0.045922785,0.603550690,0.993092518,0.856971394,-1.368354274,1.977458913,0.084186434,-0.827972691,-1.651288231
D16,TIME__azure2019_I__5T,TIME,arrow,dataset/Time_Dataset/azure2019_I/5T/data-00000-of-00001.arrow,5,-0.044430014,0.343568971,-0.799548495,-1.032232390,-1.575682289,-2.186095392,0.793381538,-0.889556008,-1.273338706,-0.869674615,-1.095415078,-1.209852465,-0.207171280,0.932788582,0.138680174,-1.346894781,-1.192445289,1.687680118,-1.277671863,0.366110828,1.445734268,1.220701338
D17,TIME__US_Term_Structure__B,TIME,arrow,dataset/Time_Dataset/US_Term_Structure/B/data-00000-of-00001.arrow,5,0.416903618,0.558971695,1.707992454,1.944896350,1.264994655,-0.158975203,0.438339841,1.325494815,1.845159494,0.730132058,0.890548778,1.649279507,-1.128060326,0.061995761,1.190089750,0.844508177,-0.057090249,-0.539827251,1.477058374,0.680456527,-0.841400094,-1.223888555
D18,TIME__current_velocity__H,TIME,arrow,dataset/Time_Dataset/current_velocity/H/data-00000-of-00001.arrow,5,0.678678980,0.883395200,-0.043613498,0.063419160,-0.361930308,-0.397884468,0.754423049,-0.156679263,-0.099693069,0.548324336,-0.295248278,-0.294647076,0.068217941,-1.246405983,0.665259165,0.230789600,-0.222242711,0.297508073,-1.227126354,-0.348097636,-0.098417111,0.290778981
D19,Monash__weather_dataset,Monash,tsf,dataset/Monash_Dataset/weather_dataset/weather_dataset.tsf,5,0.157190390,-0.025495418,-0.727178140,-1.080928014,-1.569269402,-1.961709333,0.897270843,-1.249080449,0.085445931,-0.626589081,-1.051383564,-1.189626931,-0.550541498,0.303914469,-0.087584237,-1.456614712,-1.039829153,1.422409116,-0.994617013,0.478880585,1.025008965,1.433483571
D20,TIME__azure2019_D__5T,TIME,arrow,dataset/Time_Dataset/azure2019_D/5T/data-00000-of-00001.arrow,5,-0.881816830,-0.730057402,-1.347111027,-1.183188826,-1.798654552,1.596858082,1.401133968,-1.684658138,-1.403275480,-0.920317435,-1.101875801,-1.179514165,1.182454840,-0.212511954,0.617949334,-2.475366433,-1.366863730,1.869813755,-0.772216774,-0.028583323,3.137587084,1.935328213
D21,TIME__SG_PM25__H,TIME,arrow,dataset/Time_Dataset/SG_PM25/H/data-00000-of-00001.arrow,5,-0.539646604,-0.445436338,-1.055944439,-0.990354153,-1.621249684,-0.392155278,0.675986625,-1.137074758,-0.863920064,-0.237652226,-1.009901574,-1.062206071,-0.961041564,-0.656888562,-0.449195903,-1.099957635,-0.817445641,1.320617901,-1.334282833,0.512711513,0.589961098,1.322142483
D22,Monash__anonymous_public_pv_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_pv_power_data_per_unit/*.rds,5,-0.359001387,0.045855800,0.597765611,-0.029102526,0.519777635,-0.181188961,-0.516388260,0.680821009,1.083650197,-0.930445999,0.276249553,-0.357070862,-0.894032904,-0.988795328,2.279791360,0.220298497,-0.491747362,-0.169599737,0.890504568,1.172492771,-0.544217004,-0.505701041
D23,illness,Benchmark,csv,dataset/illness/national_illness.csv,5,-0.000269443,-0.618155510,-0.180961041,0.246375578,0.256243245,0.100246074,-0.456258378,-0.155691558,-0.925439492,-0.123054759,-0.207323681,0.084581676,0.819676031,1.285600643,-1.551838207,0.631673233,2.239860462,-0.798850934,0.209810257,1.034674390,-0.597788634,-0.654005931
D24,exchange_rate,Benchmark,csv,dataset/exchange_rate/exchange_rate.csv,5,0.611150576,0.607517516,1.060104285,1.084809883,0.679037531,-0.120694550,0.242768226,0.902880748,1.312193421,0.410322652,0.089320161,0.884754343,-1.284382345,0.870838235,-1.057178659,0.594463926,-0.835432542,-0.264733043,0.347366249,0.302677839,-0.673557553,-0.762633539
D25,Monash__elecdemand_dataset,Monash,tsf,dataset/Monash_Dataset/elecdemand_dataset/elecdemand_dataset.tsf,5,1.884232898,2.016364701,-0.164994873,-0.058319901,0.640675457,-0.099847390,0.398602183,0.555455688,-1.067577361,0.406524441,0.787248088,-0.279477926,1.151389550,0.678740099,0.085199495,0.941239951,0.856971394,-0.614095182,-1.358544678,0.817189858,-0.559424625,-0.692737395
D26,Monash__australian_electricity_demand_dataset,Monash,tsf,dataset/Monash_Dataset/australian_electricity_demand_dataset/australian_electricity_demand_dataset.tsf,5,0.822642354,2.458528695,-0.017155196,0.058549598,0.862674776,-0.098455977,-0.146816664,0.804357224,-0.353155470,-0.292346471,0.722195040,-0.006433224,0.523066205,1.778228614,-1.408145614,0.888556581,1.380226717,-0.890752025,-0.691343960,-0.705201868,-0.559424625,-0.789603886
D27,TIME__CPHL__15T,TIME,arrow,dataset/Time_Dataset/CPHL/15T/data-00000-of-00001.arrow,5,-1.526139307,-1.013424371,0.765976383,0.438375469,0.164438455,-0.135918124,0.897270843,0.617681072,1.877226696,1.409252270,-0.657164843,0.387964678,-1.499914513,-1.026716517,1.411931719,0.476477089,-0.581980745,0.066806835,0.582402866,1.268268888,-0.801117884,-0.431502756
D28,Monash__pedestrian_counts_dataset,Monash,tsf,dataset/Monash_Dataset/pedestrian_counts_dataset/pedestrian_counts_dataset.tsf,5,-1.874353672,-1.465557359,-0.830517074,-0.920232454,-0.490617523,0.193653286,0.164851248,-1.145371476,-0.792372496,-0.079646628,-0.690380604,-1.128950331,0.672632277,-0.108393724,0.097541190,-0.166165762,0.791564478,0.275701775,-0.570034738,-2.283978474,0.165655153,0.729052658
D29,Monash__bitcoin_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/bitcoin_dataset_without_missing_values/bitcoin_dataset_without_missing_values.tsf,5,0.000000000,0.000000000,-1.527943363,-1.387710448,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.750859677,0.000000000,0.000000000,0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,-0.000000000
D30,TIME__Oil_Price__B,TIME,arrow,dataset/Time_Dataset/Oil_Price/B/data-00000-of-00001.arrow,5,1.088563776,0.929693078,0.985805409,0.881505651,0.752540088,-0.129063027,0.511581801,1.093013866,1.251339237,0.702784936,0.337220097,0.648368421,-1.298802650,0.533495168,-0.003763557,0.686174453,-0.363957694,-0.422456820,0.572293764,0.643336482,-0.760835674,-0.957191690
D31,Monash__oikolab_weather_dataset,Monash,tsf,dataset/Monash_Dataset/oikolab_weather_dataset/oikolab_weather_dataset.tsf,5,-0.728565615,-0.937432781,0.499931447,0.394549407,1.219318321,-0.124329209,-0.115649873,0.223586973,-0.294320276,0.710381359,0.710417175,0.418302978,1.560357669,2.552868249,0.362887635,0.898986765,0.660750647,-0.964375743,-2.268363839,1.211884009,-0.639989045,-0.992028267
D32,TIME__Coastal_T_S__5T,TIME,arrow,dataset/Time_Dataset/Coastal_T_S/5T/data-00000-of-00001.arrow,5,0.905834549,1.108904086,0.439698404,0.623418842,-0.002193064,-0.243802970,-1.092209332,0.458660646,0.382033750,-0.282217907,0.677071314,0.347513611,-0.179184988,-0.191688308,0.827758151,-0.444708127,-0.909015322,0.122445823,-1.823563360,0.666830181,0.559525650,0.097231995
D33,TIME__Coastal_T_S__15T,TIME,arrow,dataset/Time_Dataset/Coastal_T_S/15T/data-00000-of-00001.arrow,5,0.375065315,0.351399205,-1.325848711,-1.227014888,-1.757204123,-0.003087910,-1.242848824,-1.553293438,-1.267887261,-0.646846208,-0.955009404,-1.270529065,-0.554792583,-0.304135997,-0.186317797,-1.976720979,-0.909015322,1.626662185,-0.428507313,0.027801555,2.161862444,1.796854282
D34,electricity,Benchmark,csv,dataset/electricity/electricity.csv,5,1.048851008,0.441927252,-0.679990932,-0.580682870,-0.401870422,0.149198609,0.305053262,-0.881091288,-1.036777036,1.473904692,-0.532183669,-0.864695230,1.216247012,-0.243689039,0.055921611,0.416325387,0.080646323,0.175933505,-0.876708985,-2.522165064,-0.168314903,0.361139318
D35,TIME__Port_Activity__D,TIME,arrow,dataset/Time_Dataset/Port_Activity/D/data-00000-of-00001.arrow,5,-0.591599239,-0.889603244,-1.398214988,-1.285449637,-2.036400713,1.049492097,1.014146310,-1.798738008,-1.663695406,-0.976024536,-1.165338003,-1.189626931,2.205157883,0.859905820,-0.266538816,-2.632619831,-1.334160272,1.929895839,0.946330530,-0.113160641,3.629925205,2.051312789
D36,Monash__electricity_hourly_dataset,Monash,tsf,dataset/Monash_Dataset/electricity_hourly_dataset/electricity_hourly_dataset.tsf,5,1.599540550,0.244782374,-0.819415821,-0.642667394,-0.405139290,0.007246694,0.258351622,-0.626826609,-0.811125094,1.378866579,-0.640456104,-0.977258830,1.077092643,-1.301588645,-0.371443224,0.510572960,-0.254946168,0.346845894,-1.661817731,-2.227593595,-0.156602526,0.505770876
D37,TIME__NE_China_Wind__H,TIME,arrow,dataset/Time_Dataset/NE_China_Wind/H/data-00000-of-00001.arrow,5,-0.183047529,-0.226211069,0.870979178,0.657505779,0.911706001,-0.217560526,-0.010461953,0.835469916,1.233843539,1.204148851,0.757236446,0.971976956,-0.640508837,1.729813636,-1.590185616,0.797709770,0.873323122,-0.616275529,-0.539707433,0.380207048,-0.740694569,-0.947232480
D38,TIME__MetroPT-3__5T,TIME,arrow,dataset/Time_Dataset/MetroPT-3/5T/data-00000-of-00001.arrow,5,-0.153563086,0.139052153,-0.994775419,-1.163710576,-0.422735874,5.477290362,0.546644441,-1.103887887,-0.191876392,-1.168467251,-1.038928359,-1.255359915,0.976089103,-0.720608919,0.839071371,-2.443915492,0.715256410,0.998117656,-0.307198092,0.478880585,2.408031505,1.958571967
D39,ETT-small,Benchmark,csv,dataset/ETT-small/ETTh1.csv,5,0.483559495,0.419785248,-0.663788031,-0.582145689,-0.827710849,-0.031223274,0.981866419,-0.549785657,-0.969600475,1.166166736,-0.795929121,-0.595863056,-0.567259001,0.568969736,0.801017811,0.056016713,-0.703450731,0.699339131,-1.289225122,-0.068858237,-0.141256922,0.484124786
D40,Monash__solar_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/solar_4_seconds_dataset/solar_4_seconds_dataset.tsf,5,0.000000000,0.000000000,-1.527943363,-1.387710448,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.750859677,0.000000000,0.000000000,0.000000000,-0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,-0.000000000
D41,Monash__solar_10_minutes_dataset,Monash,tsf,dataset/Monash_Dataset/solar_10_minutes_dataset/solar_10_minutes_dataset.tsf,5,-2.218509330,-1.796399478,2.160925450,2.454374321,1.777353807,-0.162550322,-2.671326756,1.965897726,1.091265870,-0.869674615,3.995481706,2.511645690,1.363875750,0.528809847,-2.086938845,0.956217336,2.492144279,-2.315798630,1.674185859,0.196956192,-0.854827497,-1.769037995
D42,TIME__Australia_Solar__H,TIME,arrow,dataset/Time_Dataset/Australia_Solar/H/data-00000-of-00001.arrow,5,0.593400115,0.658180391,-0.548238783,-0.496580521,0.718475567,-1.042840902,-1.294793476,-0.834244556,-0.790944183,1.753623444,0.207223376,-0.754777962,2.003278794,-1.278682635,0.346432042,0.807338131,-0.538376135,-0.656265316,-1.762908749,-1.983259120,-0.353537774,-0.231889942
D43,TIME__Crypto__D,TIME,arrow,dataset/Time_Dataset/Crypto/D/data-00000-of-00001.arrow,5,-0.849075438,-0.484458761,1.244794060,1.198027210,1.169746595,-0.298122714,-0.049420442,1.032516965,1.327655102,0.983852585,0.394258366,1.510481784,-1.157350306,1.156642777,-3.228545643,0.768285142,-0.745498034,-0.663817184,0.779530351,-0.070871982,-0.740694569,-0.984513123
D44,Monash__wind_4_seconds_dataset,Monash,tsf,dataset/Monash_Dataset/wind_4_seconds_dataset/wind_4_seconds_dataset.tsf,5,0.825345101,-0.749993634,0.696023917,2.249852699,1.065371013,0.085351706,-4.412237167,0.722304599,2.691411663,0.801538434,-0.458244949,1.857625051,-1.174333078,1.597501518,-2.274294136,0.575169850,-1.669071840,-2.922079872,0.101994628,-0.688208228,-0.597926617,-0.742866039
D45,traffic,Benchmark,csv,dataset/traffic/traffic.csv,5,-0.916624457,-0.929138600,-0.790049858,-0.560252027,-0.503204057,-0.240423824,0.490385129,-0.929074501,-1.068672709,1.697881092,-0.645825848,-0.882724405,0.755678787,-0.181322384,0.546910613,0.292162259,1.045224940,-0.109108995,-1.341938543,-2.546868065,-0.191214695,0.424232160
D46,TIME__OpenElectricity_NEM__5T,TIME,arrow,dataset/Time_Dataset/OpenElectricity_NEM/5T/data-00000-of-00001.arrow,5,-0.444267691,-0.439016291,1.107620979,1.157122886,0.904802425,-0.112845724,-0.821577695,0.970291581,1.149756610,-0.936523137,0.921381490,1.006866001,-0.631555761,0.774320635,0.237002345,0.507725235,-0.353056541,-0.685135247,-0.102994235,0.952513567,-0.717867984,-0.964947787
D47,TIME__current_velocity__10T,TIME,arrow,dataset/Time_Dataset/current_velocity/10T/data-00000-of-00001.arrow,5,-0.195540341,-0.340381513,0.246339988,-0.075363369,-0.011316856,-0.367600989,0.167448481,0.171732486,-0.199758122,-0.662039054,0.396703400,-0.031715141,-0.244015822,-1.140205388,0.700227301,-0.094747731,0.671651800,0.170140799,0.501530052,0.619842782,0.089566535,-0.055002576
D48,weather,Benchmark,csv,dataset/weather/weather.csv,5,0.038040484,0.295278676,2.838858280,1.955591996,1.106293928,-0.086356430,-1.287372811,2.131832083,1.711197873,-0.859546051,1.715097508,1.558156256,-0.412555472,-1.125182615,0.752238731,0.271798720,1.448748247,-1.565462785,0.348449367,-0.186997983,-0.776820678,-1.303076567
D49,TIME__CPHL__30T,TIME,arrow,dataset/Time_Dataset/CPHL/30T/data-00000-of-00001.arrow,5,-1.091821711,-1.041107221,-0.507794413,-0.452754459,-1.201628193,0.350934163,1.193355360,-0.585343020,-0.924248492,0.923081201,-0.928779249,-0.188463026,-0.467721254,0.191466780,-0.686156450,-0.479650696,-0.974422238,1.092734006,1.128294363,1.493808403,0.326783993,0.680645403
D50,Monash__us_births_dataset,Monash,tsf,dataset/Monash_Dataset/us_births_dataset/us_births_dataset.tsf,5,2.087594334,2.437214947,-1.298589506,-1.139362764,-1.345196543,2.512598223,1.037521403,-1.767625316,-1.511100592,-0.839288923,-1.072945899,-1.401995032,2.315752514,-1.345318302,0.998484933,-2.851270479,-0.778201491,1.734043953,0.461093644,0.478880585,1.427831064,2.351082143
D51,TIME__Water_Quality_Darwin__15T,TIME,arrow,dataset/Time_Dataset/Water_Quality_Darwin/15T/data-00000-of-00001.arrow,5,-0.473069226,-0.191089881,0.596606206,0.813331777,0.933125375,-0.163951989,-0.076691384,0.666078593,-0.031812862,0.127988933,0.547756333,0.782362580,-0.221864352,0.113378108,0.359802211,0.793755625,0.584442579,-0.766452174,0.673384782,0.422495707,-0.702650260,-0.869515111
D52,TIME__current_velocity__15T,TIME,arrow,dataset/Time_Dataset/current_velocity/15T/data-00000-of-00001.arrow,5,1.036443023,0.885808937,0.530802065,0.309332064,0.455580720,-0.365943198,0.053170246,0.693734319,0.194092239,-0.185996549,0.510231096,0.509317878,-0.489328942,-1.449436533,0.323805600,0.292223146,-0.309451931,-0.056583890,0.309457118,0.243943591,-0.344586172,-0.571553043
D53,Monash__wind_farms_minutely_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/wind_farms_minutely_dataset_without_missing_values/wind_farms_minutely_dataset_without_missing_values.tsf,5,1.578066149,1.072494208,-0.377246949,-0.262841523,0.613721586,-0.071016214,-0.055609987,0.682650117,0.427860779,-1.750859677,0.774732346,0.883305075,-0.451775127,-1.850017025,1.102870595,0.320222307,0.473602388,-0.363717923,0.172306536,-0.823375583,-0.272108502,-0.568714088
