group_id,group_rank,dataset,family,source_format,source_path,split,sample_rank,window_index,series_index,window_start,seq_len,n_channels,pooling,scale,pc1,pc2,pc1_explained_ratio,pc2_explained_ratio
group_001,1,electricity,Benchmark,csv,dataset/electricity/electricity.csv,train,14,17582,0,17582,96,321,mean,train_split_standard,-1.158448109,-2.003509437,0.361377013,0.098885852
group_001,1,electricity,Benchmark,csv,dataset/electricity/electricity.csv,train,15,9735,0,9735,96,321,mean,train_split_standard,-1.209678425,-2.060040330,0.361377013,0.098885852
group_001,1,electricity,Benchmark,csv,dataset/electricity/electricity.csv,train,16,3862,0,3862,96,321,mean,train_split_standard,-1.315921961,-1.786252565,0.361377013,0.098885852
group_001,1,electricity,Benchmark,csv,dataset/electricity/electricity.csv,train,17,2053,0,2053,96,321,mean,train_split_standard,-1.557558822,-1.994718685,0.361377013,0.098885852
group_001,1,electricity,Benchmark,csv,dataset/electricity/electricity.csv,train,18,10919,0,10919,96,321,mean,train_split_standard,-1.375838168,-1.394526315,0.361377013,0.098885852
group_001,1,electricity,Benchmark,csv,dataset/electricity/electricity.csv,train,19,14638,0,14638,96,321,mean,train_split_standard,-1.189930643,-2.195048402,0.361377013,0.098885852
group_001,1,electricity,Benchmark,csv,dataset/electricity/electricity.csv,train,20,16072,0,16072,96,321,mean,train_split_standard,-1.246480144,-1.930689796,0.361377013,0.098885852
group_001,2,ETT-small,Benchmark,csv,dataset/ETT-small/ETTh1.csv,train,1,4074,0,4074,96,7,mean,train_split_standard,-1.250847270,-0.993438896,0.361377013,0.098885852
group_001,2,ETT-small,Benchmark,csv,dataset/ETT-small/ETTh1.csv,train,2,3131,0,3131,96,7,mean,train_split_standard,-1.068373845,-0.352077353,0.361377013,0.098885852
group_001,2,ETT-small,Benchmark,csv,dataset/ETT-small/ETTh1.csv,train,3,1500,0,1500,96,7,mean,train_split_standard,-1.375796721,-1.228191837,0.361377013,0.098885852
group_001,2,ETT-small,Benchmark,csv,dataset/ETT-small/ETTh1.csv,train,4,2321,0,2321,96,7,mean,train_split_standard,-1.794133078,-1.598341944,0.361377013,0.098885852
group_001,2,ETT-small,Benchmark,csv,dataset/ETT-small/ETTh1.csv,train,5,5922,0,5922,96,7,mean,train_split_standard,-1.644057775,-1.363138252,0.361377013,0.098885852
group_001,2,ETT-small,Benchmark,csv,dataset/ETT-small/ETTh1.csv,train,6,2796,0,2796,96,7,mean,train_split_standard,-0.387311167,-0.947302468,0.361377013,0.098885852
group_001,2,ETT-small,Benchmark,csv,dataset/ETT-small/ETTh1.csv,train,7,2667,0,2667,96,7,mean,train_split_standard,-1.734649890,-0.643012000,0.361377013,0.098885852
group_001,2,ETT-small,Benchmark,csv,dataset/ETT-small/ETTh1.csv,train,8,5547,0,5547,96,7,mean,train_split_standard,-1.608650863,-0.540085552,0.361377013,0.098885852
group_001,2,ETT-small,Benchmark,csv,dataset/ETT-small/ETTh1.csv,train,9,3603,0,3603,96,7,mean,train_split_standard,-1.163779525,-1.239547749,0.361377013,0.098885852
group_001,2,ETT-small,Benchmark,csv,dataset/ETT-small/ETTh1.csv,train,10,3596,0,3596,96,7,mean,train_split_standard,-1.076500539,-0.805191559,0.361377013,0.098885852
group_001,2,ETT-small,Benchmark,csv,dataset/ETT-small/ETTh1.csv,train,11,2901,0,2901,96,7,mean,train_split_standard,0.392682957,0.657265991,0.361377013,0.098885852
group_001,2,ETT-small,Benchmark,csv,dataset/ETT-small/ETTh1.csv,train,12,6287,0,6287,96,7,mean,train_split_standard,-2.388234184,-0.054479088,0.361377013,0.098885852
group_001,2,ETT-small,Benchmark,csv,dataset/ETT-small/ETTh1.csv,train,13,7322,0,7322,96,7,mean,train_split_standard,-0.976251406,-0.196722427,0.361377013,0.098885852
group_001,2,ETT-small,Benchmark,csv,dataset/ETT-small/ETTh1.csv,train,14,1091,0,1091,96,7,mean,train_split_standard,-1.774402855,-0.913270912,0.361377013,0.098885852
group_001,2,ETT-small,Benchmark,csv,dataset/ETT-small/ETTh1.csv,train,15,5522,0,5522,96,7,mean,train_split_standard,-1.497617800,-0.559790210,0.361377013,0.098885852
group_001,2,ETT-small,Benchmark,csv,dataset/ETT-small/ETTh1.csv,train,16,4679,0,4679,96,7,mean,train_split_standard,-1.784256034,-1.366965459,0.361377013,0.098885852
group_001,2,ETT-small,Benchmark,csv,dataset/ETT-small/ETTh1.csv,train,17,5058,0,5058,96,7,mean,train_split_standard,-1.176315738,-1.117388054,0.361377013,0.098885852
group_001,2,ETT-small,Benchmark,csv,dataset/ETT-small/ETTh1.csv,train,18,2827,0,2827,96,7,mean,train_split_standard,-0.342675192,-0.633870491,0.361377013,0.098885852
group_001,2,ETT-small,Benchmark,csv,dataset/ETT-small/ETTh1.csv,train,19,6954,0,6954,96,7,mean,train_split_standard,-2.098475251,-1.130520593,0.361377013,0.098885852
group_001,2,ETT-small,Benchmark,csv,dataset/ETT-small/ETTh1.csv,train,20,612,0,612,96,7,mean,train_split_standard,-1.976227586,-1.083192868,0.361377013,0.098885852
group_001,3,exchange_rate,Benchmark,csv,dataset/exchange_rate/exchange_rate.csv,train,1,1502,0,1502,96,8,mean,train_split_standard,1.580584077,0.657527591,0.361377013,0.098885852
group_001,3,exchange_rate,Benchmark,csv,dataset/exchange_rate/exchange_rate.csv,train,2,1866,0,1866,96,8,mean,train_split_standard,4.175748068,1.168547237,0.361377013,0.098885852
group_001,3,exchange_rate,Benchmark,csv,dataset/exchange_rate/exchange_rate.csv,train,3,3783,0,3783,96,8,mean,train_split_standard,2.814794631,1.513248176,0.361377013,0.098885852
group_001,3,exchange_rate,Benchmark,csv,dataset/exchange_rate/exchange_rate.csv,train,4,2913,0,2913,96,8,mean,train_split_standard,0.714043370,0.072036206,0.361377013,0.098885852
group_001,3,exchange_rate,Benchmark,csv,dataset/exchange_rate/exchange_rate.csv,train,5,4382,0,4382,96,8,mean,train_split_standard,3.009649025,0.521578512,0.361377013,0.098885852
group_001,3,exchange_rate,Benchmark,csv,dataset/exchange_rate/exchange_rate.csv,train,6,4055,0,4055,96,8,mean,train_split_standard,3.000757737,0.766567508,0.361377013,0.098885852
group_001,3,exchange_rate,Benchmark,csv,dataset/exchange_rate/exchange_rate.csv,train,7,123,0,123,96,8,mean,train_split_standard,3.110190884,1.398969767,0.361377013,0.098885852
group_001,3,exchange_rate,Benchmark,csv,dataset/exchange_rate/exchange_rate.csv,train,8,2996,0,2996,96,8,mean,train_split_standard,3.625270306,0.678284738,0.361377013,0.098885852
group_001,3,exchange_rate,Benchmark,csv,dataset/exchange_rate/exchange_rate.csv,train,9,1985,0,1985,96,8,mean,train_split_standard,2.503050583,1.534182310,0.361377013,0.098885852
group_001,3,exchange_rate,Benchmark,csv,dataset/exchange_rate/exchange_rate.csv,train,10,4356,0,4356,96,8,mean,train_split_standard,3.256206116,0.845846222,0.361377013,0.098885852
group_001,3,exchange_rate,Benchmark,csv,dataset/exchange_rate/exchange_rate.csv,train,11,4284,0,4284,96,8,mean,train_split_standard,2.868146198,0.095664095,0.361377013,0.098885852
group_001,3,exchange_rate,Benchmark,csv,dataset/exchange_rate/exchange_rate.csv,train,12,1092,0,1092,96,8,mean,train_split_standard,3.397005038,0.188801252,0.361377013,0.098885852
group_001,3,exchange_rate,Benchmark,csv,dataset/exchange_rate/exchange_rate.csv,train,13,4366,0,4366,96,8,mean,train_split_standard,3.145323587,0.752989984,0.361377013,0.098885852
group_001,3,exchange_rate,Benchmark,csv,dataset/exchange_rate/exchange_rate.csv,train,14,461,0,461,96,8,mean,train_split_standard,3.120830911,0.201690395,0.361377013,0.098885852
group_001,3,exchange_rate,Benchmark,csv,dataset/exchange_rate/exchange_rate.csv,train,15,7,0,7,96,8,mean,train_split_standard,1.850286002,0.769570461,0.361377013,0.098885852
group_001,3,exchange_rate,Benchmark,csv,dataset/exchange_rate/exchange_rate.csv,train,16,1253,0,1253,96,8,mean,train_split_standard,0.817897653,0.235608221,0.361377013,0.098885852
group_001,3,exchange_rate,Benchmark,csv,dataset/exchange_rate/exchange_rate.csv,train,17,4171,0,4171,96,8,mean,train_split_standard,2.057926053,0.002961600,0.361377013,0.098885852
group_001,3,exchange_rate,Benchmark,csv,dataset/exchange_rate/exchange_rate.csv,train,18,1898,0,1898,96,8,mean,train_split_standard,2.082963548,0.439134274,0.361377013,0.098885852
group_001,3,exchange_rate,Benchmark,csv,dataset/exchange_rate/exchange_rate.csv,train,19,1010,0,1010,96,8,mean,train_split_standard,3.236423848,1.237007107,0.361377013,0.098885852
group_001,3,exchange_rate,Benchmark,csv,dataset/exchange_rate/exchange_rate.csv,train,20,1796,0,1796,96,8,mean,train_split_standard,2.679688191,1.053468560,0.361377013,0.098885852
group_001,4,illness,Benchmark,csv,dataset/illness/national_illness.csv,train,1,121,0,121,36,7,mean,train_split_standard,1.745342923,-0.973432169,0.361377013,0.098885852
group_001,4,illness,Benchmark,csv,dataset/illness/national_illness.csv,train,2,523,0,523,36,7,mean,train_split_standard,0.392735357,-1.034826526,0.361377013,0.098885852
group_001,4,illness,Benchmark,csv,dataset/illness/national_illness.csv,train,3,295,0,295,36,7,mean,train_split_standard,0.842584971,0.379783965,0.361377013,0.098885852
group_001,4,illness,Benchmark,csv,dataset/illness/national_illness.csv,train,4,349,0,349,36,7,mean,train_split_standard,0.058843157,-0.489059613,0.361377013,0.098885852
group_001,4,illness,Benchmark,csv,dataset/illness/national_illness.csv,train,5,384,0,384,36,7,mean,train_split_standard,1.062594825,-0.482434249,0.361377013,0.098885852
group_001,4,illness,Benchmark,csv,dataset/illness/national_illness.csv,train,6,67,0,67,36,7,mean,train_split_standard,1.564439768,-0.694770581,0.361377013,0.098885852
group_001,4,illness,Benchmark,csv,dataset/illness/national_illness.csv,train,7,444,0,444,36,7,mean,train_split_standard,0.058335683,-1.328576180,0.361377013,0.098885852
group_001,4,illness,Benchmark,csv,dataset/illness/national_illness.csv,train,8,360,0,360,36,7,mean,train_split_standard,-0.485011889,-0.781481714,0.361377013,0.098885852
group_001,4,illness,Benchmark,csv,dataset/illness/national_illness.csv,train,9,98,0,98,36,7,mean,train_split_standard,-0.018979931,-0.757069678,0.361377013,0.098885852
group_001,4,illness,Benchmark,csv,dataset/illness/national_illness.csv,train,10,430,0,430,36,7,mean,train_split_standard,1.894822344,-1.114232278,0.361377013,0.098885852
group_001,4,illness,Benchmark,csv,dataset/illness/national_illness.csv,train,11,471,0,471,36,7,mean,train_split_standard,-0.274738278,-0.278620126,0.361377013,0.098885852
group_001,4,illness,Benchmark,csv,dataset/illness/national_illness.csv,train,12,513,0,513,36,7,mean,train_split_standard,0.188893055,-0.366883788,0.361377013,0.098885852
group_001,4,illness,Benchmark,csv,dataset/illness/national_illness.csv,train,13,147,0,147,36,7,mean,train_split_standard,1.336003760,0.405934160,0.361377013,0.098885852
group_001,4,illness,Benchmark,csv,dataset/illness/national_illness.csv,train,14,399,0,399,36,7,mean,train_split_standard,0.700918701,0.516645716,0.361377013,0.098885852
group_001,4,illness,Benchmark,csv,dataset/illness/national_illness.csv,train,15,431,0,431,36,7,mean,train_split_standard,1.838786669,-1.317030872,0.361377013,0.098885852
group_001,4,illness,Benchmark,csv,dataset/illness/national_illness.csv,train,16,535,0,535,36,7,mean,train_split_standard,2.113723262,-1.005935343,0.361377013,0.098885852
group_001,4,illness,Benchmark,csv,dataset/illness/national_illness.csv,train,17,343,0,343,36,7,mean,train_split_standard,-0.133994528,-0.722914285,0.361377013,0.098885852
group_001,4,illness,Benchmark,csv,dataset/illness/national_illness.csv,train,18,540,0,540,36,7,mean,train_split_standard,0.685820706,-1.599374600,0.361377013,0.098885852
group_001,4,illness,Benchmark,csv,dataset/illness/national_illness.csv,train,19,476,0,476,36,7,mean,train_split_standard,0.890647196,-0.177017008,0.361377013,0.098885852
group_001,4,illness,Benchmark,csv,dataset/illness/national_illness.csv,train,20,358,0,358,36,7,mean,train_split_standard,-0.697056990,-0.680604992,0.361377013,0.098885852
group_001,5,traffic,Benchmark,csv,dataset/traffic/traffic.csv,train,1,4731,0,4731,96,862,mean,train_split_standard,-1.110282204,-1.933611329,0.361377013,0.098885852
group_001,5,traffic,Benchmark,csv,dataset/traffic/traffic.csv,train,2,2620,0,2620,96,862,mean,train_split_standard,-1.540840191,-2.134729702,0.361377013,0.098885852
group_001,5,traffic,Benchmark,csv,dataset/traffic/traffic.csv,train,3,3270,0,3270,96,862,mean,train_split_standard,-1.687989755,-2.079542600,0.361377013,0.098885852
group_001,5,traffic,Benchmark,csv,dataset/traffic/traffic.csv,train,4,6642,0,6642,96,862,mean,train_split_standard,-1.657451610,-2.194270718,0.361377013,0.098885852
group_001,5,traffic,Benchmark,csv,dataset/traffic/traffic.csv,train,5,7113,0,7113,96,862,mean,train_split_standard,-1.534170535,-1.984988319,0.361377013,0.098885852
group_001,5,traffic,Benchmark,csv,dataset/traffic/traffic.csv,train,6,1323,0,1323,96,862,mean,train_split_standard,-0.851069031,-1.711544529,0.361377013,0.098885852
group_001,5,traffic,Benchmark,csv,dataset/traffic/traffic.csv,train,7,10168,0,10168,96,862,mean,train_split_standard,-1.622638655,-2.046700672,0.361377013,0.098885852
group_001,5,traffic,Benchmark,csv,dataset/traffic/traffic.csv,train,8,11356,0,11356,96,862,mean,train_split_standard,-1.590089383,-2.067865627,0.361377013,0.098885852
group_001,5,traffic,Benchmark,csv,dataset/traffic/traffic.csv,train,9,4144,0,4144,96,862,mean,train_split_standard,-1.502608244,-2.121525646,0.361377013,0.098885852
group_001,5,traffic,Benchmark,csv,dataset/traffic/traffic.csv,train,10,9509,0,9509,96,862,mean,train_split_standard,-1.539386891,-1.899758122,0.361377013,0.098885852
group_001,5,traffic,Benchmark,csv,dataset/traffic/traffic.csv,train,11,11581,0,11581,96,862,mean,train_split_standard,-1.280537624,-2.362382417,0.361377013,0.098885852
group_001,5,traffic,Benchmark,csv,dataset/traffic/traffic.csv,train,12,10415,0,10415,96,862,mean,train_split_standard,-1.494612699,-2.295929587,0.361377013,0.098885852
group_001,5,traffic,Benchmark,csv,dataset/traffic/traffic.csv,train,13,4141,0,4141,96,862,mean,train_split_standard,-1.565102615,-2.218023781,0.361377013,0.098885852
group_001,5,traffic,Benchmark,csv,dataset/traffic/traffic.csv,train,14,4549,0,4549,96,862,mean,train_split_standard,-1.310118722,-2.339505256,0.361377013,0.098885852
group_001,5,traffic,Benchmark,csv,dataset/traffic/traffic.csv,train,15,7352,0,7352,96,862,mean,train_split_standard,-1.614956653,-2.152787361,0.361377013,0.098885852
group_001,5,traffic,Benchmark,csv,dataset/traffic/traffic.csv,train,16,3893,0,3893,96,862,mean,train_split_standard,-1.103973366,-2.259025481,0.361377013,0.098885852
group_001,5,traffic,Benchmark,csv,dataset/traffic/traffic.csv,train,17,7919,0,7919,96,862,mean,train_split_standard,-1.251356837,-2.223817694,0.361377013,0.098885852
group_001,5,traffic,Benchmark,csv,dataset/traffic/traffic.csv,train,18,42,0,42,96,862,mean,train_split_standard,-0.876925563,-1.597531029,0.361377013,0.098885852
group_001,5,traffic,Benchmark,csv,dataset/traffic/traffic.csv,train,19,8058,0,8058,96,862,mean,train_split_standard,-1.229698482,-2.355605581,0.361377013,0.098885852
group_001,5,traffic,Benchmark,csv,dataset/traffic/traffic.csv,train,20,2362,0,2362,96,862,mean,train_split_standard,-1.301277737,-2.546311335,0.361377013,0.098885852
group_001,6,weather,Benchmark,csv,dataset/weather/weather.csv,train,1,31121,0,31121,96,21,mean,train_split_standard,4.237564561,1.486827773,0.361377013,0.098885852
group_001,6,weather,Benchmark,csv,dataset/weather/weather.csv,train,2,5831,0,5831,96,21,mean,train_split_standard,0.024031519,-0.443261444,0.361377013,0.098885852
group_001,6,weather,Benchmark,csv,dataset/weather/weather.csv,train,3,21975,0,21975,96,21,mean,train_split_standard,4.716422230,-0.126299972,0.361377013,0.098885852
group_001,6,weather,Benchmark,csv,dataset/weather/weather.csv,train,4,31312,0,31312,96,21,mean,train_split_standard,5.598610547,0.669685574,0.361377013,0.098885852
group_001,6,weather,Benchmark,csv,dataset/weather/weather.csv,train,5,21085,0,21085,96,21,mean,train_split_standard,2.921956661,-0.378522332,0.361377013,0.098885852
group_001,6,weather,Benchmark,csv,dataset/weather/weather.csv,train,6,14085,0,14085,96,21,mean,train_split_standard,3.300893415,0.253472010,0.361377013,0.098885852
group_001,6,weather,Benchmark,csv,dataset/weather/weather.csv,train,7,27054,0,27054,96,21,mean,train_split_standard,4.185842109,1.343686710,0.361377013,0.098885852
group_001,6,weather,Benchmark,csv,dataset/weather/weather.csv,train,8,20992,0,20992,96,21,mean,train_split_standard,3.614781415,0.336406287,0.361377013,0.098885852
group_001,6,weather,Benchmark,csv,dataset/weather/weather.csv,train,9,33380,0,33380,96,21,mean,train_split_standard,3.803328358,0.115527012,0.361377013,0.098885852
group_001,6,weather,Benchmark,csv,dataset/weather/weather.csv,train,10,32702,0,32702,96,21,mean,train_split_standard,2.428136129,0.099189419,0.361377013,0.098885852
group_001,6,weather,Benchmark,csv,dataset/weather/weather.csv,train,11,35890,0,35890,96,21,mean,train_split_standard,2.631368962,0.102922892,0.361377013,0.098885852
group_001,6,weather,Benchmark,csv,dataset/weather/weather.csv,train,12,18186,0,18186,96,21,mean,train_split_standard,2.920188563,-0.031525134,0.361377013,0.098885852
group_001,6,weather,Benchmark,csv,dataset/weather/weather.csv,train,13,6570,0,6570,96,21,mean,train_split_standard,2.823106486,0.162224889,0.361377013,0.098885852
group_001,6,weather,Benchmark,csv,dataset/weather/weather.csv,train,14,8365,0,8365,96,21,mean,train_split_standard,4.234334183,0.963949606,0.361377013,0.098885852
group_001,6,weather,Benchmark,csv,dataset/weather/weather.csv,train,15,33179,0,33179,96,21,mean,train_split_standard,3.262125577,0.820391124,0.361377013,0.098885852
group_001,6,weather,Benchmark,csv,dataset/weather/weather.csv,train,16,838,0,838,96,21,mean,train_split_standard,2.922669752,0.704108173,0.361377013,0.098885852
group_001,6,weather,Benchmark,csv,dataset/weather/weather.csv,train,17,27491,0,27491,96,21,mean,train_split_standard,5.083101150,0.631663773,0.361377013,0.098885852
group_001,6,weather,Benchmark,csv,dataset/weather/weather.csv,train,18,18143,0,18143,96,21,mean,train_split_standard,4.971065948,0.690777585,0.361377013,0.098885852
group_001,6,weather,Benchmark,csv,dataset/weather/weather.csv,train,19,5170,0,5170,96,21,mean,train_split_standard,5.296723755,1.476631989,0.361377013,0.098885852
group_001,6,weather,Benchmark,csv,dataset/weather/weather.csv,train,20,15426,0,15426,96,21,mean,train_split_standard,5.984343796,0.971256890,0.361377013,0.098885852
group_001,7,Monash__anonymous_public_load_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_load_power_data_per_unit/*.rds,train,1,8707254,25,312913,96,1,mean,train_split_standard,-2.912231428,1.494411776,0.361377013,0.098885852
group_001,7,Monash__anonymous_public_load_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_load_power_data_per_unit/*.rds,train,2,84527926,230,321352,96,1,mean,train_split_standard,0.255877667,0.377436480,0.361377013,0.098885852
group_001,7,Monash__anonymous_public_load_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_load_power_data_per_unit/*.rds,train,3,9444697,28,109971,96,1,mean,train_split_standard,-3.436651066,0.751794721,0.361377013,0.098885852
group_001,7,Monash__anonymous_public_load_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_load_power_data_per_unit/*.rds,train,4,50146958,139,221378,96,1,mean,train_split_standard,-5.122934208,1.745879839,0.361377013,0.098885852
group_001,7,Monash__anonymous_public_load_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_load_power_data_per_unit/*.rds,train,5,9278296,27,41327,96,1,mean,train_split_standard,-4.956967388,0.032142995,0.361377013,0.098885852
group_001,7,Monash__anonymous_public_load_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_load_power_data_per_unit/*.rds,train,6,48011174,133,391920,96,1,mean,train_split_standard,-1.603910407,1.469077762,0.361377013,0.098885852
group_001,7,Monash__anonymous_public_load_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_load_power_data_per_unit/*.rds,train,7,96021467,262,126466,96,1,mean,train_split_standard,0.298020131,0.509537643,0.361377013,0.098885852
group_001,7,Monash__anonymous_public_load_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_load_power_data_per_unit/*.rds,train,8,27479002,80,103957,96,1,mean,train_split_standard,-0.796096989,-1.715039690,0.361377013,0.098885852
group_001,7,Monash__anonymous_public_load_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_load_power_data_per_unit/*.rds,train,9,51087425,141,390144,96,1,mean,train_split_standard,0.145583718,-0.461550951,0.361377013,0.098885852
group_001,7,Monash__anonymous_public_load_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_load_power_data_per_unit/*.rds,train,10,42542862,120,45298,96,1,mean,train_split_standard,-1.875655039,-0.144863666,0.361377013,0.098885852
group_001,7,Monash__anonymous_public_load_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_load_power_data_per_unit/*.rds,train,11,93585869,256,12385,96,1,mean,train_split_standard,1.252821207,0.691177699,0.361377013,0.098885852
group_001,7,Monash__anonymous_public_load_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_load_power_data_per_unit/*.rds,train,12,62684678,172,216967,96,1,mean,train_split_standard,-2.809095886,1.313628842,0.361377013,0.098885852
group_001,7,Monash__anonymous_public_load_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_load_power_data_per_unit/*.rds,train,13,9255638,27,18669,96,1,mean,train_split_standard,-2.231297752,-0.826771157,0.361377013,0.098885852
group_001,7,Monash__anonymous_public_load_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_load_power_data_per_unit/*.rds,train,14,27535454,80,160409,96,1,mean,train_split_standard,-1.062920105,-1.018290653,0.361377013,0.098885852
group_001,7,Monash__anonymous_public_load_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_load_power_data_per_unit/*.rds,train,15,1107231,4,131338,96,1,mean,train_split_standard,-2.638762759,-0.786228641,0.361377013,0.098885852
group_001,7,Monash__anonymous_public_load_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_load_power_data_per_unit/*.rds,train,16,19931814,61,106942,96,1,mean,train_split_standard,1.832010941,0.912099462,0.361377013,0.098885852
group_001,7,Monash__anonymous_public_load_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_load_power_data_per_unit/*.rds,train,17,67702557,186,256945,96,1,mean,train_split_standard,-2.895485144,0.607447899,0.361377013,0.098885852
group_001,7,Monash__anonymous_public_load_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_load_power_data_per_unit/*.rds,train,18,96651572,263,325362,96,1,mean,train_split_standard,-0.109730913,0.377544760,0.361377013,0.098885852
group_001,7,Monash__anonymous_public_load_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_load_power_data_per_unit/*.rds,train,19,35817337,103,43271,96,1,mean,train_split_standard,0.780525516,-0.790486342,0.361377013,0.098885852
group_001,7,Monash__anonymous_public_load_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_load_power_data_per_unit/*.rds,train,20,56030574,154,163367,96,1,mean,train_split_standard,1.479345770,-0.366701198,0.361377013,0.098885852
group_001,8,Monash__anonymous_public_pv_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_pv_power_data_per_unit/*.rds,train,1,30853043,88,6131,96,1,mean,train_split_standard,7.094195834,-2.087988234,0.361377013,0.098885852
group_001,8,Monash__anonymous_public_pv_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_pv_power_data_per_unit/*.rds,train,2,381249,1,285653,96,1,mean,train_split_standard,-0.768743526,0.303285598,0.361377013,0.098885852
group_001,8,Monash__anonymous_public_pv_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_pv_power_data_per_unit/*.rds,train,3,57449723,158,181689,96,1,mean,train_split_standard,5.505067551,0.470725157,0.361377013,0.098885852
group_001,8,Monash__anonymous_public_pv_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_pv_power_data_per_unit/*.rds,train,4,58000702,159,301678,96,1,mean,train_split_standard,-3.393746241,1.408160750,0.361377013,0.098885852
group_001,8,Monash__anonymous_public_pv_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_pv_power_data_per_unit/*.rds,train,5,74019852,201,333622,96,1,mean,train_split_standard,6.871788994,0.807954154,0.361377013,0.098885852
group_001,8,Monash__anonymous_public_pv_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_pv_power_data_per_unit/*.rds,train,6,20950173,62,58505,96,1,mean,train_split_standard,0.395794471,4.565032731,0.361377013,0.098885852
group_001,8,Monash__anonymous_public_pv_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_pv_power_data_per_unit/*.rds,train,7,20980054,62,88386,96,1,mean,train_split_standard,-1.859371854,4.508084129,0.361377013,0.098885852
