dataset,source_format,source_path,sample_rank,sample_index,series_name,series_length_original,series_length_used,downsampled,value_source,mode_5,mode_10,acf_timescale,acf_first_min,ami2,trev,high_fluctuation,stretch_high,transition_matrix,periodicity,embedding_dist,ami_timescale,whiten_timescale,outlier_timing_pos,outlier_timing_neg,centroid_freq,stretch_decreasing,entropy_pairs,rs_range,dfa,low_freq_power,forecast_error
cif_2016_dataset,tsf,cif_2016_dataset/cif_2016_dataset.tsf,3,9,T9,120,120,False,value,-0.718131224,-0.825753359,-0.130340015,-0.081022523,1.537512728,-0.012029327,0.669135738,-0.179014971,1.401491501,-0.331087790,0.126607737,-0.690591733,-0.650209861,-1.613275702,1.974505887,0.866202625,-0.423953801,-0.393257294,-0.667250157,-1.229593509,-0.715072177,-1.243720205
cif_2016_dataset,tsf,cif_2016_dataset/cif_2016_dataset.tsf,4,25,T25,120,120,False,value,0.071368686,1.046157971,-0.174600383,-0.236295245,0.063220371,-0.101751543,0.977272757,-0.204865155,1.401491501,-0.300534160,-0.182605670,-0.690591733,-0.655888612,1.233637496,-1.248760699,0.126917410,-0.545544612,0.699248574,-0.854664873,0.585498671,-0.715072177,-0.105138605
cif_2016_dataset,tsf,cif_2016_dataset/cif_2016_dataset.tsf,5,52,T52,68,68,False,value,-0.478406895,-0.809899407,-0.243679810,-0.220767973,0.092963885,0.203625871,0.968074637,-0.256565522,0.097552465,-0.308172567,-0.204600794,-0.834504810,-0.572772344,-1.815423385,1.934057052,0.100010839,-0.545544612,0.857296307,-0.159937908,-0.145808886,-0.605332894,-0.173319178
covid_deaths_dataset,tsf,covid_deaths_dataset/covid_deaths_dataset.tsf,1,80,T80,212,212,False,value,0.162551744,0.626994017,-0.122047061,0.103086561,0.761048140,0.001554952,-2.168751773,0.007475638,0.227946369,-0.331087790,-0.126105996,1.971800185,-0.662378614,0.234659246,-1.616902342,0.943115959,-1.031907856,-3.601077432,1.541566139,1.213274914,-0.769941819,-1.324887068
covid_deaths_dataset,tsf,covid_deaths_dataset/covid_deaths_dataset.tsf,2,109,T109,212,212,False,value,-0.184028398,-0.263137337,-0.114503169,0.096432016,1.076145940,-0.010390715,-1.584207484,-0.175322088,0.619128080,-0.331087790,2.155688842,1.971800185,2.842222174,1.455173557,-0.534371300,0.922544932,-1.031907856,-0.973300637,1.541566139,0.867543070,-0.769941819,-1.562517688
covid_deaths_dataset,tsf,covid_deaths_dataset/covid_deaths_dataset.tsf,3,155,T155,212,212,False,value,-0.213797585,-0.324901075,-0.109325584,0.074250199,1.300633901,-0.010314042,-1.836983393,-0.155011230,0.097552465,-0.331087790,1.469605401,0.172886727,2.842222174,1.502849898,-0.826289783,0.912792215,-1.031907856,-0.973300637,1.541566139,0.867543070,-0.769941819,-1.547088120
covid_deaths_dataset,tsf,covid_deaths_dataset/covid_deaths_dataset.tsf,4,258,T258,212,212,False,value,-0.531711130,-0.816332476,-0.009721386,0.063159290,2.398804214,-0.010273497,-1.663199955,-0.073767796,1.401491501,-0.331087790,1.480545498,1.971800185,-0.688317271,1.245397660,-1.215514427,0.958580059,-1.031907856,-0.976423759,1.541566139,0.262512343,-0.769941819,-1.570839227
covid_deaths_dataset,tsf,covid_deaths_dataset/covid_deaths_dataset.tsf,5,263,T263,212,212,False,value,-0.394608642,-0.538539045,-0.039418983,0.032104745,0.523260436,0.036600572,-2.200348761,-0.121775280,0.097552465,-0.331087790,-0.221838019,1.971800185,-0.682779170,0.902128010,-0.704657082,0.945905522,-1.031907856,-1.991077065,1.541566139,1.213274914,-0.769941819,-1.206033475
covid_mobility_dataset_without_missing_values,tsf,covid_mobility_dataset_without_missing_values/covid_mobility_dataset_without_missing_values.tsf,1,12,T12,330,330,False,value,0.042633026,0.044334789,-0.298095546,-0.231858882,-0.894403522,-0.035488532,-1.435970548,-0.230715338,0.906402148,-0.285257344,-0.236408065,-0.546678656,-0.556510465,-0.078791020,0.208546497,-1.105053814,-0.788726234,-1.736396866,1.575479279,1.247848098,1.177930456,0.987186368
covid_mobility_dataset_without_missing_values,tsf,covid_mobility_dataset_without_missing_values/covid_mobility_dataset_without_missing_values.tsf,2,73,T73,387,387,False,value,0.543073201,0.723803846,-0.296599483,-0.234077063,-1.104206618,0.392991379,-1.119379765,-0.088539329,2.026621908,-0.285257344,-0.236909981,-0.834504810,1.053415522,0.954313276,-1.331049779,-1.702760167,-0.788726234,-2.252814193,0.625911384,-1.010933282,1.177930456,1.423309405
covid_mobility_dataset_without_missing_values,tsf,covid_mobility_dataset_without_missing_values/covid_mobility_dataset_without_missing_values.tsf,3,310,T310,413,413,False,value,-0.244068742,0.059396950,-0.165001586,-0.234077063,0.590661400,-0.216013610,0.033144195,-0.215943805,-0.753999559,-0.285257344,-0.201373573,-0.618635195,-0.670343616,-0.010533361,1.708735981,0.416056668,-0.180772179,0.138862522,-1.035832432,1.247848098,-0.715072177,-0.085746885
covid_mobility_dataset_without_missing_values,tsf,covid_mobility_dataset_without_missing_values/covid_mobility_dataset_without_missing_values.tsf,4,341,T341,411,411,False,value,0.421989065,1.157006497,-0.296459226,-0.238513427,-0.758859142,-0.391989871,-0.061579431,-0.228868897,-0.193352273,-0.285257344,-0.224797324,-0.834504810,0.457146638,-0.535400650,-0.110343722,-1.702228964,-0.545544612,-0.879029736,1.338087305,1.247848098,1.177930456,1.476108128
covid_mobility_dataset_without_missing_values,tsf,covid_mobility_dataset_without_missing_values/covid_mobility_dataset_without_missing_values.tsf,5,528,T528,412,412,False,value,-0.455327120,-0.747887329,-0.294107255,-0.234077063,-0.632243138,-0.844365633,-0.058711026,-0.230715338,-0.880627407,-0.285257344,-0.225837041,-0.618635195,-0.586323909,-1.054916326,-1.110650506,-0.983956171,-0.545544612,0.735124820,1.575479279,1.005835807,1.095625994,0.990959453
dominick_dataset,tsf,dominick_dataset/dominick_dataset.tsf,1,59146,T59146,67,67,False,value,-0.075847535,-0.051114587,-0.269406926,-0.116513431,-0.444482637,-0.454966016,-2.165639948,-0.263951289,2.024188919,-0.201234861,-0.243207738,1.540060955,-0.337878541,-2.019079633,0.726251802,0.617458341,-0.910317045,-2.580768084,-0.747570750,-1.120415032,-0.385854328,-0.453139560
dominick_dataset,tsf,dominick_dataset/dominick_dataset.tsf,2,60831,T60831,78,78,False,value,-0.041168315,0.406102514,-0.294070002,-0.238513427,-1.098163470,-0.137592792,-1.913103411,-0.160550555,1.925222387,-0.300534160,-0.243011365,-0.762548271,0.286784100,-0.091984808,-1.509927940,-0.854670803,-0.788726234,-2.894355946,1.048765837,0.370553544,0.601799220,1.189378029
dominick_dataset,tsf,dominick_dataset/dominick_dataset.tsf,3,80918,T80918,48,48,False,value,0.412645504,1.009561934,-0.299334084,-0.240731609,-1.132935800,-0.010444632,-0.797644152,-0.267644172,-0.271198537,-0.285257344,-0.151856265,-0.618635195,1.053415522,-0.341429865,0.502547480,-2.101103179,-0.910317045,-0.476924543,0.803955364,0.279798935,1.808931334,1.571392180
dominick_dataset,tsf,dominick_dataset/dominick_dataset.tsf,4,93708,T93708,87,87,False,value,-0.114023215,-0.113938759,-0.257020945,-0.211895246,-0.386778786,0.080234032,-1.983578723,-0.251026197,1.161992495,-0.147766008,-0.221536675,-0.114939426,-0.437256688,-1.298436495,0.815611878,0.666515389,-0.910317045,-2.304382092,1.294925128,0.961833573,-0.495593611,-0.301564018
dominick_dataset,tsf,dominick_dataset/dominick_dataset.tsf,5,109857,T109857,42,42,False,value,-0.588508547,-0.888739104,-0.294148352,-0.222986155,-0.662057150,-0.115352057,-0.264840547,-0.258411963,-0.335355295,-0.331087790,-0.217270397,-0.762548271,0.159012196,-0.154924563,0.464175258,-0.754166601,-0.545544612,0.869805034,0.374555176,-0.189989629,0.272581370,1.118622095
elecdemand_dataset,tsf,elecdemand_dataset/elecdemand_dataset.tsf,1,1,T1,17520,17520,False,value,0.117405638,0.788389266,-0.234896087,-0.189713429,0.238123166,-0.006409308,0.249857113,-0.112543071,-0.928466948,0.027917366,0.141071496,0.820495572,-0.344089675,-0.392947525,0.109721063,0.983815850,2.007862418,-0.258992370,-0.656005274,-1.390085870,-0.532459152,-0.828746566
electricity_hourly_dataset,tsf,electricity_hourly_dataset/electricity_hourly_dataset.tsf,1,34,T34,26304,26304,False,value,-0.570547466,-0.312496409,-0.282084303,-0.229640700,-0.717800141,0.031874750,0.783898095,-0.025760312,-0.915757700,-0.247065307,-0.180426439,-0.546678656,1.053415522,0.257312758,0.098168688,0.638859449,0.427181876,0.512422423,1.195652121,-0.301030562,-0.239249505,0.296734742
electricity_hourly_dataset,tsf,electricity_hourly_dataset/electricity_hourly_dataset.tsf,2,117,T117,26304,26304,False,value,0.209111431,0.875202675,7.467215839,-0.216331610,1.053453365,-0.002149562,0.023114374,3.033793544,-0.757831543,-0.155404416,-0.190054588,-0.042982888,-0.729571507,0.690980403,-0.551190128,0.962128792,0.791954308,-0.424021425,-0.656005274,-1.244878496,-0.823096784,-1.035227148
electricity_hourly_dataset,tsf,electricity_hourly_dataset/electricity_hourly_dataset.tsf,3,221,T221,26304,26304,False,value,0.184940321,0.831852781,-0.277471972,-0.218549791,-0.230503916,0.030163525,0.399133915,-0.247333313,-0.838522267,-0.155404416,-0.133807096,-0.546678656,1.820046945,-0.484218184,0.337658964,0.831364484,0.670363497,0.171039628,-1.083310827,-0.155823188,-0.239678174,-0.024879490
electricity_hourly_dataset,tsf,electricity_hourly_dataset/electricity_hourly_dataset.tsf,4,249,T249,26304,26304,False,value,0.049025228,0.730376143,-0.278770560,-0.222986155,-0.542641444,0.085394670,0.654882965,-0.238101105,-0.837283793,-0.155404416,-0.165481198,-0.546678656,1.308959330,-0.976830200,0.962608005,0.726832805,0.548772687,0.343996198,-1.083310827,-0.083219501,-0.239678174,0.137873426
electricity_hourly_dataset,tsf,electricity_hourly_dataset/electricity_hourly_dataset.tsf,5,321,T321,26304,26304,False,value,-0.362412416,0.165110799,-0.250713530,-0.216331610,-0.485334964,-0.017639078,0.660585991,-0.009142337,-0.899100643,-0.155404416,-0.213847731,-0.042982888,-0.656589075,-0.293936226,0.936580716,0.878353187,0.791954308,0.035940198,-1.012093235,0.642817371,-0.721502214,-0.518527657
electricity_weekly_dataset,tsf,electricity_weekly_dataset/electricity_weekly_dataset.tsf,1,59,T59,156,156,False,value,-0.627274914,-0.203580403,-0.280277058,-0.218549791,-0.194170209,-0.035007710,0.751727303,-0.249179755,-0.698536631,-0.147766008,-0.183622094,-0.402765580,-0.288189467,-0.130859362,0.027322278,0.268839201,-0.302362990,0.392578720,-0.442352498,-1.353784027,-0.276115045,0.288628084
electricity_weekly_dataset,tsf,electricity_weekly_dataset/electricity_weekly_dataset.tsf,2,164,T164,156,156,False,value,-0.344194735,-0.552881218,-0.248892188,-0.187495247,0.468389256,-0.006601445,0.816246315,-0.230715338,-0.518855079,-0.331087790,-0.075383708,-0.042982888,-0.479847323,-0.208608471,1.283569768,0.752134215,-0.180772179,0.052666086,0.892977354,-0.083219501,-0.550463253,-0.537505955
electricity_weekly_dataset,tsf,electricity_weekly_dataset/electricity_weekly_dataset.tsf,3,206,T206,156,156,False,value,-0.241157888,-0.413819120,-0.254462692,-0.198586156,0.132622207,0.139666586,0.773233640,-0.236254663,-0.868009003,0.035555773,-0.184942073,-0.114939426,-0.460190107,-0.273399395,1.548042924,0.392369673,-0.423953801,0.402284362,0.358845413,0.552062762,-0.550463253,-0.093012284
electricity_weekly_dataset,tsf,electricity_weekly_dataset/electricity_weekly_dataset.tsf,4,234,T234,156,156,False,value,-0.353170738,-1.074610946,-0.250812490,-0.187495247,0.331769402,0.018535713,0.773233640,-0.236254663,-0.402470438,-0.331087790,-0.134221218,0.028973650,-0.479847323,-0.312273949,1.415806346,0.597331308,-0.545544612,0.294825583,-0.976484439,0.552062762,-0.550463253,-0.317184869
electricity_weekly_dataset,tsf,electricity_weekly_dataset/electricity_weekly_dataset.tsf,5,315,T315,156,156,False,value,-0.169200019,-0.258024380,-0.241730497,-0.185277065,0.737406194,0.006134421,0.665701953,-0.227022455,-0.751624362,-0.331087790,-0.055490326,0.028973650,-0.479847323,-1.323012363,0.258736289,0.861742381,-0.423953801,0.168356841,0.358845413,0.733571980,-0.550463253,-0.718565806
fred_md_dataset,tsf,fred_md_dataset/fred_md_dataset.tsf,1,30,T30,728,728,False,value,0.296867941,0.129171097,0.107645749,0.136359287,2.022331907,-0.010618059,-1.147782229,0.160730297,-0.382297100,1.441022765,0.762978034,1.971800185,-0.284876862,-0.375676496,2.131891029,1.003215802,3.831724582,-0.757205794,-0.146875254,1.191206924,-0.797376640,-1.440063528
fred_md_dataset,tsf,fred_md_dataset/fred_md_dataset.tsf,2,64,T64,728,728,False,value,0.054371854,0.573076415,0.281463198,-0.134258885,1.262531939,-0.015878019,-0.707597497,0.051790238,0.619128080,1.143124870,-0.062982485,1.971800185,-0.699070183,-0.824122249,2.247007692,0.967904297,0.670363497,-0.689454211,0.004651538,-0.971456099,-0.797376640,-1.149328458
fred_md_dataset,tsf,fred_md_dataset/fred_md_dataset.tsf,3,70,T70,728,728,False,value,-0.610533729,-0.330775124,0.244591091,0.347086553,1.658490047,-0.010186925,-0.776376361,0.169962505,-0.065439915,-0.331087790,0.273827396,1.971800185,-0.456616067,-0.726935863,1.816648472,0.994269840,0.184000254,-0.624639298,-1.056036004,1.268444889,-0.797376640,-1.377759553
fred_md_dataset,tsf,fred_md_dataset/fred_md_dataset.tsf,4,72,T72,728,728,False,value,0.731481772,0.984603469,-0.212415883,-0.196367974,-0.072727110,0.085868922,0.420375879,-0.040531846,-0.382297100,0.127216664,-0.200558245,0.604625957,-0.706304843,-1.149002453,-0.661016338,0.510487769,0.184000254,0.270818665,0.459231913,1.268444889,-0.646485126,-0.137701044
fred_md_dataset,tsf,fred_md_dataset/fred_md_dataset.tsf,5,95,T95,728,728,False,value,-0.571933043,-0.892354714,0.697312289,0.837304718,2.802367974,-0.010444368,-2.216147255,0.358299556,1.401491501,-0.331087790,13.778425211,1.971800185,1.590057518,1.258443164,-1.298585553,1.000239350,-0.788726234,-1.046244920,-0.828745817,1.268444889,-0.811094050,-1.670580640
hospital_dataset,tsf,hospital_dataset/hospital_dataset.tsf,1,6,T6,84,84,False,value,-0.580064369,-0.495037423,-0.299614113,-0.240731609,-0.843952937,0.330137931,0.876360415,-0.265797730,-0.909296357,-0.292895752,-0.238969845,-0.762548271,1.053415522,-0.347446165,-0.026989174,-1.903529915,-0.667135423,1.296822815,1.187019685,0.081788879,2.138149183,1.592113879
hospital_dataset,tsf,hospital_dataset/hospital_dataset.tsf,2,138,T138,84,84,False,value,-0.366032195,1.217693635,-0.273595960,-0.240731609,-0.694352935,0.138858254,0.876360415,-0.263951289,0.619128080,-0.292895752,-0.225387063,-0.834504810,-0.592286598,1.216791856,-0.886526930,-0.440107213,-0.788726234,1.037375053,-0.863183724,0.081788879,-0.276115045,0.572796116
hospital_dataset,tsf,hospital_dataset/hospital_dataset.tsf,3,230,T230,84,84,False,value,-0.171883946,0.172995544,-0.300146259,-0.240731609,-0.843459932,-1.105676439,1.077172601,-0.271337055,-0.905396028,-0.292895752,-0.234698563,-0.762548271,2.842222174,-0.684358970,0.372081927,-2.293285518,-0.667135423,1.357600979,0.000059817,0.851827986,3.016063448,1.613338206
hospital_dataset,tsf,hospital_dataset/hospital_dataset.tsf,4,537,T537,84,84,False,value,-0.344454099,-0.613552281,-0.297326165,-0.238513427,-0.819508661,0.218568935,0.996847727,-0.254719080,-0.065439915,-0.269980529,-0.229516877,-0.762548271,-0.536634835,1.168661455,-0.640944714,-1.118393201,-0.545544612,1.260300534,-0.215751068,0.301800053,1.040756352,1.130554686
hospital_dataset,tsf,hospital_dataset/hospital_dataset.tsf,5,563,T563,84,84,False,value,-0.040129724,0.366995718,-0.275761934,-0.240731609,-0.412985535,0.221051313,1.037010164,-0.260258405,0.619128080,-0.315810975,-0.206597047,-0.834504810,-0.572772344,0.735487849,-0.825131376,-0.182676891,-0.423953801,0.940807667,0.215870702,0.631816813,-0.495593611,0.362984126
kaggle_web_traffic_dataset_without_missing_values,tsf,kaggle_web_traffic_dataset_without_missing_values/kaggle_web_traffic_dataset_without_missing_values.tsf,1,2134,T2134,803,803,False,value,-0.018925646,-0.387608092,-0.297345590,-0.238513427,-1.099797604,0.400828463,0.992641187,-0.256565522,-0.872319546,-0.308172567,-0.234507849,-0.762548271,-0.586323909,-0.379872749,-0.162778095,-1.003302430,-0.423953801,1.319847279,0.838048892,-0.971456099,0.999604121,1.074525474
kaggle_web_traffic_dataset_without_missing_values,tsf,kaggle_web_traffic_dataset_without_missing_values/kaggle_web_traffic_dataset_without_missing_values.tsf,2,79597,T79597,803,803,False,value,0.906131427,0.770860698,-0.294303775,-0.216331610,-1.150314939,4.068093655,0.394110700,-0.234408222,-0.916260136,0.150131887,-0.247244248,-0.042982888,-0.556510465,-0.115545144,0.140682619,-0.854517815,-0.302362990,1.254801990,-0.752982421,1.268444889,0.629234040,1.102126387
kaggle_web_traffic_dataset_without_missing_values,tsf,kaggle_web_traffic_dataset_without_missing_values/kaggle_web_traffic_dataset_without_missing_values.tsf,3,103654,T103654,803,803,False,value,1.528706167,1.364965019,-0.299876433,-0.234077063,-1.163308651,0.563006612,-0.753072732,-0.204865155,-0.742763803,-0.239426899,-0.255149793,-0.618635195,-0.410153557,-0.130649578,0.633605579,-1.873682965,-0.302362990,0.701222814,-0.904509213,-1.048694065,2.618258546,1.481265942
kaggle_web_traffic_dataset_without_missing_values,tsf,kaggle_web_traffic_dataset_without_missing_values/kaggle_web_traffic_dataset_without_missing_values.tsf,4,119659,T119659,803,803,False,value,0.871976619,0.807340233,-0.294697172,-0.231858882,-1.148526944,7.175464296,-0.836201967,-0.208558038,-0.841283641,-0.231788491,-0.249489649,-0.546678656,-0.666590874,-1.160268535,0.440932110,-0.868356670,-0.180772179,0.722245552,-0.298402046,0.805017098,0.615516630,1.122224887
kaggle_web_traffic_dataset_without_missing_values,tsf,kaggle_web_traffic_dataset_without_missing_values/kaggle_web_traffic_dataset_without_missing_values.tsf,5,139201,T139201,803,803,False,value,0.851272011,0.796040973,-0.285480996,-0.234077063,-1.116329319,2.278844843,-1.314195064,-0.227022455,-0.528955522,-0.285257344,-0.239921886,-0.618635195,-0.676741732,-1.276069201,0.367073946,-0.195712649,-0.302362990,0.206624837,-1.056036004,1.268444889,-0.248680224,0.598540327
kaggle_web_traffic_weekly_dataset,tsf,kaggle_web_traffic_weekly_dataset/kaggle_web_traffic_weekly_dataset.tsf,1,11038,T11038,114,114,False,value,0.075558535,0.093107208,-0.267300909,-0.167531611,-0.369233779,0.564947723,-1.773649606,-0.254719080,1.072898864,-0.331087790,-0.222560155,-0.258852503,0.240321589,0.232651822,-0.031836191,0.624567854,-0.059181368,-1.299316064,1.472823290,0.358289408,-0.495593611,-0.107104357
kaggle_web_traffic_weekly_dataset,tsf,kaggle_web_traffic_weekly_dataset/kaggle_web_traffic_weekly_dataset.tsf,2,65430,T65430,114,114,False,value,-0.013420867,-0.193153954,-0.298527609,-0.234077063,-1.050174807,2.449859954,0.822336605,-0.269490614,-0.891711488,-0.178319639,-0.239353858,-0.690591733,0.159012196,-0.458906040,1.042586004,-1.189588313,-0.180772179,1.211011637,0.895383354,1.045081044,1.040756352,1.222809749
kaggle_web_traffic_weekly_dataset,tsf,kaggle_web_traffic_weekly_dataset/kaggle_web_traffic_weekly_dataset.tsf,3,113982,T113982,114,114,False,value,0.439997231,0.464435986,-0.298885094,-0.236295245,-1.161337558,-3.944055842,-1.036153523,-0.271337055,-0.757008604,-0.163042823,-0.241421671,-0.834504810,0.457146638,-0.441173788,0.431861809,-1.646301479,-0.545544612,0.874163028,1.472823290,1.143194134,1.699192051,1.489761135
