dataset,source_format,source_path,sample_rank,sample_index,series_name,series_length_original,series_length_used,downsampled,value_source,mode_5,mode_10,acf_timescale,acf_first_min,ami2,trev,high_fluctuation,stretch_high,transition_matrix,periodicity,embedding_dist,ami_timescale,whiten_timescale,outlier_timing_pos,outlier_timing_neg,centroid_freq,stretch_decreasing,entropy_pairs,rs_range,dfa,low_freq_power,forecast_error
car_parts_dataset_without_missing_values,tsf,car_parts_dataset_without_missing_values/car_parts_dataset_without_missing_values.tsf,4,1991,T1991,51,51,False,value,-0.277872311,-0.459558053,0.654704305,2.000000000,0.148104967,-0.989569914,0.540000000,4.000000000,0.021866667,6.000000000,0.142344234,2.000000000,0.500000000,-0.313725490,0.176470588,0.138269832,2.000000000,1.874290934,0.666666667,0.619047619,1.472621556,1.084155766
car_parts_dataset_without_missing_values,tsf,car_parts_dataset_without_missing_values/car_parts_dataset_without_missing_values.tsf,5,2026,T2026,51,51,False,value,-0.173807254,-0.366506601,0.630674191,1.000000000,0.118153622,0.577020504,0.420000000,4.000000000,0.079866667,4.000000000,0.059204470,3.000000000,1.000000000,0.627450980,-0.294117647,0.235112795,3.000000000,1.217174314,0.571428571,0.714285714,1.570796327,1.100637629
cif_2016_dataset,tsf,cif_2016_dataset/cif_2016_dataset.tsf,1,1,T1,120,120,False,value,-0.774697879,0.158553567,25.209896293,71.000000000,0.903511855,0.002329600,0.865546218,49.000000000,0.166666667,0.000000000,1.013931906,2.000000000,0.022222222,0.758333333,-0.762500000,0.938656264,5.000000000,1.519597047,0.552631579,0.210526316,0.049087385,0.198270930
cif_2016_dataset,tsf,cif_2016_dataset/cif_2016_dataset.tsf,2,7,T7,120,120,False,value,1.091058749,1.235159134,27.874688107,74.000000000,0.946268496,0.000793605,0.798319328,59.000000000,0.166666667,0.000000000,1.437866898,1.000000000,0.023809524,0.650000000,-0.662500000,0.963764820,4.000000000,1.451139897,0.184210526,0.657894737,0.049087385,0.151091626
cif_2016_dataset,tsf,cif_2016_dataset/cif_2016_dataset.tsf,3,9,T9,120,120,False,value,-1.166963828,-1.016940069,28.068850502,74.000000000,1.008142796,-0.001331777,0.865546218,55.000000000,0.166666667,0.000000000,1.249119400,3.000000000,0.023809524,-0.650000000,0.633333333,0.958355504,6.000000000,1.401817219,0.236842105,0.184210526,0.049087385,0.160604850
cif_2016_dataset,tsf,cif_2016_dataset/cif_2016_dataset.tsf,4,25,T25,120,120,False,value,0.144661567,0.847383294,20.909145601,4.000000000,0.457830610,-0.076734278,0.957983193,41.000000000,0.166666667,4.000000000,0.239667788,3.000000000,0.022222222,0.758333333,-0.616666667,0.756112513,5.000000000,1.879242221,0.184210526,0.684210526,0.049087385,0.574601558
cif_2016_dataset,tsf,cif_2016_dataset/cif_2016_dataset.tsf,5,52,T52,68,68,False,value,-0.768700936,-1.001150382,9.734626891,11.000000000,0.468933033,0.179904733,0.955223881,13.000000000,0.074074074,3.000000000,0.167862966,1.000000000,0.045454545,-0.750000000,0.617647059,0.748751801,5.000000000,1.948309071,0.379310345,0.482758621,0.098174770,0.549810596
covid_deaths_dataset,tsf,covid_deaths_dataset/covid_deaths_dataset.tsf,1,80,T80,212,212,False,value,0.296147354,0.429918460,29.410346470,157.000000000,0.718310238,0.010084444,0.014218009,156.000000000,0.083333333,0.000000000,0.424115439,40.000000000,0.020408163,0.264150943,-0.759433962,0.979396345,1.000000000,0.000000000,0.857142857,0.857142857,0.024543693,0.131091978
covid_deaths_dataset,tsf,covid_deaths_dataset/covid_deaths_dataset.tsf,2,109,T109,212,212,False,value,-0.279639054,-0.456604664,30.630671598,154.000000000,0.835927452,0.000045312,0.189573460,57.000000000,0.111111111,0.000000000,7.873215076,40.000000000,1.000000000,0.867924528,-0.339622642,0.973768820,1.000000000,1.148338310,0.857142857,0.761904762,0.024543693,0.044687723
covid_deaths_dataset,tsf,covid_deaths_dataset/covid_deaths_dataset.tsf,3,155,T155,212,212,False,value,-0.329095704,-0.518118036,31.468215032,144.000000000,0.919722542,0.000109748,0.113744076,68.000000000,0.074074074,0.000000000,5.633441444,15.000000000,1.000000000,0.891509434,-0.452830189,0.971100813,1.000000000,1.148338310,0.857142857,0.761904762,0.024543693,0.050298028
covid_deaths_dataset,tsf,covid_deaths_dataset/covid_deaths_dataset.tsf,4,258,T258,212,212,False,value,-0.857257232,-1.007557375,47.580522652,139.000000000,1.329638868,0.000143822,0.165876777,112.000000000,0.166666667,0.000000000,5.669156256,40.000000000,0.013157895,0.764150943,-0.603773585,0.983626791,1.000000000,1.146973506,0.857142857,0.595238095,0.024543693,0.041661950
covid_deaths_dataset,tsf,covid_deaths_dataset/covid_deaths_dataset.tsf,5,263,T263,212,212,False,value,-0.629483800,-0.730890005,42.776540209,125.000000000,0.629550725,0.039536764,0.004739336,86.000000000,0.074074074,0.000000000,0.111590683,40.000000000,0.014705882,0.594339623,-0.405660377,0.980159474,1.000000000,0.703570069,0.857142857,0.857142857,0.024543693,0.174308025
covid_mobility_dataset_without_missing_values,tsf,covid_mobility_dataset_without_missing_values/covid_mobility_dataset_without_missing_values.tsf,1,12,T12,330,330,False,value,0.096921952,-0.150378905,0.932155685,6.000000000,0.100376340,-0.021046880,0.234042553,27.000000000,0.131510417,6.000000000,0.064025615,5.000000000,0.050000000,0.109090909,-0.051515152,0.419087586,3.000000000,0.814865301,0.866666667,0.866666667,0.895844780,0.971779013
covid_mobility_dataset_without_missing_values,tsf,covid_mobility_dataset_without_missing_values/covid_mobility_dataset_without_missing_values.tsf,2,73,T73,387,387,False,value,0.928321721,0.526335861,1.174163941,5.000000000,0.022062700,0.339047402,0.329015544,104.000000000,0.211057120,6.000000000,0.062387071,1.000000000,0.500000000,0.620155039,-0.648578811,0.255575698,3.000000000,0.589190959,0.600000000,0.244444444,0.895844780,1.130356581
covid_mobility_dataset_without_missing_values,tsf,covid_mobility_dataset_without_missing_values/covid_mobility_dataset_without_missing_values.tsf,3,310,T310,413,413,False,value,-0.379386296,-0.135377800,22.461879023,5.000000000,0.654709624,-0.172760056,0.674757282,35.000000000,0.013605442,6.000000000,0.178398483,4.000000000,0.018181818,0.142857143,0.530266344,0.835211063,8.000000000,1.634353548,0.133333333,0.866666667,0.049087385,0.581652531
covid_mobility_dataset_without_missing_values,tsf,covid_mobility_dataset_without_missing_values/covid_mobility_dataset_without_missing_values.tsf,4,341,T341,411,411,False,value,0.727160168,0.957782484,1.196852335,3.000000000,0.150971273,-0.320650409,0.646341463,28.000000000,0.053416955,6.000000000,0.101929798,1.000000000,0.333333333,-0.116788321,-0.175182482,0.255721017,5.000000000,1.189534689,0.800000000,0.866666667,0.895844780,1.149554588
covid_mobility_dataset_without_missing_values,tsf,covid_mobility_dataset_without_missing_values/covid_mobility_dataset_without_missing_values.tsf,5,528,T528,412,412,False,value,-0.730357653,-0.939389676,1.577314994,5.000000000,0.198233493,-0.700826750,0.647201946,27.000000000,0.004613610,6.000000000,0.098535558,4.000000000,0.041666667,-0.373786408,-0.563106796,0.452215733,5.000000000,1.894920138,0.866666667,0.800000000,0.859029241,0.973150934
dominick_dataset,tsf,dominick_dataset/dominick_dataset.tsf,1,59146,T59146,67,67,False,value,-0.099914185,-0.245441368,5.572922719,58.000000000,0.268319248,-0.373575527,0.015151515,9.000000000,0.210884354,17.000000000,0.041827547,34.000000000,0.111111111,-0.850746269,0.149253731,0.890307629,2.000000000,0.445875127,0.214285714,0.214285714,0.196349541,0.448065831
dominick_dataset,tsf,dominick_dataset/dominick_dataset.tsf,2,60831,T60831,78,78,False,value,-0.042300315,0.209922361,1.583341127,3.000000000,0.024318438,-0.106855243,0.090909091,65.000000000,0.203856749,4.000000000,0.042468622,2.000000000,0.285714286,0.102564103,-0.717948718,0.487583760,3.000000000,0.308837249,0.718750000,0.625000000,0.638136008,1.045297399
dominick_dataset,tsf,dominick_dataset/dominick_dataset.tsf,3,80918,T80918,48,48,False,value,0.711637365,0.810935602,0.731805619,2.000000000,0.011338898,0.000000000,0.425531915,7.000000000,0.047889099,6.000000000,0.340051650,4.000000000,0.500000000,-0.020833333,0.062500000,0.146602759,2.000000000,1.365254635,0.650000000,0.600000000,1.178097245,1.184200575
dominick_dataset,tsf,dominick_dataset/dominick_dataset.tsf,4,93708,T93708,87,87,False,value,-0.163336854,-0.308010877,7.576520371,15.000000000,0.289858485,0.076206299,0.069767442,16.000000000,0.149659864,24.000000000,0.112574444,11.000000000,0.083333333,-0.494252874,0.183908046,0.903727949,2.000000000,0.566655790,0.787878788,0.787878788,0.147262156,0.503179822
dominick_dataset,tsf,dominick_dataset/dominick_dataset.tsf,5,109857,T109857,42,42,False,value,-0.951616882,-1.079670495,1.570667042,10.000000000,0.187104755,-0.088164142,0.585365854,12.000000000,0.043333333,0.000000000,0.126502046,2.000000000,0.250000000,0.071428571,0.047619048,0.515078251,5.000000000,1.953775384,0.529411765,0.470588235,0.490873852,1.019570017
elecdemand_dataset,tsf,elecdemand_dataset/elecdemand_dataset.tsf,1,1,T1,17520,17520,False,value,0.221144458,0.590659478,11.155511236,25.000000000,0.523116941,0.003391285,0.739768252,91.000000000,0.001216529,47.000000000,1.296337484,24.000000000,0.109375000,-0.046318493,-0.089840183,0.990530435,26.000000000,1.460490982,0.240000000,0.140000000,0.130771862,0.311492341
electricity_hourly_dataset,tsf,electricity_hourly_dataset/electricity_hourly_dataset.tsf,1,34,T34,26304,26304,False,value,-0.921777474,-0.505763655,3.522187825,7.000000000,0.166297452,0.035565186,0.899973387,138.000000000,0.002119011,11.000000000,0.246782061,5.000000000,0.500000000,0.275357360,-0.094320255,0.896162236,13.000000000,1.797599203,0.760000000,0.440000000,0.261927220,0.720725685
electricity_hourly_dataset,tsf,electricity_hourly_dataset/electricity_hourly_dataset.tsf,2,117,T117,26304,26304,False,value,0.373498683,0.677120980,1257.074850690,13.000000000,0.827456947,0.006971173,0.671748470,1795.000000000,0.013333333,23.000000000,0.215350207,12.000000000,0.001626678,0.489887470,-0.346145073,0.984597602,16.000000000,1.388373295,0.240000000,0.180000000,0.000766990,0.236414471
electricity_hourly_dataset,tsf,electricity_hourly_dataset/electricity_hourly_dataset.tsf,3,221,T221,26304,26304,False,value,0.333342324,0.633946809,4.268293989,12.000000000,0.348191532,0.034127073,0.784549291,18.000000000,0.007603492,23.000000000,0.398974590,5.000000000,0.714285714,-0.091468978,-0.001444647,0.948824988,15.000000000,1.648414941,0.120000000,0.480000000,0.261735472,0.603784367
electricity_hourly_dataset,tsf,electricity_hourly_dataset/electricity_hourly_dataset.tsf,4,249,T249,26304,26304,False,value,0.107541555,0.532881516,4.058229935,10.000000000,0.231679305,0.080543297,0.861270578,23.000000000,0.007691436,23.000000000,0.295571980,5.000000000,0.571428571,-0.335158151,0.240913929,0.920228718,14.000000000,1.723996952,0.120000000,0.500000000,0.261735472,0.662962533
electricity_hourly_dataset,tsf,electricity_hourly_dataset/electricity_hourly_dataset.tsf,5,321,T321,26304,26304,False,value,-0.575995019,-0.030092471,8.596828794,13.000000000,0.253070214,-0.006046208,0.862981409,147.000000000,0.003301827,23.000000000,0.137675610,12.000000000,0.022026432,0.002661192,0.230820408,0.961679480,16.000000000,1.589376498,0.140000000,0.700000000,0.046211171,0.424290235
electricity_weekly_dataset,tsf,electricity_weekly_dataset/electricity_weekly_dataset.tsf,1,59,T59,156,156,False,value,-1.016020881,-0.397289149,3.814533854,12.000000000,0.361753890,-0.020642797,0.890322581,17.000000000,0.017543860,24.000000000,0.236349589,7.000000000,0.125000000,0.083333333,-0.121794872,0.794937430,7.000000000,1.745227512,0.300000000,0.150000000,0.245436926,0.717778044
electricity_weekly_dataset,tsf,electricity_weekly_dataset/electricity_weekly_dataset.tsf,2,164,T164,156,156,False,value,-0.545729311,-0.745174041,8.891455231,26.000000000,0.609068846,0.003229812,0.909677419,27.000000000,0.030303030,0.000000000,0.589702358,12.000000000,0.071428571,0.044871795,0.365384615,0.927150313,8.000000000,1.596685710,0.675000000,0.500000000,0.122718463,0.417389585
electricity_weekly_dataset,tsf,electricity_weekly_dataset/electricity_weekly_dataset.tsf,3,206,T206,156,156,False,value,-0.374550387,-0.606675644,7.990351821,21.000000000,0.483736378,0.126153386,0.896774194,24.000000000,0.005509642,48.000000000,0.232040414,11.000000000,0.076923077,0.012820513,0.467948718,0.828731116,6.000000000,1.749468877,0.525000000,0.675000000,0.122718463,0.579010778
electricity_weekly_dataset,tsf,electricity_weekly_dataset/electricity_weekly_dataset.tsf,4,234,T234,156,156,False,value,-0.560641477,-1.264788889,8.580820648,26.000000000,0.558072467,0.024355067,0.896774194,24.000000000,0.038567493,0.000000000,0.397622654,13.000000000,0.071428571,-0.006410256,0.416666667,0.884801565,5.000000000,1.702509397,0.150000000,0.675000000,0.122718463,0.497499965
electricity_weekly_dataset,tsf,electricity_weekly_dataset/electricity_weekly_dataset.tsf,5,315,T315,156,156,False,value,-0.255004119,-0.451512433,10.049954185,27.000000000,0.709485360,0.013933027,0.864516129,29.000000000,0.013774105,0.000000000,0.654645878,13.000000000,0.071428571,-0.506410256,-0.032051282,0.957135335,6.000000000,1.647242564,0.525000000,0.725000000,0.122718463,0.351554882
fred_md_dataset,tsf,fred_md_dataset/fred_md_dataset.tsf,1,30,T30,728,728,False,value,0.519291817,-0.065886488,66.566222237,172.000000000,1.189112264,-0.000145748,0.320495186,239.000000000,0.040000000,232.000000000,3.326600543,40.000000000,0.125925926,-0.037774725,0.694368132,0.995837594,41.000000000,1.242771745,0.382978723,0.851063830,0.012271846,0.089212963
fred_md_dataset,tsf,fred_md_dataset/fred_md_dataset.tsf,2,64,T64,728,728,False,value,0.116424102,0.376219418,94.683513064,50.000000000,0.905500143,-0.004566215,0.452544704,180.000000000,0.111111111,193.000000000,0.630187131,40.000000000,0.010152284,-0.259615385,0.739010989,0.986177581,15.000000000,1.272379182,0.425531915,0.255319149,0.012271846,0.194926389
fred_md_dataset,tsf,fred_md_dataset/fred_md_dataset.tsf,3,70,T70,728,728,False,value,-0.988208131,-0.523968275,88.718958003,267.000000000,1.053300253,0.000216577,0.431911967,244.000000000,0.062500000,0.000000000,1.729729614,40.000000000,0.077922078,-0.211538462,0.572115385,0.993390287,11.000000000,1.300703296,0.127659574,0.872340426,0.012271846,0.111867150
fred_md_dataset,tsf,fred_md_dataset/fred_md_dataset.tsf,4,72,T72,728,728,False,value,1.241331847,0.786078308,14.791984048,22.000000000,0.407085210,0.080941858,0.790921596,130.000000000,0.040000000,60.000000000,0.181060187,21.000000000,0.008130081,-0.420329670,-0.388736264,0.861044162,11.000000000,1.692018375,0.553191489,0.872340426,0.079767001,0.562761614
fred_md_dataset,tsf,fred_md_dataset/fred_md_dataset.tsf,5,95,T95,728,728,False,value,-0.924079385,-1.083271449,161.952650374,488.000000000,1.480277955,0.000000222,0.000000000,346.000000000,0.166666667,0.000000000,45.816556791,40.000000000,0.650000000,0.770604396,-0.635989011,0.995023339,3.000000000,1.116461663,0.191489362,0.872340426,0.006135923,0.005395233
hospital_dataset,tsf,hospital_dataset/hospital_dataset.tsf,1,6,T6,84,84,False,value,-0.937588256,-0.687564721,0.686507293,2.000000000,0.119208135,0.286225399,0.927710843,8.000000000,0.002577831,5.000000000,0.055662482,2.000000000,0.500000000,-0.023809524,-0.142857143,0.200652005,4.000000000,2.140382130,0.757575758,0.545454545,1.325359401,1.191735139
hospital_dataset,tsf,hospital_dataset/hospital_dataset.tsf,2,138,T138,84,84,False,value,-0.582008691,1.018223621,4.895290480,2.000000000,0.175049640,0.125474063,0.927710843,9.000000000,0.111111111,5.000000000,0.100004549,1.000000000,0.040000000,0.750000000,-0.476190476,0.600994091,3.000000000,2.027003473,0.181818182,0.545454545,0.245436926,0.821103646
hospital_dataset,tsf,hospital_dataset/hospital_dataset.tsf,3,230,T230,84,84,False,value,-0.259463026,-0.022239688,0.600425578,2.000000000,0.119392160,-0.920432207,0.987951807,5.000000000,0.002854793,5.000000000,0.069606419,2.000000000,1.000000000,-0.190476190,0.011904762,0.094028286,4.000000000,2.166942184,0.424242424,0.757575758,1.718058482,1.199452461
hospital_dataset,tsf,hospital_dataset/hospital_dataset.tsf,4,537,T537,84,84,False,value,-0.546160203,-0.805599168,1.056613378,3.000000000,0.128332501,0.192462876,0.963855422,14.000000000,0.062500000,8.000000000,0.086522444,2.000000000,0.055555556,0.726190476,-0.380952381,0.415438388,5.000000000,2.124421895,0.363636364,0.606060606,0.834485549,1.023908796
hospital_dataset,tsf,hospital_dataset/hospital_dataset.tsf,5,563,T563,84,84,False,value,-0.040574865,0.170974087,4.544915434,2.000000000,0.280076237,0.194549065,0.975903614,11.000000000,0.111111111,2.000000000,0.161346040,1.000000000,0.045454545,0.511904762,-0.452380952,0.671418167,6.000000000,1.984803531,0.484848485,0.696969697,0.147262156,0.744814452
kaggle_web_traffic_dataset_without_missing_values,tsf,kaggle_web_traffic_dataset_without_missing_values/kaggle_web_traffic_dataset_without_missing_values.tsf,1,2134,T2134,803,803,False,value,-0.005347746,-0.580570865,1.053471079,3.000000000,0.023708462,0.345633683,0.962593516,13.000000000,0.005203551,3.000000000,0.070229020,2.000000000,0.041666667,-0.039850560,-0.195516812,0.446923262,6.000000000,2.150443820,0.659574468,0.255319149,0.816077779,1.003536159
kaggle_web_traffic_dataset_without_missing_values,tsf,kaggle_web_traffic_dataset_without_missing_values/kaggle_web_traffic_dataset_without_missing_values.tsf,2,79597,T79597,803,803,False,value,1.531483777,0.573201964,1.545525204,13.000000000,0.004851750,3.427601333,0.783042394,25.000000000,0.002083333,63.000000000,0.028650040,12.000000000,0.050000000,0.090909091,-0.077833126,0.487625612,7.000000000,2.122019032,0.212765957,0.872340426,0.650407854,1.013572055
kaggle_web_traffic_dataset_without_missing_values,tsf,kaggle_web_traffic_dataset_without_missing_values/kaggle_web_traffic_dataset_without_missing_values.tsf,3,103654,T103654,803,803,False,value,2.565790214,1.164898027,0.644073432,5.000000000,0.000001561,0.481928111,0.438902743,41.000000000,0.014403292,12.000000000,0.002841763,4.000000000,0.090909091,0.083437111,0.113325031,0.208817103,7.000000000,1.880104964,0.170212766,0.234042553,1.540116711,1.151430007
kaggle_web_traffic_dataset_without_missing_values,tsf,kaggle_web_traffic_dataset_without_missing_values/kaggle_web_traffic_dataset_without_missing_values.tsf,4,119659,T119659,803,803,False,value,1.474741132,0.609533625,1.481888044,6.000000000,0.005519159,6.039033910,0.413965087,39.000000000,0.007407407,13.000000000,0.021319749,5.000000000,0.019230769,-0.425902864,0.038605230,0.483839778,8.000000000,1.889291899,0.340425532,0.744680851,0.644271931,1.020880019
kaggle_web_traffic_dataset_without_missing_values,tsf,kaggle_web_traffic_dataset_without_missing_values/kaggle_web_traffic_dataset_without_missing_values.tsf,5,139201,T139201,803,803,False,value,1.440343801,0.598280168,2.972727397,5.000000000,0.017537634,1.923917616,0.270573566,29.000000000,0.029585799,6.000000000,0.052554469,4.000000000,0.016393443,-0.483188045,0.009962640,0.667852032,7.000000000,1.663965675,0.127659574,0.872340426,0.257708772,0.830464432
kaggle_web_traffic_weekly_dataset,tsf,kaggle_web_traffic_weekly_dataset/kaggle_web_traffic_weekly_dataset.tsf,1,11038,T11038,114,114,False,value,0.151622318,-0.101804189,5.913599079,35.000000000,0.296407546,0.483559419,0.132743363,14.000000000,0.143333333,0.000000000,0.109233213,9.000000000,0.272727273,0.263157895,-0.144736842,0.892252547,9.000000000,1.005869587,0.837837838,0.621621622,0.147262156,0.573886796
kaggle_web_traffic_weekly_dataset,tsf,kaggle_web_traffic_weekly_dataset/kaggle_web_traffic_weekly_dataset.tsf,2,65430,T65430,114,114,False,value,0.003797548,-0.386904965,0.862263760,5.000000000,0.042231267,2.067638621,0.911504425,6.000000000,0.003826531,20.000000000,0.054408841,3.000000000,0.250000000,-0.078947368,0.271929825,0.395961856,8.000000000,2.102882650,0.675675676,0.810810811,0.834485549,1.057453420
kaggle_web_traffic_weekly_dataset,tsf,kaggle_web_traffic_weekly_dataset/kaggle_web_traffic_weekly_dataset.tsf,3,113982,T113982,114,114,False,value,0.757077801,0.268019373,0.804435780,4.000000000,0.000737315,-3.305804697,0.353982301,5.000000000,0.013391770,22.000000000,0.047658304,1.000000000,0.333333333,-0.070175439,0.035087719,0.271020852,5.000000000,1.955679827,0.837837838,0.837837838,1.129009860,1.154518922
kaggle_web_traffic_weekly_dataset,tsf,kaggle_web_traffic_weekly_dataset/kaggle_web_traffic_weekly_dataset.tsf,4,116620,T116620,114,114,False,value,0.664401558,0.138437648,0.647008954,2.000000000,0.000324693,0.995587906,0.584070796,3.000000000,0.011054422,19.000000000,0.061838152,1.000000000,0.500000000,0.342105263,0.048245614,0.201630728,4.000000000,2.029567712,0.837837838,0.837837838,1.521708942,1.166391682
kaggle_web_traffic_weekly_dataset,tsf,kaggle_web_traffic_weekly_dataset/kaggle_web_traffic_weekly_dataset.tsf,5,118093,T118093,114,114,False,value,0.666394220,0.196060203,0.679780696,4.000000000,0.000737315,0.866882836,0.327433628,7.000000000,0.010204082,4.000000000,0.064646340,3.000000000,0.125000000,0.701754386,-0.122807018,0.234235847,7.000000000,1.860340658,0.270270270,0.837837838,1.374446786,1.152950317
kdd_cup_2018_dataset_without_missing_values,tsf,kdd_cup_2018_dataset_without_missing_values/kdd_cup_2018_dataset_without_missing_values.tsf,1,4,T4,10898,10898,False,value,0.154098612,-0.423122353,31.152556524,21.000000000,0.136047217,0.003433360,0.504450766,616.000000000,0.005945303,22.000000000,0.105738546,20.000000000,0.002695418,-0.854285190,0.043585979,0.902249010,9.000000000,1.519795201,0.420000000,0.480000000,0.036815539,0.474107004
kdd_cup_2018_dataset_without_missing_values,tsf,kdd_cup_2018_dataset_without_missing_values/kdd_cup_2018_dataset_without_missing_values.tsf,2,96,T96,10898,10898,False,value,0.619900178,-0.078988748,25.380388753,15.000000000,0.078751546,0.031983634,0.454620538,259.000000000,0.027777778,22.000000000,0.071983024,14.000000000,0.000592066,-0.800605616,0.080932281,0.899971631,12.000000000,1.601939414,0.220000000,0.660000000,0.072864087,0.527547996
