group_id,group_rank,dataset,family,source_format,source_path,split,sample_rank,window_index,series_index,window_start,seq_len,n_channels,pooling,scale,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,retained_pc_count,retained_explained_variance_ratio
group_001,2,Monash__anonymous_public_pv_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_pv_power_data_per_unit/*.rds,train,7,18589149,56,227212,96,1,mean,train_split_standard,-6.234791675,-2.673099980,-0.175776884,1.976808525,-1.588626636,-0.780380608,-0.570768970,-0.320668853,0.315221109,-1.082348493,0.610424817,11,0.906830047
group_001,2,Monash__anonymous_public_pv_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_pv_power_data_per_unit/*.rds,train,8,70295385,191,224628,96,1,mean,train_split_standard,2.479194552,-2.022407675,-2.187161608,0.317795398,-0.199546976,0.474084870,-0.760126337,-1.516447586,-0.914514852,1.414617827,0.672345413,11,0.906830047
group_001,2,Monash__anonymous_public_pv_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_pv_power_data_per_unit/*.rds,train,9,61639991,170,334619,96,1,mean,train_split_standard,2.658676610,-2.586558465,-0.700443914,-0.140890861,-0.152153955,-1.585462128,0.524864484,-1.232123202,-0.680499480,-0.378508845,0.959092444,11,0.906830047
group_001,2,Monash__anonymous_public_pv_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_pv_power_data_per_unit/*.rds,train,10,76868268,209,403186,96,1,mean,train_split_standard,-4.724021429,-3.794654849,0.245840500,1.413411168,-0.405986777,-0.246647426,-0.267247850,-0.162347762,-0.306094694,-0.943913705,0.399207064,11,0.906830047
group_001,2,Monash__anonymous_public_pv_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_pv_power_data_per_unit/*.rds,train,11,3252446,9,337552,96,1,mean,train_split_standard,4.057743041,0.806894377,-0.680378052,0.612942132,0.996458934,0.482645270,-1.082680506,0.938726654,-0.161336756,-0.381486015,-0.072255922,11,0.906830047
group_001,2,Monash__anonymous_public_pv_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_pv_power_data_per_unit/*.rds,train,12,83529058,228,37480,96,1,mean,train_split_standard,2.311466178,0.182368994,-3.616303857,0.926673278,1.641084180,-0.490717184,0.906114749,-1.638340697,0.202576849,-1.277907663,1.544692416,11,0.906830047
group_001,2,Monash__anonymous_public_pv_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_pv_power_data_per_unit/*.rds,train,13,15948352,49,268865,96,1,mean,train_split_standard,-5.791329502,-3.497127650,-0.679321965,1.823427546,-1.037262615,-0.642091019,-0.580558575,-0.005019486,0.004918413,-0.624492193,-0.023514979,11,0.906830047
group_001,2,Monash__anonymous_public_pv_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_pv_power_data_per_unit/*.rds,train,14,37106881,104,356429,96,1,mean,train_split_standard,0.800696355,-0.053169401,-0.265239408,0.119388504,-0.450638362,0.202940081,-0.080610748,-0.557178125,-1.048191857,-0.620356142,-0.454625119,11,0.906830047
group_001,2,Monash__anonymous_public_pv_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_pv_power_data_per_unit/*.rds,train,15,42671225,118,344178,96,1,mean,train_split_standard,0.467864924,1.689034261,-0.021650771,-1.871908663,1.938169629,-0.644966254,-0.650610596,1.800942899,-1.234346498,-0.041836792,1.462268191,11,0.906830047
group_001,2,Monash__anonymous_public_pv_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_pv_power_data_per_unit/*.rds,train,16,55489214,153,161289,96,1,mean,train_split_standard,1.970338354,-0.983410832,-2.404815675,1.578558955,1.403343765,-0.916788335,-0.015708720,-1.161496997,-0.302575026,0.289364972,0.425853939,11,0.906830047
group_001,2,Monash__anonymous_public_pv_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_pv_power_data_per_unit/*.rds,train,17,83920572,229,115401,96,1,mean,train_split_standard,0.800696355,-0.053169401,-0.265239408,0.119388504,-0.450638362,0.202940081,-0.080610748,-0.557178125,-1.048191857,-0.620356142,-0.454625119,11,0.906830047
group_001,2,Monash__anonymous_public_pv_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_pv_power_data_per_unit/*.rds,train,18,3003393,9,88499,96,1,mean,train_split_standard,4.320978416,0.793712575,-1.113859527,0.088527752,-0.002179024,-0.667136802,0.555622663,-1.821164153,1.223652651,-1.594613264,0.648869006,11,0.906830047
group_001,2,Monash__anonymous_public_pv_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_pv_power_data_per_unit/*.rds,train,19,4615649,13,362794,96,1,mean,train_split_standard,-2.020700047,0.117603786,-3.683100953,1.777074511,2.784264349,-0.108778905,-0.092244753,0.213929988,1.150111604,-0.042452508,1.674197404,11,0.906830047
group_001,2,Monash__anonymous_public_pv_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_pv_power_data_per_unit/*.rds,train,20,83932726,229,127555,96,1,mean,train_split_standard,1.083126696,1.058650326,2.880956466,-1.379286934,1.414182654,-0.317982826,1.279009305,-0.257375160,0.246617183,-1.039692412,0.675616883,11,0.906830047
group_001,3,Monash__australian_electricity_demand_dataset,Monash,tsf,dataset/Monash_Dataset/australian_electricity_demand_dataset/australian_electricity_demand_dataset.tsf,train,1,536706,3,51659,96,1,mean,train_split_standard,-2.200976027,-0.943255673,0.314743016,0.658903789,-1.061865926,1.486373247,0.237272943,-0.132077233,-1.170500869,0.318031922,-0.566445096,11,0.906830047
group_001,3,Monash__australian_electricity_demand_dataset,Monash,tsf,dataset/Monash_Dataset/australian_electricity_demand_dataset/australian_electricity_demand_dataset.tsf,train,2,220524,1,59200,96,1,mean,train_split_standard,-1.007011549,1.576270701,-0.882339061,-0.430418058,0.996852438,0.501486227,0.842053450,-0.275696260,0.587454940,1.607927737,-0.457649381,11,0.906830047
group_001,3,Monash__australian_electricity_demand_dataset,Monash,tsf,dataset/Monash_Dataset/australian_electricity_demand_dataset/australian_electricity_demand_dataset.tsf,train,3,428904,2,106256,96,1,mean,train_split_standard,-2.259741358,3.839753399,-1.788894395,1.377420021,-0.064978856,0.044494194,0.439390257,0.295478233,0.020042341,2.242361331,-0.501563490,11,0.906830047
group_001,3,Monash__australian_electricity_demand_dataset,Monash,tsf,dataset/Monash_Dataset/australian_electricity_demand_dataset/australian_electricity_demand_dataset.tsf,train,4,212098,1,50774,96,1,mean,train_split_standard,-1.703923075,0.047845461,-2.481701851,2.325853376,0.392790060,0.444212888,-0.283988324,-0.351191060,-0.098760795,-0.719977715,-0.318176442,11,0.906830047
group_001,3,Monash__australian_electricity_demand_dataset,Monash,tsf,dataset/Monash_Dataset/australian_electricity_demand_dataset/australian_electricity_demand_dataset.tsf,train,5,505789,3,20742,96,1,mean,train_split_standard,-3.214361978,-1.542845656,0.052947459,2.058862572,-0.623269386,1.164770960,0.215675158,-0.929942988,-0.285355718,-0.495617078,-0.271248610,11,0.906830047
group_001,3,Monash__australian_electricity_demand_dataset,Monash,tsf,dataset/Monash_Dataset/australian_electricity_demand_dataset/australian_electricity_demand_dataset.tsf,train,6,623966,3,138919,96,1,mean,train_split_standard,-1.734763475,1.095759282,-0.408670926,-0.802482151,-0.562536424,0.898201765,-0.525533741,0.837760706,-1.309478822,-0.866317442,-0.812018710,11,0.906830047
group_001,3,Monash__australian_electricity_demand_dataset,Monash,tsf,dataset/Monash_Dataset/australian_electricity_demand_dataset/australian_electricity_demand_dataset.tsf,train,7,376482,2,53834,96,1,mean,train_split_standard,-1.879022304,3.244286953,-2.060249894,1.836973052,0.189297715,0.447647883,0.694711860,0.077391815,0.031143470,2.854522391,-0.887438908,11,0.906830047
group_001,3,Monash__australian_electricity_demand_dataset,Monash,tsf,dataset/Monash_Dataset/australian_electricity_demand_dataset/australian_electricity_demand_dataset.tsf,train,8,421036,2,98388,96,1,mean,train_split_standard,-1.293319267,3.241538256,-1.315643925,2.058708943,0.728568093,0.507834378,0.621439020,0.259750503,-0.470515371,2.039769617,-0.670488475,11,0.906830047
group_001,3,Monash__australian_electricity_demand_dataset,Monash,tsf,dataset/Monash_Dataset/australian_electricity_demand_dataset/australian_electricity_demand_dataset.tsf,train,9,54156,0,54156,96,1,mean,train_split_standard,-2.692289331,1.871890684,-0.606526872,-1.281575705,-1.508059967,0.765523247,0.025997077,-0.585379132,-0.904867714,-0.405041249,-0.072066821,11,0.906830047
group_001,3,Monash__australian_electricity_demand_dataset,Monash,tsf,dataset/Monash_Dataset/australian_electricity_demand_dataset/australian_electricity_demand_dataset.tsf,train,10,547377,3,62330,96,1,mean,train_split_standard,-1.889347342,2.044675657,-1.042499536,-1.949193698,-1.052269514,0.748042640,0.196791790,-0.952388677,-0.602737805,-0.445004353,-0.467124649,11,0.906830047
group_001,3,Monash__australian_electricity_demand_dataset,Monash,tsf,dataset/Monash_Dataset/australian_electricity_demand_dataset/australian_electricity_demand_dataset.tsf,train,11,397568,2,74920,96,1,mean,train_split_standard,-1.655670055,3.515176549,-1.722896897,2.351769048,-1.206486117,0.818848565,-0.462066647,0.903384879,-1.822368631,-0.013730547,-0.756859816,11,0.906830047
group_001,3,Monash__australian_electricity_demand_dataset,Monash,tsf,dataset/Monash_Dataset/australian_electricity_demand_dataset/australian_electricity_demand_dataset.tsf,train,12,467082,2,144434,96,1,mean,train_split_standard,-2.031981116,4.460584405,-1.496006648,1.854998418,-1.571464074,-0.238207948,0.099658108,-1.235101471,-0.909948359,-0.627711303,0.011450839,11,0.906830047
group_001,3,Monash__australian_electricity_demand_dataset,Monash,tsf,dataset/Monash_Dataset/australian_electricity_demand_dataset/australian_electricity_demand_dataset.tsf,train,13,248683,1,87359,96,1,mean,train_split_standard,-1.763317585,-1.777172019,-0.747155213,1.943561887,-0.102634352,1.237461483,0.176941565,-0.710693043,-0.313464376,-0.017920863,-0.860599455,11,0.906830047
group_001,3,Monash__australian_electricity_demand_dataset,Monash,tsf,dataset/Monash_Dataset/australian_electricity_demand_dataset/australian_electricity_demand_dataset.tsf,train,14,731693,4,85289,96,1,mean,train_split_standard,-1.193393953,1.394889255,-1.106983426,2.457784650,1.155214441,0.473073860,0.963495622,-0.947194719,0.144354882,1.499266836,-0.385219447,11,0.906830047
group_001,3,Monash__australian_electricity_demand_dataset,Monash,tsf,dataset/Monash_Dataset/australian_electricity_demand_dataset/australian_electricity_demand_dataset.tsf,train,15,226350,1,65026,96,1,mean,train_split_standard,-1.644445436,2.843014024,-0.495847790,-1.887830734,0.905526221,0.201233495,-0.716306532,2.084316860,0.074700487,-0.550025034,0.029048569,11,0.906830047
group_001,3,Monash__australian_electricity_demand_dataset,Monash,tsf,dataset/Monash_Dataset/australian_electricity_demand_dataset/australian_electricity_demand_dataset.tsf,train,16,507315,3,22268,96,1,mean,train_split_standard,-0.859866431,2.092780481,-1.008953537,1.180803450,-0.350013546,0.664424361,-0.951085709,1.276775585,-1.239760241,-1.075573117,-1.119269661,11,0.906830047
group_001,3,Monash__australian_electricity_demand_dataset,Monash,tsf,dataset/Monash_Dataset/australian_electricity_demand_dataset/australian_electricity_demand_dataset.tsf,train,17,128483,0,128483,96,1,mean,train_split_standard,-1.023459182,3.895683435,0.893700964,-0.201521450,0.030888833,0.875688870,0.552818313,0.858948086,-0.950885485,1.000662870,0.211857850,11,0.906830047
group_001,3,Monash__australian_electricity_demand_dataset,Monash,tsf,dataset/Monash_Dataset/australian_electricity_demand_dataset/australian_electricity_demand_dataset.tsf,train,18,632207,3,147160,96,1,mean,train_split_standard,-0.536346261,1.936158980,-1.392693572,1.077366592,-0.362079673,0.907762303,-0.499654504,0.580648180,-1.036002614,-0.541835687,-1.218067136,11,0.906830047
group_001,3,Monash__australian_electricity_demand_dataset,Monash,tsf,dataset/Monash_Dataset/australian_electricity_demand_dataset/australian_electricity_demand_dataset.tsf,train,19,637894,3,152847,96,1,mean,train_split_standard,-1.321250007,2.699138657,-0.967583134,-0.935366170,0.773030814,0.154306738,0.274731570,0.230087541,0.309273595,0.714438884,-0.336232732,11,0.906830047
group_001,3,Monash__australian_electricity_demand_dataset,Monash,tsf,dataset/Monash_Dataset/australian_electricity_demand_dataset/australian_electricity_demand_dataset.tsf,train,20,327162,2,4514,96,1,mean,train_split_standard,-1.942047077,3.183666940,-1.046089788,0.246773921,-0.842675369,-0.291301848,0.271813971,-2.262956925,0.121030755,-1.637222590,-0.443274553,11,0.906830047
group_001,4,Monash__bitcoin_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/bitcoin_dataset_without_missing_values/bitcoin_dataset_without_missing_values.tsf,train,1,5811,1,2796,96,1,mean,train_split_standard,0.800696355,-0.053169401,-0.265239408,0.119388504,-0.450638362,0.202940081,-0.080610748,-0.557178125,-1.048191857,-0.620356142,-0.454625119,11,0.906830047
group_001,4,Monash__bitcoin_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/bitcoin_dataset_without_missing_values/bitcoin_dataset_without_missing_values.tsf,train,2,33199,11,2593,96,1,mean,train_split_standard,0.800696355,-0.053169401,-0.265239408,0.119388504,-0.450638362,0.202940081,-0.080610748,-0.557178125,-1.048191857,-0.620356142,-0.454625119,11,0.906830047
group_001,4,Monash__bitcoin_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/bitcoin_dataset_without_missing_values/bitcoin_dataset_without_missing_values.tsf,train,3,31179,11,573,96,1,mean,train_split_standard,0.800696355,-0.053169401,-0.265239408,0.119388504,-0.450638362,0.202940081,-0.080610748,-0.557178125,-1.048191857,-0.620356142,-0.454625119,11,0.906830047
group_001,4,Monash__bitcoin_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/bitcoin_dataset_without_missing_values/bitcoin_dataset_without_missing_values.tsf,train,4,7683,2,1657,96,1,mean,train_split_standard,0.800696355,-0.053169401,-0.265239408,0.119388504,-0.450638362,0.202940081,-0.080610748,-0.557178125,-1.048191857,-0.620356142,-0.454625119,11,0.906830047
group_001,4,Monash__bitcoin_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/bitcoin_dataset_without_missing_values/bitcoin_dataset_without_missing_values.tsf,train,5,34747,12,1518,96,1,mean,train_split_standard,0.800696355,-0.053169401,-0.265239408,0.119388504,-0.450638362,0.202940081,-0.080610748,-0.557178125,-1.048191857,-0.620356142,-0.454625119,11,0.906830047
group_001,4,Monash__bitcoin_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/bitcoin_dataset_without_missing_values/bitcoin_dataset_without_missing_values.tsf,train,6,15145,5,862,96,1,mean,train_split_standard,0.800696355,-0.053169401,-0.265239408,0.119388504,-0.450638362,0.202940081,-0.080610748,-0.557178125,-1.048191857,-0.620356142,-0.454625119,11,0.906830047
group_001,4,Monash__bitcoin_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/bitcoin_dataset_without_missing_values/bitcoin_dataset_without_missing_values.tsf,train,7,21858,7,2132,96,1,mean,train_split_standard,0.800696355,-0.053169401,-0.265239408,0.119388504,-0.450638362,0.202940081,-0.080610748,-0.557178125,-1.048191857,-0.620356142,-0.454625119,11,0.906830047
group_001,4,Monash__bitcoin_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/bitcoin_dataset_without_missing_values/bitcoin_dataset_without_missing_values.tsf,train,8,48014,17,1330,96,1,mean,train_split_standard,0.800696355,-0.053169401,-0.265239408,0.119388504,-0.450638362,0.202940081,-0.080610748,-0.557178125,-1.048191857,-0.620356142,-0.454625119,11,0.906830047
group_001,4,Monash__bitcoin_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/bitcoin_dataset_without_missing_values/bitcoin_dataset_without_missing_values.tsf,train,9,16311,5,2028,96,1,mean,train_split_standard,0.800696355,-0.053169401,-0.265239408,0.119388504,-0.450638362,0.202940081,-0.080610748,-0.557178125,-1.048191857,-0.620356142,-0.454625119,11,0.906830047
group_001,4,Monash__bitcoin_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/bitcoin_dataset_without_missing_values/bitcoin_dataset_without_missing_values.tsf,train,10,10359,3,1710,96,1,mean,train_split_standard,0.800696355,-0.053169401,-0.265239408,0.119388504,-0.450638362,0.202940081,-0.080610748,-0.557178125,-1.048191857,-0.620356142,-0.454625119,11,0.906830047
group_001,4,Monash__bitcoin_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/bitcoin_dataset_without_missing_values/bitcoin_dataset_without_missing_values.tsf,train,11,47005,17,321,96,1,mean,train_split_standard,0.800696355,-0.053169401,-0.265239408,0.119388504,-0.450638362,0.202940081,-0.080610748,-0.557178125,-1.048191857,-0.620356142,-0.454625119,11,0.906830047
group_001,4,Monash__bitcoin_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/bitcoin_dataset_without_missing_values/bitcoin_dataset_without_missing_values.tsf,train,12,25033,9,61,96,1,mean,train_split_standard,0.800696355,-0.053169401,-0.265239408,0.119388504,-0.450638362,0.202940081,-0.080610748,-0.557178125,-1.048191857,-0.620356142,-0.454625119,11,0.906830047
group_001,4,Monash__bitcoin_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/bitcoin_dataset_without_missing_values/bitcoin_dataset_without_missing_values.tsf,train,13,24884,8,2535,96,1,mean,train_split_standard,0.800696355,-0.053169401,-0.265239408,0.119388504,-0.450638362,0.202940081,-0.080610748,-0.557178125,-1.048191857,-0.620356142,-0.454625119,11,0.906830047
group_001,4,Monash__bitcoin_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/bitcoin_dataset_without_missing_values/bitcoin_dataset_without_missing_values.tsf,train,14,19465,6,2173,96,1,mean,train_split_standard,0.800696355,-0.053169401,-0.265239408,0.119388504,-0.450638362,0.202940081,-0.080610748,-0.557178125,-1.048191857,-0.620356142,-0.454625119,11,0.906830047
group_001,4,Monash__bitcoin_dataset_without_missing_values,Monash,tsf,dataset/Monash_Dataset/bitcoin_dataset_without_missing_values/bitcoin_dataset_without_missing_values.tsf,train,15,39397,14,142,96,1,mean,train_split_standard,0.800696355,-0.053169401,-0.265239408,0.119388504,-0.450638362,0.202940081,-0.080610748,-0.557178125,-1.048191857,-0.620356142,-0.454625119,11,0.906830047
